Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.96301,[ 9 75] ; [15  9],[18.66666667 65.33333333] ; [ 5.33333333 18.66666667],1
s2,1,6e-06,20.587875,[21 65] ; [19  7],[30.71428571 55.28571429] ; [ 9.28571429 16.71428571],1
s3,1,0.000306,13.033591,[26 61] ; [18  8],[33.87610619 53.12389381] ; [10.12389381 15.87610619],1
s6,1,0.000308,13.023179,[34 53] ; [20  5],[41.94642857 45.05357143] ; [12.05357143 12.94642857],1
v1,1,0.030168,4.699709,[28 59] ; [14 11],[32.625 54.375] ; [ 9.375 15.625],0
n1,1,0.035514,4.420289,[ 9 34] ; [7 7],[12.07017544 30.92982456] ; [ 3.92982456 10.07017544],0
p3,1,0.049787,3.848612,[12 74] ; [ 8 18],[15.35714286 70.64285714] ; [ 4.64285714 21.35714286],0
s5,1,0.057527,3.607297,[18 67] ; [10 15],[21.63636364 63.36363636] ; [ 6.36363636 18.63636364],0
u3,1,0.061934,3.484812,[24 17] ; [9 1],[26.52941176 14.47058824] ; [6.47058824 3.52941176],0
p6,1,0.062577,3.467731,[ 4 82] ; [ 4 22],[ 6.14285714 79.85714286] ; [ 1.85714286 24.14285714],0
r4,1,0.077378,3.119134,[58 29] ; [22  4],[61.59292035 25.40707965] ; [18.40707965  7.59292035],0
d5,1,0.092237,2.834894,[63 24] ; [23  3],[66.21238938 20.78761062] ; [19.78761062  6.21238938],0
v4,1,0.106358,2.607522,[73 14] ; [25  1],[75.45132743 11.54867257] ; [22.54867257  3.45132743],0
p10,1,0.155293,2.019473,[47 39] ; [17  7],[50.03636364 35.96363636] ; [13.96363636 10.03636364],0
p1,1,0.197669,1.659515,[ 4 83] ; [ 3 23],[ 5.38938053 81.61061947] ; [ 1.61061947 24.38938053],0
p9,1,0.202818,1.621962,[55 29] ; [19  5],[57.55555556 26.44444444] ; [16.44444444  7.55555556],0
r1,1,0.20362,1.616219,[51 35] ; [19  7],[53.75 32.25] ; [16.25  9.75],0
b4,1,0.217954,1.517788,[52 35] ; [19  7],[54.66371681 32.33628319] ; [16.33628319  9.66371681],0
a4,1,0.236728,1.399973,[23 64] ; [10 16],[25.40707965 61.59292035] ; [ 7.59292035 18.40707965],0
b2,1,0.2448,1.352741,[11 26] ; [7 8],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
b3,1,0.2448,1.352741,[11 26] ; [7 8],[12.80769231 24.19230769] ; [5.19230769 9.80769231],0
p11,1,0.249201,1.32778,[48 39] ; [11 15],[45.42477876 41.57522124] ; [13.57522124 12.42477876],0
p2,1,0.259742,1.27013,[46 41] ; [17  9],[48.50442478 38.49557522] ; [14.49557522 11.50442478],0
r3,1,0.33905,0.914021,[74 13] ; [24  2],[75.45132743 11.54867257] ; [22.54867257  3.45132743],0
d2,1,0.340715,0.907738,[28 59] ; [11 15],[30.02654867 56.97345133] ; [ 8.97345133 17.02654867],0
p12,1,0.34285,0.899745,[ 1 86] ; [ 1 24],[ 1.55357143 85.44642857] ; [ 0.44642857 24.55357143],0
n2,1,0.425556,0.634921,[25 17] ; [10  4],[26.25 15.75] ; [8.75 5.25],0
a3,1,0.435947,0.606927,[46 41] ; [16 10],[47.73451327 39.26548673] ; [14.26548673 11.73451327],0
n6,1,0.452335,0.564794,[54 33] ; [14 12],[52.3539823 34.6460177] ; [15.6460177 10.3539823],0
a5,1,0.523784,0.406436,[43 44] ; [11 15],[41.57522124 45.42477876] ; [12.42477876 13.57522124],0
d3,1,0.536549,0.381973,[56 31] ; [15 11],[54.66371681 32.33628319] ; [16.33628319  9.66371681],0
b1,1,0.552171,0.353442,[28 59] ; [10 16],[29.25663717 57.74336283] ; [ 8.74336283 17.25663717],0
a7,1,0.566254,0.32899,[62 25] ; [17  9],[60.82300885 26.17699115] ; [18.17699115  7.82300885],0
r2,1,0.568771,0.324743,[73 14] ; [23  3],[73.91150442 13.08849558] ; [22.08849558  3.91150442],0
u1,1,0.571284,0.320538,[ 6 81] ; [ 1 25],[ 5.38938053 81.61061947] ; [ 1.61061947 24.38938053],0
p4,1,0.578613,0.308482,[22 65] ; [ 8 18],[23.09734513 63.90265487] ; [ 6.90265487 19.09734513],0
a8,1,0.585765,0.297006,[ 2 82] ; [ 1 21],[ 2.37735849 81.62264151] ; [ 0.62264151 21.37735849],0
v3,1,0.591991,0.287245,[20 65] ; [ 4 18],[19.06542056 65.93457944] ; [ 4.93457944 17.06542056],0
a1,1,0.666738,0.185442,[ 2 85] ; [ 1 25],[ 2.30973451 84.69026549] ; [ 0.69026549 25.30973451],0
d1,1,0.692397,0.156503,[44 43] ; [12 14],[43.11504425 43.88495575] ; [12.88495575 13.11504425],0
s4,1,0.694316,0.154453,[17 70] ; [ 6 20],[17.7079646 69.2920354] ; [ 5.2920354 20.7079646],0
u2,1,0.712795,0.135501,[20 21] ; [5 4],[20.5 20.5] ; [4.5 4.5],0
a2,1,0.717777,0.130633,[11 76] ; [ 4 22],[11.54867257 75.45132743] ; [ 3.45132743 22.54867257],0
v2,1,0.749105,0.102284,[38 47] ; [ 9 13],[37.3364486 47.6635514] ; [ 9.6635514 12.3364486],0
n3,1,0.75702,0.095726,[22 20] ; [8 6],[22.5 19.5] ; [7.5 6.5],0
b5,1,0.849918,0.035805,[52 35] ; [15 11],[51.5840708 35.4159292] ; [15.4159292 10.5840708],0
p5,1,0.895764,0.017165,[ 3 84] ; [ 1 24],[ 3.10714286 83.89285714] ; [ 0.89285714 24.10714286],0
p8,1,0.915919,0.011146,[19 67] ; [ 6 20],[19.19642857 66.80357143] ; [ 5.80357143 20.19642857],0
a6,1,0.954713,0.003225,[53 34] ; [16 10],[53.12389381 33.87610619] ; [15.87610619 10.12389381],0
n5,1,0.979524,0.000659,[27 60] ; [ 8 18],[26.94690265 60.05309735] ; [ 8.05309735 17.94690265],0
d4,1,0.992501,8.8e-05,[67 20] ; [20  6],[66.98230088 20.01769912] ; [20.01769912  5.98230088],0
