Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,9e-06,19.650306,[ 9 31] ; [50 26],[20.34482759 19.65517241] ; [38.65517241 37.34482759],1
v4,1,2.9e-05,17.500801,[26 15] ; [73  5],[34.1092437  6.8907563] ; [64.8907563 13.1092437],1
p9,1,0.000218,13.673026,[17 22] ; [60 17],[25.88793103 13.11206897] ; [51.11206897 25.88793103],1
p4,1,0.000526,12.020061,[ 7 32] ; [40 38],[15.66666667 23.33333333] ; [31.33333333 46.66666667],1
s7,1,0.001668,9.883389,[ 5 35] ; [30 43],[12.38938053 27.61061947] ; [22.61061947 50.38938053],0
p8,1,0.004221,8.186143,[10 30] ; [41 37],[17.28813559 22.71186441] ; [33.71186441 44.28813559],0
s1,1,0.008647,6.894364,[ 5 35] ; [ 1 77],[ 2.03389831 37.96610169] ; [ 3.96610169 74.03389831],0
a7,1,0.011903,6.325261,[15 26] ; [48 31],[21.525 19.475] ; [41.475 37.525],0
s3,1,0.023435,5.135944,[13 27] ; [42 35],[18.8034188 21.1965812] ; [36.1965812 40.8034188],0
s8,1,0.024906,5.030381,[ 5 36] ; [24 54],[ 9.99159664 31.00840336] ; [19.00840336 58.99159664],0
p10,1,0.032881,4.551976,[18 21] ; [52 26],[23.33333333 15.66666667] ; [46.66666667 31.33333333],0
s2,1,0.037695,4.318714,[ 9 31] ; [33 46],[14.11764706 25.88235294] ; [27.88235294 51.11764706],0
p6,1,0.042431,4.117927,[ 7 33] ; [28 51],[11.76470588 28.23529412] ; [23.23529412 55.76470588],0
p3,1,0.059663,3.546728,[10 31] ; [33 46],[14.69166667 26.30833333] ; [28.30833333 50.69166667],0
b5,1,0.060429,3.525559,[17 24] ; [47 32],[21.86666667 19.13333333] ; [42.13333333 36.86666667],0
p1,1,0.062795,3.461974,[ 7 34] ; [ 5 74],[ 4.1 36.9] ; [ 7.9 71.1],0
n1,1,0.06726,3.348643,[9 8] ; [ 6 18],[ 6.2195122 10.7804878] ; [ 8.7804878 15.2195122],0
r3,1,0.067466,3.343625,[29 12] ; [67 12],[32.8  8.2] ; [63.2 15.8],0
a1,1,0.085041,2.965828,[ 4 37] ; [ 2 77],[ 2.05 38.95] ; [ 3.95 75.05],0
n6,1,0.086984,2.92932,[25 16] ; [60 19],[29.04166667 11.95833333] ; [55.95833333 23.04166667],0
p11,1,0.096511,2.762275,[24 17] ; [58 21],[28.01666667 12.98333333] ; [53.98333333 25.01666667],0
s6,1,0.127285,2.325303,[15 26] ; [39 37],[18.92307692 22.07692308] ; [35.07692308 40.92307692],0
p12,1,0.141045,2.166524,[ 6 35] ; [ 5 73],[ 3.78991597 37.21008403] ; [ 7.21008403 70.78991597],0
s5,1,0.175941,1.831579,[ 7 33] ; [22 54],[10. 30.] ; [19. 57.],0
n3,1,0.214847,1.538462,[9 7] ; [18  6],[10.8  5.2] ; [16.2  7.8],0
d3,1,0.225672,1.467935,[12 29] ; [32 47],[15.03333333 25.96666667] ; [28.96666667 50.03333333],0
n5,1,0.241032,1.374548,[28 12] ; [46 32],[25.08474576 14.91525424] ; [48.91525424 29.08474576],0
r2,1,0.243965,1.357534,[30 11] ; [65 14],[32.45833333  8.54166667] ; [62.54166667 16.45833333],0
r4,1,0.256766,1.286111,[26 15] ; [58 21],[28.7 12.3] ; [55.3 23.7],0
a4,1,0.270553,1.213939,[ 5 36] ; [16 63],[ 7.175 33.825] ; [13.825 65.175],0
s4,1,0.288919,1.124652,[ 7 34] ; [20 58],[ 9.30252101 31.69747899] ; [17.69747899 60.30252101],0
u3,1,0.302597,1.062714,[ 8 19] ; [18 25],[10.02857143 16.97142857] ; [15.97142857 27.02857143],0
n4,1,0.318323,0.995824,[27 14] ; [44 34],[24.46218487 16.53781513] ; [46.53781513 31.46218487],0
