Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,9e-06,19.650306,[ 9 31] ; [50 26],[20.34482759 19.65517241] ; [38.65517241 37.34482759],1
a3,1,0.329977,0.948987,[14 26] ; [35 44],[16.47058824 23.52941176] ; [32.52941176 46.47058824],0
b1,1,0.385674,0.752537,[20 21] ; [32 47],[17.76666667 23.23333333] ; [34.23333333 44.76666667],0
b2,1,0.443653,0.586816,[ 8 15] ; [10 29],[ 6.67741935 16.32258065] ; [11.32258065 27.67741935],0
b3,1,0.443653,0.586816,[ 8 15] ; [10 29],[ 6.67741935 16.32258065] ; [11.32258065 27.67741935],0
a2,1,0.495054,0.465522,[ 1 40] ; [ 4 75],[ 1.70833333 39.29166667] ; [ 3.29166667 75.70833333],0
u2,1,0.508034,0.438115,[11 16] ; [21 22],[12.34285714 14.65714286] ; [19.65714286 23.34285714],0
n2,1,0.508332,0.4375,[13  5] ; [15  9],[12.  6.] ; [16.  8.],0
a5,1,0.579001,0.307853,[16 25] ; [35 44],[17.425 23.575] ; [33.575 45.425],0
d4,1,0.624677,0.239349,[17 24] ; [36 42],[18.2605042 22.7394958] ; [34.7394958 43.2605042],0
d1,1,0.694195,0.154582,[ 1 40] ; [ 3 76],[ 1.36666667 39.63333333] ; [ 2.63333333 76.36666667],0
a6,1,0.729631,0.11945,[22 19] ; [45 34],[22.89166667 18.10833333] ; [44.10833333 34.89166667],0
b4,1,0.729631,0.11945,[22 19] ; [45 34],[22.89166667 18.10833333] ; [44.10833333 34.89166667],0
p5,1,0.800464,0.063881,[ 3 37] ; [ 7 72],[ 3.36134454 36.63865546] ; [ 6.63865546 72.36134454],0
v2,1,0.820076,0.051732,[ 9 28] ; [20 56],[ 9.49557522 27.50442478] ; [19.50442478 56.49557522],0
r1,1,0.822847,0.050124,[23 18] ; [46 33],[23.575 17.425] ; [45.425 33.575],0
d2,1,0.828031,0.047188,[ 9 32] ; [16 63],[ 8.54166667 32.45833333] ; [16.45833333 62.54166667],0
a8,1,0.842042,0.039713,[ 5 36] ; [ 8 65],[ 4.6754386 36.3245614] ; [ 8.3245614 64.6754386],0
v3,1,0.849268,0.03612,[ 9 30] ; [19 58],[ 9.4137931 29.5862069] ; [18.5862069 58.4137931],0
