Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.6e-05,18.664897,[44 31] ; [14 49],[31.52173913 43.47826087] ; [26.47826087 36.52173913],1
v2,1,0.000457,12.284451,[47 26] ; [22 42],[36.76642336 36.23357664] ; [32.23357664 31.76642336],1
p9,1,0.007249,7.210321,[70  6] ; [50 16],[64.22535211 11.77464789] ; [55.77464789 10.22535211],0
n5,1,0.021205,5.309902,[66 10] ; [47 19],[60.47887324 15.52112676] ; [52.52112676 13.47887324],0
p10,1,0.023483,5.132403,[65 10] ; [47 19],[59.57446809 15.42553191] ; [52.42553191 13.57446809],0
p11,1,0.024099,5.087477,[64 12] ; [45 21],[58.33802817 17.66197183] ; [50.66197183 15.33802817],0
b3,1,0.0419,4.139222,[27 27] ; [12 29],[22.16842105 31.83157895] ; [16.83157895 24.16842105],0
b2,1,0.0419,4.139222,[27 27] ; [12 29],[22.16842105 31.83157895] ; [16.83157895 24.16842105],0
s8,1,0.050589,3.821821,[47 29] ; [30 36],[41.21126761 34.78873239] ; [35.78873239 30.21126761],0
p7,1,0.051419,3.794564,[60 14] ; [44 22],[54.97142857 19.02857143] ; [49.02857143 16.97142857],0
a3,1,0.066345,3.37122,[58 18] ; [41 25],[52.98591549 23.01408451] ; [46.01408451 19.98591549],0
p8,1,0.071686,3.243977,[53 22] ; [37 29],[47.87234043 27.12765957] ; [42.12765957 23.87234043],0
r4,1,0.091876,2.841193,[65 11] ; [49 17],[61.01408451 14.98591549] ; [52.98591549 13.01408451],0
n4,1,0.094538,2.795352,[64 12] ; [48 18],[59.94366197 16.05633803] ; [52.05633803 13.94366197],0
s2,1,0.105828,2.615439,[46 30] ; [31 35],[41.21126761 34.78873239] ; [35.78873239 30.21126761],0
n1,1,0.134328,2.241758,[9 4] ; [ 9 12],[6.88235294 6.11764706] ; [11.11764706  9.88235294],0
r3,1,0.142807,2.14745,[72  4] ; [58  8],[69.57746479  6.42253521] ; [60.42253521  5.57746479],0
p1,1,0.167312,1.906867,[ 5 70] ; [ 9 57],[ 7.44680851 67.55319149] ; [ 6.55319149 59.44680851],0
v4,1,0.167312,1.906867,[70  5] ; [57  9],[67.55319149  7.44680851] ; [59.44680851  6.55319149],0
u3,1,0.17186,1.866643,[11  7] ; [10 15],[8.79069767 9.20930233] ; [12.20930233 12.79069767],0
n2,1,0.184346,1.762238,[11  2] ; [14  8],[9.28571429 3.71428571] ; [15.71428571  6.28571429],0
s5,1,0.204472,1.610139,[35 38] ; [23 39],[31.36296296 41.63703704] ; [26.63703704 35.36296296],0
s4,1,0.206697,1.594409,[12 64] ; [16 50],[14.98591549 61.01408451] ; [13.01408451 52.98591549],0
u2,1,0.244659,1.353547,[ 8 10] ; [15  9],[9.85714286 8.14285714] ; [13.14285714 10.85714286],0
p5,1,0.257778,1.280652,[17 58] ; [10 56],[14.36170213 60.63829787] ; [12.63829787 53.36170213],0
p2,1,0.289703,1.120999,[64 11] ; [51 14],[61.60714286 13.39285714] ; [53.39285714 11.60714286],0
d4,1,0.308797,1.035813,[60 15] ; [48 18],[57.44680851 17.55319149] ; [50.55319149 15.44680851],0
s1,1,0.327458,0.958924,[ 2 72] ; [ 4 62],[ 3.17142857 70.82857143] ; [ 2.82857143 63.17142857],0
r2,1,0.327962,0.956926,[65  8] ; [55 11],[63.02158273  9.97841727] ; [56.97841727  9.02158273],0
a1,1,0.329933,0.949159,[ 5 71] ; [ 2 64],[ 3.74647887 72.25352113] ; [ 3.25352113 62.74647887],0
a6,1,0.330821,0.945682,[24 52] ; [26 40],[26.76056338 49.23943662] ; [23.23943662 42.76056338],0
