Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.001147,10.573427,[4 5] ; [48  6],[7.42857143 1.57142857] ; [44.57142857  9.42857143],0
p10,1,0.00259,9.07598,[4 5] ; [47  7],[7.28571429 1.71428571] ; [43.71428571 10.28571429],0
v1,1,0.022221,5.228395,[2 7] ; [34 20],[5.14285714 3.85714286] ; [30.85714286 23.14285714],0
d1,1,0.030939,4.656319,[3 6] ; [38 16],[5.85714286 3.14285714] ; [35.14285714 18.85714286],0
b1,1,0.042376,4.120109,[6 3] ; [17 37],[3.28571429 5.71428571] ; [19.71428571 34.28571429],0
b5,1,0.080292,3.058972,[2 7] ; [29 25],[4.42857143 4.57142857] ; [26.57142857 27.42857143],0
p8,1,0.094607,2.794179,[3 6] ; [34 20],[5.28571429 3.71428571] ; [31.71428571 22.28571429],0
d3,1,0.097431,2.747093,[4 5] ; [39 15],[6.14285714 2.85714286] ; [36.85714286 17.14285714],0
v3,1,0.098931,2.722689,[3 6] ; [32 19],[5.25 3.75] ; [29.75 21.25],0
s1,1,0.116118,2.46892,[1 7] ; [ 1 52],[0.26229508 7.73770492] ; [ 1.73770492 51.26229508],0
r1,1,0.116439,2.464583,[5 4] ; [43 11],[6.85714286 2.14285714] ; [41.14285714 12.85714286],0
p2,1,0.121555,2.39717,[6 3] ; [47  7],[7.57142857 1.42857143] ; [45.42857143  8.57142857],0
p11,1,0.121555,2.39717,[6 3] ; [47  7],[7.57142857 1.42857143] ; [45.42857143  8.57142857],0
d2,1,0.147299,2.1,[3 6] ; [32 22],[5. 4.] ; [30. 24.],0
r3,1,0.160989,1.964912,[7 2] ; [50  4],[8.14285714 0.85714286] ; [48.85714286  5.14285714],0
n1,1,0.198211,1.65551,[4 1] ; [3 4],[2.91666667 2.08333333] ; [4.08333333 2.91666667],0
d5,1,0.20244,1.62468,[5 4] ; [41 13],[6.57142857 2.42857143] ; [39.42857143 14.57142857],0
n4,1,0.238455,1.389706,[6 3] ; [45  9],[7.28571429 1.71428571] ; [43.71428571 10.28571429],0
p4,1,0.293114,1.105263,[4 5] ; [34 20],[5.42857143 3.57142857] ; [32.57142857 21.42857143],0
a7,1,0.31315,1.017344,[5 4] ; [39 15],[6.28571429 2.71428571] ; [37.71428571 16.28571429],0
s3,1,0.31365,1.015242,[5 4] ; [20 33],[3.62903226 5.37096774] ; [21.37096774 31.62903226],0
p7,1,0.397623,0.715504,[5 4] ; [37 16],[6.09677419 2.90322581] ; [35.90322581 17.09677419],0
v2,1,0.397623,0.715504,[5 4] ; [37 16],[6.09677419 2.90322581] ; [35.90322581 17.09677419],0
n5,1,0.404024,0.696316,[6 3] ; [42 11],[6.96774194 2.03225806] ; [41.03225806 11.96774194],0
p3,1,0.405703,0.691358,[4 5] ; [32 22],[5.14285714 3.85714286] ; [30.85714286 23.14285714],0
s7,1,0.460043,0.545789,[4 5] ; [30 22],[5.01639344 3.98360656] ; [28.98360656 23.01639344],0
n6,1,0.462382,0.540123,[7 2] ; [47  7],[7.71428571 1.28571429] ; [46.28571429  7.71428571],0
a4,1,0.468717,0.525,[3 6] ; [25 29],[4. 5.] ; [24. 30.],0
a3,1,0.512519,0.428922,[8 1] ; [43 11],[7.28571429 1.71428571] ; [43.71428571 10.28571429],0
n2,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
r2,1,0.538283,0.378732,[8 1] ; [50  3],[8.41935484 0.58064516] ; [49.58064516  3.41935484],0
p6,1,0.571639,0.319948,[3 6] ; [23 30],[3.77419355 5.22580645] ; [22.22580645 30.77419355],0
b4,1,0.601414,0.272869,[6 3] ; [31 23],[5.28571429 3.71428571] ; [31.71428571 22.28571429],0
a6,1,0.601414,0.272869,[6 3] ; [31 23],[5.28571429 3.71428571] ; [31.71428571 22.28571429],0
n3,1,0.611541,0.257937,[5 1] ; [5 2],[4.61538462 1.38461538] ; [5.38461538 1.61538462],0
s2,1,0.62163,0.243584,[4 5] ; [19 34],[3.33870968 5.66129032] ; [19.66129032 33.33870968],0
u1,1,0.684405,0.16521,[2 7] ; [ 9 45],[1.57142857 7.42857143] ; [ 9.42857143 44.57142857],0
b2,1,0.792411,0.069264,[2 2] ; [25 19],[2.25 1.75] ; [24.75 19.25],0
b3,1,0.792411,0.069264,[2 2] ; [25 19],[2.25 1.75] ; [24.75 19.25],0
a2,1,0.793346,0.068627,[2 7] ; [10 44],[1.71428571 7.28571429] ; [10.28571429 43.71428571],0
s5,1,0.850152,0.035692,[2 6] ; [11 39],[1.79310345 6.20689655] ; [11.20689655 38.79310345],0
r4,1,0.877232,0.023864,[8 1] ; [47  7],[7.85714286 1.14285714] ; [47.14285714  6.85714286],0
a5,1,0.90388,0.014583,[7 2] ; [41 13],[6.85714286 2.14285714] ; [41.14285714 12.85714286],0
