Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.010188,6.601766,[12 69] ; [17 33],[17.93129771 63.06870229] ; [11.06870229 38.93129771],0
s6,1,0.01977,5.432099,[31 50] ; [28 19],[37.3359375 43.6640625] ; [21.6640625 25.3359375],0
v2,1,0.020769,5.34604,[23 55] ; [24 24],[29.0952381 48.9047619] ; [17.9047619 30.0952381],0
v3,1,0.024585,5.052869,[13 63] ; [17 32],[18.24 57.76] ; [11.76 37.24],0
s7,1,0.058048,3.592289,[18 60] ; [19 30],[22.72440945 55.27559055] ; [14.27559055 34.72440945],0
p9,1,0.085151,2.963734,[45 34] ; [36 14],[49.60465116 29.39534884] ; [31.39534884 18.60465116],0
d5,1,0.126973,2.329128,[37 43] ; [30 20],[41.23076923 38.76923077] ; [25.76923077 24.23076923],0
p12,1,0.133738,2.248569,[ 2 79] ; [ 4 45],[ 3.73846154 77.26153846] ; [ 2.26153846 46.73846154],0
s8,1,0.138594,2.193505,[17 64] ; [16 33],[20.56153846 60.43846154] ; [12.43846154 36.56153846],0
a1,1,0.143738,2.137477,[ 3 78] ; [ 5 45],[ 4.94656489 76.05343511] ; [ 3.05343511 46.94656489],0
p1,1,0.151173,2.060377,[ 4 75] ; [ 6 44],[ 6.12403101 72.87596899] ; [ 3.87596899 46.12403101],0
a5,1,0.154633,2.025939,[35 46] ; [28 22],[38.95419847 42.04580153] ; [24.04580153 25.95419847],0
u3,1,0.158031,1.992964,[17 21] ; [14  8],[19.63333333 18.36666667] ; [11.36666667 10.63333333],0
p10,1,0.162182,1.95376,[40 39] ; [31 18],[43.8203125 35.1796875] ; [27.1796875 21.8203125],0
n6,1,0.167029,1.909412,[52 29] ; [26 24],[48.22900763 32.77099237] ; [29.77099237 20.22900763],0
s5,1,0.174609,1.842925,[16 63] ; [14 31],[19.11290323 59.88709677] ; [10.88709677 34.11290323],0
r1,1,0.180144,1.796434,[49 32] ; [36 14],[52.55725191 28.44274809] ; [32.44274809 17.55725191],0
p11,1,0.191249,1.70797,[51 30] ; [37 13],[54.41221374 26.58778626] ; [33.58778626 16.41221374],0
d4,1,0.21517,1.536298,[48 33] ; [35 15],[51.32061069 29.67938931] ; [31.67938931 18.32061069],0
d3,1,0.231026,1.434531,[33 47] ; [26 24],[36.30769231 43.69230769] ; [22.69230769 27.30769231],0
n2,1,0.303899,1.057005,[15  9] ; [11  3],[16.42105263  7.57894737] ; [9.57894737 4.42105263],0
a2,1,0.30553,1.0499,[ 2 79] ; [ 3 47],[ 3.09160305 77.90839695] ; [ 1.90839695 48.09160305],0
s3,1,0.306934,1.043823,[33 46] ; [25 24],[35.796875 43.203125] ; [22.203125 26.796875],0
b5,1,0.317464,0.999365,[43 38] ; [31 19],[45.75572519 35.24427481] ; [28.24427481 21.75572519],0
u2,1,0.328782,0.953689,[19 20] ; [13  8],[20.8 18.2] ; [11.2  9.8],0
n4,1,0.349894,0.873841,[29 52] ; [22 28],[31.53435115 49.46564885] ; [19.46564885 30.53435115],0
p8,1,0.349894,0.873841,[29 52] ; [22 28],[31.53435115 49.46564885] ; [19.46564885 30.53435115],0
p6,1,0.445848,0.581185,[16 65] ; [12 35],[17.71875 63.28125] ; [10.28125 36.71875],0
s1,1,0.477122,0.505434,[ 4 77] ; [ 4 46],[ 4.94656489 76.05343511] ; [ 3.05343511 46.94656489],0
p3,1,0.489593,0.477421,[26 55] ; [19 31],[27.82442748 53.17557252] ; [17.17557252 32.82442748],0
b2,1,0.499077,0.456898,[10 32] ; [ 9 20],[11.23943662 30.76056338] ; [ 7.76056338 21.23943662],0
b3,1,0.499077,0.456898,[10 32] ; [ 9 20],[11.23943662 30.76056338] ; [ 7.76056338 21.23943662],0
n3,1,0.534355,0.386103,[17  6] ; [9 5],[16.16216216  6.83783784] ; [9.83783784 4.16216216],0
a3,1,0.548881,0.359326,[41 40] ; [28 22],[42.66412214 38.33587786] ; [26.33587786 23.66412214],0
n1,1,0.588355,0.292921,[ 5 19] ; [ 4 10],[ 5.68421053 18.31578947] ; [ 3.31578947 10.68421053],0
a7,1,0.621992,0.243077,[53 27] ; [31 19],[51.69230769 28.30769231] ; [32.30769231 17.69230769],0
p4,1,0.629565,0.232651,[29 52] ; [20 30],[30.29770992 50.70229008] ; [18.70229008 31.29770992],0
a6,1,0.630374,0.231554,[44 37] ; [25 25],[42.66412214 38.33587786] ; [26.33587786 23.66412214],0
v4,1,0.722763,0.12586,[70 10] ; [43  5],[70.625  9.375] ; [42.375  5.625],0
r4,1,0.724771,0.123967,[61 20] ; [39 11],[61.83206107 19.16793893] ; [38.16793893 11.83206107],0
s2,1,0.733558,0.11587,[29 52] ; [19 30],[29.90769231 51.09230769] ; [18.09230769 30.90769231],0
p7,1,0.770749,0.084911,[39 40] ; [26 24],[39.80620155 39.19379845] ; [25.19379845 24.80620155],0
b4,1,0.777547,0.079816,[49 32] ; [29 21],[48.22900763 32.77099237] ; [29.77099237 20.22900763],0
