Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002833,8.912279,[ 8 31] ; [23 21],[14.56626506 24.43373494] ; [16.43373494 27.56626506],0
d1,1,0.004448,8.091194,[20 20] ; [ 9 35],[13.80952381 26.19047619] ; [15.19047619 28.80952381],0
p6,1,0.006996,7.273951,[ 6 34] ; [18 25],[11.56626506 28.43373494] ; [12.43373494 30.56626506],0
b4,1,0.023186,5.154545,[28 12] ; [20 24],[22.85714286 17.14285714] ; [25.14285714 18.85714286],0
n6,1,0.026517,4.921956,[32  7] ; [25 17],[27.44444444 11.55555556] ; [29.55555556 12.44444444],0
s6,1,0.059052,3.563807,[16 24] ; [25 16],[20.24691358 19.75308642] ; [20.75308642 20.24691358],0
u2,1,0.069654,3.291167,[ 7 12] ; [12  6],[9.75675676 9.24324324] ; [9.24324324 8.75675676],0
p4,1,0.080512,3.054545,[16 24] ; [26 18],[20. 20.] ; [22. 22.],0
s4,1,0.082229,3.020289,[ 5 35] ; [12 31],[ 8.19277108 31.80722892] ; [ 8.80722892 34.19277108],0
s3,1,0.111027,2.539535,[14 25] ; [21 18],[17.5 21.5] ; [17.5 21.5],0
p10,1,0.137227,2.208787,[23 16] ; [32 11],[26.15853659 12.84146341] ; [28.84146341 14.15853659],0
d3,1,0.144053,2.13412,[25 15] ; [20 23],[21.68674699 18.31325301] ; [23.31325301 19.68674699],0
b1,1,0.196547,1.667851,[18 22] ; [26 18],[20.95238095 19.04761905] ; [23.04761905 20.95238095],0
p3,1,0.21115,1.563526,[12 28] ; [19 25],[14.76190476 25.23809524] ; [16.23809524 27.76190476],0
p11,1,0.215838,1.53183,[25 15] ; [33 11],[27.61904762 12.38095238] ; [30.38095238 13.61904762],0
n1,1,0.237884,1.393092,[ 3 13] ; [ 7 12],[ 4.57142857 11.42857143] ; [ 5.42857143 13.57142857],0
s7,1,0.271341,1.209954,[13 24] ; [19 21],[15.37662338 21.62337662] ; [16.62337662 23.37662338],0
n2,1,0.279041,1.171756,[9 7] ; [14  5],[10.51428571  5.48571429] ; [12.48571429  6.51428571],0
u1,1,0.29192,1.110744,[ 2 38] ; [ 5 39],[ 3.33333333 36.66666667] ; [ 3.66666667 40.33333333],0
d4,1,0.31578,1.006343,[28 11] ; [27 17],[25.84337349 13.15662651] ; [29.15662651 14.84337349],0
a8,1,0.357296,0.847377,[ 1 35] ; [ 3 37],[ 1.89473684 34.10526316] ; [ 2.10526316 37.89473684],0
p5,1,0.363802,0.824727,[ 3 37] ; [ 6 38],[ 4.28571429 35.71428571] ; [ 4.71428571 39.28571429],0
a6,1,0.370421,0.802252,[17 23] ; [23 21],[19.04761905 20.95238095] ; [20.95238095 23.04761905],0
s2,1,0.392624,0.7308,[14 25] ; [19 23],[15.88888889 23.11111111] ; [17.11111111 24.88888889],0
d2,1,0.403286,0.698505,[13 26] ; [11 33],[11.27710843 27.72289157] ; [12.72289157 31.27710843],0
v2,1,0.405798,0.691079,[15 24] ; [20 22],[16.85185185 22.14814815] ; [18.14814815 23.85185185],0
d5,1,0.425059,0.636286,[27 13] ; [26 18],[25.23809524 14.76190476] ; [27.76190476 16.23809524],0
u3,1,0.430869,0.620481,[ 8 11] ; [ 6 14],[ 6.82051282 12.17948718] ; [ 7.17948718 12.82051282],0
s8,1,0.44791,0.575935,[10 30] ; [14 29],[11.56626506 28.43373494] ; [12.43373494 30.56626506],0
p9,1,0.505163,0.444073,[30  9] ; [31 13],[28.6626506 10.3373494] ; [32.3373494 11.6626506],0
n5,1,0.528926,0.396455,[23 17] ; [27 15],[24.3902439 15.6097561] ; [25.6097561 16.3902439],0
b5,1,0.554628,0.349091,[22 18] ; [27 17],[23.33333333 16.66666667] ; [25.66666667 18.33333333],0
a4,1,0.592921,0.285805,[14 26] ; [13 31],[12.85714286 27.14285714] ; [14.14285714 29.85714286],0
r3,1,0.619599,0.246431,[27 11] ; [27 14],[25.97468354 12.02531646] ; [28.02531646 12.97468354],0
v1,1,0.690049,0.159033,[15 23] ; [18 23],[15.87341772 22.12658228] ; [17.12658228 23.87341772],0
r1,1,0.699298,0.149203,[13 27] ; [12 30],[12.19512195 27.80487805] ; [12.80487805 29.19512195],0
