Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-05,18.144,[3 6] ; [67  8],[7.5 1.5] ; [62.5 12.5],1
p9,1,0.005758,7.624539,[4 5] ; [62 12],[7.15662651 1.84337349] ; [58.84337349 15.15662651],0
p10,1,0.009024,6.818032,[4 5] ; [61 13],[7.04819277 1.95180723] ; [57.95180723 16.04819277],0
r1,1,0.010386,6.567376,[3 6] ; [56 19],[6.32142857 2.67857143] ; [52.67857143 22.32142857],0
v4,1,0.010743,6.507275,[6 3] ; [69  5],[8.13253012 0.86746988] ; [66.86746988  7.13253012],0
d4,1,0.034495,4.470013,[3 6] ; [51 23],[5.85542169 3.14457831] ; [48.14457831 25.85542169],0
v2,1,0.035648,4.413863,[1 8] ; [35 38],[3.95121951 5.04878049] ; [32.04878049 40.95121951],0
r2,1,0.059888,3.540472,[6 3] ; [66  8],[7.80722892 1.19277108] ; [64.19277108  9.80722892],0
b5,1,0.103057,2.65758,[8 1] ; [46 29],[5.78571429 3.21428571] ; [48.21428571 26.78571429],0
s1,1,0.11492,2.485231,[2 7] ; [ 5 69],[0.75903614 8.24096386] ; [ 6.24096386 67.75903614],0
s8,1,0.142067,2.155423,[2 7] ; [36 39],[4.07142857 4.92857143] ; [33.92857143 41.07142857],0
a7,1,0.142561,2.150098,[4 5] ; [51 23],[5.96385542 3.03614458] ; [49.03614458 24.96385542],0
s6,1,0.153958,2.032593,[5 4] ; [58 17],[6.75 2.25] ; [56.25 18.75],0
p11,1,0.187459,1.737478,[5 4] ; [57 18],[6.64285714 2.35714286] ; [55.35714286 19.64285714],0
d2,1,0.308512,1.037037,[1 8] ; [20 55],[2.25 6.75] ; [18.75 56.25],0
a1,1,0.343857,0.896,[1 8] ; [ 3 72],[0.42857143 8.57142857] ; [ 3.57142857 71.42857143],0
u2,1,0.347479,0.882642,[1 2] ; [19 12],[1.76470588 1.23529412] ; [18.23529412 12.76470588],0
p7,1,0.377607,0.778478,[4 4] ; [48 25],[5.13580247 2.86419753] ; [46.86419753 26.13580247],0
b4,1,0.404478,0.694974,[6 3] ; [39 36],[4.82142857 4.17857143] ; [40.17857143 34.82142857],0
s4,1,0.416166,0.661117,[3 6] ; [16 59],[2.03571429 6.96428571] ; [16.96428571 58.03571429],0
n3,1,0.452209,0.56511,[3 1] ; [7 6],[2.35294118 1.64705882] ; [7.64705882 5.35294118],0
b1,1,0.461752,0.541645,[5 4] ; [32 43],[3.96428571 5.03571429] ; [33.03571429 41.96428571],0
p4,1,0.482882,0.492348,[4 5] ; [42 32],[4.98795181 4.01204819] ; [41.01204819 32.98795181],0
p1,1,0.483009,0.492062,[2 7] ; [10 64],[1.30120482 7.69879518] ; [10.69879518 63.30120482],0
p2,1,0.492572,0.470903,[6 3] ; [57 17],[6.8313253 2.1686747] ; [56.1686747 17.8313253],0
p3,1,0.56973,0.323134,[3 6] ; [32 42],[3.79518072 5.20481928] ; [31.20481928 42.79518072],0
n5,1,0.606,0.266041,[6 3] ; [56 19],[6.64285714 2.35714286] ; [55.35714286 19.64285714],0
a3,1,0.622019,0.24304,[6 3] ; [43 31],[5.31325301 3.68674699] ; [43.68674699 30.31325301],0
a4,1,0.625262,0.238541,[1 8] ; [13 61],[1.51807229 7.48192771] ; [12.48192771 61.51807229],0
v1,1,0.639665,0.21918,[5 4] ; [35 39],[4.3373494 4.6626506] ; [35.6626506 38.3373494],0
s5,1,0.687842,0.161432,[3 6] ; [29 43],[3.55555556 5.44444444] ; [28.44444444 43.55555556],0
d3,1,0.695553,0.153139,[4 5] ; [38 36],[4.55421687 4.44578313] ; [37.44578313 36.55421687],0
p6,1,0.73325,0.116148,[3 6] ; [29 45],[3.46987952 5.53012048] ; [28.53012048 45.46987952],0
s7,1,0.747886,0.103316,[5 4] ; [44 28],[5.44444444 3.55555556] ; [43.55555556 28.44444444],0
u3,1,0.772525,0.083564,[2 1] ; [18 13],[1.76470588 1.23529412] ; [18.23529412 12.76470588],0
v3,1,0.814223,0.055216,[3 6] ; [28 47],[3.32142857 5.67857143] ; [27.67857143 47.32142857],0
n1,1,0.824745,0.049038,[1 3] ; [4 9],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
p5,1,0.829841,0.046184,[1 8] ; [10 63],[1.20731707 7.79268293] ; [ 9.79268293 63.20731707],0
b2,1,0.891462,0.01862,[2 4] ; [17 30],[2.1509434 3.8490566] ; [16.8490566 30.1509434],0
b3,1,0.891462,0.01862,[2 4] ; [17 30],[2.1509434 3.8490566] ; [16.8490566 30.1509434],0
n4,1,0.935497,0.00655,[6 3] ; [51 24],[6.10714286 2.89285714] ; [50.89285714 24.10714286],0
n2,1,0.936802,0.006287,[3 1] ; [10  3],[3.05882353 0.94117647] ; [9.94117647 3.05882353],0
a5,1,0.945262,0.004714,[5 4] ; [42 32],[5.09638554 3.90361446] ; [41.90361446 32.09638554],0
a6,1,0.945262,0.004714,[5 4] ; [42 32],[5.09638554 3.90361446] ; [41.90361446 32.09638554],0
p8,1,0.945262,0.004714,[5 4] ; [42 32],[5.09638554 3.90361446] ; [41.90361446 32.09638554],0
n6,1,0.96707,0.001704,[7 2] ; [58 16],[7.04819277 1.95180723] ; [57.95180723 16.04819277],0
s3,1,0.977869,0.00077,[7 1] ; [65  9],[7.02439024 0.97560976] ; [64.97560976  9.02439024],0
