Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.006671,7.359426,[14 30] ; [6 1],[17.25490196 26.74509804] ; [2.74509804 4.25490196],0
s8,1,0.014756,5.945323,[ 2 42] ; [2 4],[ 3.52 40.48] ; [0.48 5.52],0
s6,1,0.015484,5.860581,[ 9 35] ; [4 2],[11.44 32.56] ; [1.56 4.44],0
s5,1,0.033325,4.529023,[ 5 39] ; [3 4],[ 6.90196078 37.09803922] ; [1.09803922 5.90196078],0
p8,1,0.036683,4.365079,[11 33] ; [4 2],[13.2 30.8] ; [1.8 4.2],0
p3,1,0.042805,4.103094,[ 9 34] ; [4 3],[11.18 31.82] ; [1.82 5.18],0
n6,1,0.054196,3.706662,[20 23] ; [6 1],[22.36 20.64] ; [3.64 3.36],0
a6,1,0.061444,3.497971,[23 21] ; [1 6],[20.70588235 23.29411765] ; [3.29411765 3.70588235],0
n1,1,0.114169,2.495544,[ 8 16] ; [3 1],[ 9.42857143 14.57142857] ; [1.57142857 2.42857143],0
p7,1,0.135593,2.227273,[12 30] ; [4 3],[13.71428571 28.28571429] ; [2.28571429 4.71428571],0
d1,1,0.192814,1.695986,[14 30] ; [4 3],[15.52941176 28.47058824] ; [2.47058824 4.52941176],0
p9,1,0.200873,1.636013,[16 25] ; [4 2],[17.44680851 23.55319149] ; [2.55319149 3.44680851],0
n2,1,0.215869,1.531624,[10 14] ; [3 1],[11.14285714 12.85714286] ; [1.85714286 2.14285714],0
p6,1,0.230883,1.435415,[ 5 38] ; [2 5],[ 6.02 36.98] ; [0.98 6.02],0
n3,1,0.259656,1.270588,[ 8 16] ; [2 1],[ 8.88888889 15.11111111] ; [1.11111111 1.88888889],0
v1,1,0.294211,1.100249,[15 29] ; [1 6],[13.80392157 30.19607843] ; [2.19607843 4.80392157],0
s2,1,0.30901,1.034903,[ 2 42] ; [1 6],[ 2.58823529 41.41176471] ; [0.41176471 6.58823529],0
p12,1,0.30901,1.034903,[ 2 42] ; [1 6],[ 2.58823529 41.41176471] ; [0.41176471 6.58823529],0
b4,1,0.344118,0.89503,[23 21] ; [5 2],[24.15686275 19.84313725] ; [3.84313725 3.15686275],0
n4,1,0.402184,0.701787,[24 20] ; [5 2],[25.01960784 18.98039216] ; [3.98039216 3.01960784],0
s4,1,0.414352,0.66628,[ 7 37] ; [2 5],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
p4,1,0.42345,0.640721,[12 31] ; [3 4],[12.9 30.1] ; [2.1 4.9],0
p10,1,0.450017,0.570609,[18 25] ; [4 3],[18.92 24.08] ; [3.08 3.92],0
p11,1,0.4808,0.497049,[13 31] ; [3 4],[13.80392157 30.19607843] ; [2.19607843 4.80392157],0
d2,1,0.579449,0.307126,[17 26] ; [2 5],[16.34 26.66] ; [2.66 4.34],0
v2,1,0.590759,0.289161,[10 33] ; [2 4],[10.53061224 32.46938776] ; [1.46938776 4.53061224],0
d3,1,0.643464,0.214241,[21 23] ; [4 3],[21.56862745 22.43137255] ; [3.43137255 3.56862745],0
v3,1,0.662438,0.190575,[11 33] ; [2 4],[11.44 32.56] ; [1.56 4.44],0
p5,1,0.68359,0.166113,[ 4 39] ; [1 6],[ 4.3 38.7] ; [0.7 6.3],0
a5,1,0.725486,0.123297,[22 22] ; [4 3],[22.43137255 21.56862745] ; [3.56862745 3.43137255],0
b1,1,0.831756,0.045135,[27 17] ; [4 3],[26.74509804 17.25490196] ; [4.25490196 2.74509804],0
a4,1,0.833907,0.043971,[14 29] ; [2 5],[13.76 29.24] ; [2.24 4.76],0
d4,1,0.897928,0.016456,[24 20] ; [4 3],[24.15686275 19.84313725] ; [3.84313725 3.15686275],0
b5,1,0.897928,0.016456,[20 24] ; [3 4],[19.84313725 24.15686275] ; [3.15686275 3.84313725],0
u2,1,0.906537,0.013784,[ 7 12] ; [1 2],[ 6.90909091 12.09090909] ; [1.09090909 1.90909091],0
d5,1,0.92251,0.009462,[26 18] ; [4 3],[25.88235294 18.11764706] ; [4.11764706 2.88235294],0
a7,1,0.92251,0.009462,[18 26] ; [3 4],[18.11764706 25.88235294] ; [2.88235294 4.11764706],0
u3,1,0.951655,0.003676,[ 6 13] ; [1 2],[ 6.04545455 12.95454545] ; [0.95454545 2.04545455],0
n5,1,0.958104,0.00276,[31 13] ; [5 2],[31.05882353 12.94117647] ; [4.94117647 2.05882353],0
p2,1,0.960484,0.002455,[18 25] ; [3 4],[18.06 24.94] ; [2.94 4.06],0
a3,1,0.960484,0.002455,[25 18] ; [4 3],[24.94 18.06] ; [4.06 2.94],0
