Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,67.818953,[288  53] ; [51 61],[255.18543046  85.81456954] ; [83.81456954 28.18543046],1
d2,1,0.0,57.876437,[213 126] ; [24 88],[178.14412417 160.85587583] ; [58.85587583 53.14412417],1
a4,1,0.0,51.022981,[197 145] ; [21 91],[164.22026432 177.77973568] ; [53.77973568 58.22026432],1
d1,1,0.0,48.402843,[252  90] ; [42 70],[221.47136564 120.52863436] ; [72.52863436 39.47136564],1
u1,1,0.0,27.179699,[ 96 246] ; [  5 107],[ 76.08370044 265.91629956] ; [24.91629956 87.08370044],1
a6,1,3e-06,21.54862,[242  97] ; [53 59],[221.7405765 117.2594235] ; [73.2594235 38.7405765],1
d5,1,5e-05,16.447129,[297  42] ; [79 32],[283.25333333  55.74666667] ; [92.74666667 18.25333333],1
n4,1,0.000138,14.527373,[280  60] ; [73 39],[265.53097345  74.46902655] ; [87.46902655 24.53097345],1
v2,1,0.000561,11.901575,[205 121] ; [47 60],[189.72748268 136.27251732] ; [62.27251732 44.72748268],1
p3,1,0.000709,11.46584,[194 145] ; [43 68],[178.54 160.46] ; [58.46 52.54],1
b2,1,0.000857,11.113132,[ 95 118] ; [14 51],[ 83.51438849 129.48561151] ; [25.48561151 39.51438849],1
b3,1,0.000857,11.113132,[ 95 118] ; [14 51],[ 83.51438849 129.48561151] ; [25.48561151 39.51438849],1
d4,1,0.002516,9.128974,[304  35] ; [88 24],[294.6518847  44.3481153] ; [97.3481153 14.6518847],0
s8,1,0.00378,8.386668,[225 115] ; [57 55],[212.12389381 127.87610619] ; [69.87610619 42.12389381],0
s7,1,0.004198,8.19604,[244  87] ; [62 43],[232.30733945  98.69266055] ; [73.69266055 31.30733945],0
p4,1,0.004862,7.92999,[233 106] ; [60 51],[220.72666667 118.27333333] ; [72.27333333 38.72666667],0
r2,1,0.006481,7.411544,[334   5] ; [105   7],[329.98004435   9.01995565] ; [109.01995565   2.98004435],0
p9,1,0.008355,6.955772,[307  32] ; [86 20],[299.38651685  39.61348315] ; [93.61348315 12.38651685],0
n6,1,0.009011,6.820669,[299  40] ; [86 24],[290.67928731  48.32071269] ; [94.32071269 15.67928731],0
v3,1,0.011511,6.38467,[151 177] ; [34 72],[139.8156682 188.1843318] ; [45.1843318 60.8156682],0
s5,1,0.014045,6.032443,[169 156] ; [41 66],[157.98611111 167.01388889] ; [52.01388889 54.98611111],0
r1,1,0.015655,5.841165,[289  51] ; [84 28],[280.57522124  59.42477876] ; [92.42477876 19.57522124],0
v1,1,0.017945,5.601537,[203 127] ; [53 56],[192.43735763 137.56264237] ; [63.56264237 45.43735763],0
r4,1,0.021185,5.311531,[326  16] ; [100  12],[320.90748899  21.09251101] ; [105.09251101   6.90748899],0
p11,1,0.040926,4.179081,[273  69] ; [79 33],[265.16299559  76.83700441] ; [86.83700441 25.16299559],0
d3,1,0.045952,3.983349,[251  89] ; [71 40],[242.74944568  97.25055432] ; [79.25055432 31.74944568],0
s6,1,0.056351,3.64164,[299  38] ; [89 20],[293.17488789  43.82511211] ; [94.82511211 14.17488789],0
p12,1,0.079625,3.072533,[ 42 298] ; [  7 103],[ 37.02222222 302.97777778] ; [11.97777778 98.02222222],0
u4,1,0.081848,3.027819,[ 15 327] ; [  1 111],[ 12.05286344 329.94713656] ; [  3.94713656 108.05286344],0
n3,1,0.105613,2.618663,[59 18] ; [15 10],[55.8627451 21.1372549] ; [18.1372549  6.8627451],0
s4,1,0.1106,2.54563,[ 76 262] ; [33 77],[ 82.23660714 255.76339286] ; [26.76339286 83.23660714],0
a7,1,0.169206,1.889965,[256  86] ; [75 35],[250.44690265  91.55309735] ; [80.55309735 29.44690265],0
a1,1,0.188235,1.731378,[ 24 318] ; [  4 108],[ 21.09251101 320.90748899] ; [  6.90748899 105.09251101],0
p6,1,0.200702,1.63726,[152 186] ; [41 67],[146.26457399 191.73542601] ; [46.73542601 61.26457399],0
