Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,118.45098,[325   5] ; [3 6],[319.2920354  10.7079646] ; [8.7079646 0.2920354],1
v4,1,0.0,38.743656,[327   5] ; [6 3],[324.2111437   7.7888563] ; [8.7888563 0.2111437],1
r3,1,0.0,30.012977,[325   7] ; [6 3],[322.26392962   9.73607038] ; [8.73607038 0.26392962],1
p3,1,0.004351,8.131291,[195 137] ; [1 8],[190.82697947 141.17302053] ; [5.17302053 3.82697947],0
s6,1,0.009696,6.689923,[284  45] ; [5 4],[281.30473373  47.69526627] ; [7.69526627 1.30473373],0
a6,1,0.025738,4.97355,[227 104] ; [3 6],[223.91176471 107.08823529] ; [6.08823529 2.91176471],0
s2,1,0.035151,4.437819,[236  93] ; [3 5],[233.3264095  95.6735905] ; [5.6735905 2.3264095],0
p7,1,0.041544,4.153688,[229  94] ; [3 5],[226.39274924  96.60725076] ; [5.60725076 2.39274924],0
a5,1,0.045573,3.997298,[272  60] ; [5 4],[269.68914956  62.31085044] ; [7.31085044 1.68914956],0
u3,1,0.11155,2.532124,[48 16] ; [1 2],[46.80597015 17.19402985] ; [2.19402985 0.80597015],0
p9,1,0.117561,2.449515,[300  29] ; [6 2],[298.73590504  30.26409496] ; [7.26409496 0.73590504],0
p4,1,0.137438,2.206409,[225 106] ; [4 5],[222.93823529 108.06176471] ; [6.06176471 2.93823529],0
s5,1,0.153894,2.033224,[147 171] ; [2 7],[144.89908257 173.10091743] ; [4.10091743 4.89908257],0
b2,1,0.159923,1.974955,[103 123] ; [1 5],[101.31034483 124.68965517] ; [2.68965517 3.31034483],0
b3,1,0.159923,1.974955,[103 123] ; [1 5],[101.31034483 124.68965517] ; [2.68965517 3.31034483],0
p5,1,0.16154,1.959752,[ 52 276] ; [3 6],[ 53.53115727 274.46884273] ; [1.46884273 7.53115727],0
p6,1,0.166757,1.911861,[150 180] ; [2 7],[147.96460177 182.03539823] ; [4.03539823 4.96460177],0
u2,1,0.21,1.571429,[43 20] ; [1 2],[42. 21.] ; [2. 1.],0
a3,1,0.284528,1.145337,[268  63] ; [6 3],[266.74705882  64.25294118] ; [7.25294118 1.74705882],0
n3,1,0.292514,1.108013,[46 19] ; [3 3],[44.85915493 20.14084507] ; [4.14084507 1.85915493],0
n6,1,0.307087,1.043165,[293  37] ; [7 2],[292.03539823  37.96460177] ; [7.96460177 1.03539823],0
p11,1,0.308182,1.038451,[267  65] ; [6 3],[265.79472141  66.20527859] ; [7.20527859 1.79472141],0
u1,1,0.315157,1.00894,[ 86 246] ; [1 8],[ 84.70381232 247.29618768] ; [2.29618768 6.70381232],0
v3,1,0.337929,0.918273,[157 160] ; [3 6],[155.58282209 161.41717791] ; [4.41717791 4.58282209],0
p8,1,0.360331,0.83674,[195 132] ; [4 5],[193.66964286 133.33035714] ; [5.33035714 3.66964286],0
d1,1,0.391935,0.732931,[229 103] ; [5 4],[227.82404692 104.17595308] ; [6.17595308 2.82404692],0
d5,1,0.420045,0.650188,[288  43] ; [7 2],[287.19117647  43.80882353] ; [7.80882353 1.19117647],0
d4,1,0.420045,0.650188,[288  43] ; [7 2],[287.19117647  43.80882353] ; [7.80882353 1.19117647],0
s3,1,0.474985,0.510354,[242  86] ; [5 3],[241.11904762  86.88095238] ; [5.88095238 2.11904762],0
p2,1,0.538567,0.378203,[282  49] ; [7 2],[281.35  49.65] ; [7.65 1.35],0
n5,1,0.559113,0.341243,[268  62] ; [8 1],[268.67256637  61.32743363] ; [7.32743363 1.67256637],0
n4,1,0.597928,0.278133,[279  52] ; [7 2],[278.42941176  52.57058824] ; [7.57058824 1.42941176],0
b1,1,0.608332,0.262611,[139 193] ; [3 6],[138.25219941 193.74780059] ; [3.74780059 5.25219941],0
v1,1,0.618322,0.248234,[205 117] ; [5 4],[204.29003021 117.70996979] ; [5.70996979 3.29003021],0
a2,1,0.635222,0.225045,[ 98 234] ; [2 7],[ 97.36070381 234.63929619] ; [2.63929619 6.36070381],0
v2,1,0.671581,0.179758,[200 120] ; [5 4],[199.39209726 120.60790274] ; [5.60790274 3.39209726],0
d3,1,0.679061,0.171185,[242  90] ; [6 3],[241.45454545  90.54545455] ; [6.54545455 2.45454545],0
a4,1,0.755736,0.096774,[165 167] ; [4 5],[164.53958944 167.46041056] ; [4.46041056 4.53958944],0
a7,1,0.762092,0.091648,[236  95] ; [6 3],[235.59411765  95.40588235] ; [6.40588235 2.59411765],0
n1,1,0.774848,0.081818,[29 37] ; [3 3],[29.33333333 36.66666667] ; [2.66666667 3.33333333],0
d2,1,0.81979,0.0519,[197 135] ; [5 4],[196.6686217 135.3313783] ; [5.3313783 3.6686217],0
b5,1,0.81979,0.0519,[197 135] ; [5 4],[196.6686217 135.3313783] ; [5.3313783 3.6686217],0
s7,1,0.882819,0.021726,[244  72] ; [6 2],[243.82716049  72.17283951] ; [6.17283951 1.82716049],0
p12,1,0.921817,0.009632,[ 40 288] ; [1 8],[ 39.90504451 288.09495549] ; [1.09495549 7.90504451],0
