Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.9e-05,17.45021,[17 44] ; [49 28],[29.17391304 31.82608696] ; [36.82608696 40.17391304],1
d5,1,0.00068,11.542493,[30 31] ; [60 18],[39.49640288 21.50359712] ; [50.50359712 27.49640288],1
a6,1,0.001322,10.311526,[24 37] ; [52 26],[33.35251799 27.64748201] ; [42.64748201 35.35251799],0
d4,1,0.006448,7.420627,[30 31] ; [56 22],[37.74100719 23.25899281] ; [48.25899281 29.74100719],0
s6,1,0.009505,6.72542,[12 49] ; [31 46],[19.00724638 41.99275362] ; [23.99275362 53.00724638],0
v1,1,0.01466,5.956935,[12 48] ; [30 46],[18.52941176 41.47058824] ; [23.47058824 52.52941176],0
r3,1,0.017539,5.641579,[40 21] ; [64 13],[45.97101449 15.02898551] ; [58.02898551 18.97101449],0
v3,1,0.027081,4.885621,[10 50] ; [26 52],[15.65217391 44.34782609] ; [20.34782609 57.65217391],0
p3,1,0.036359,4.380178,[14 46] ; [31 46],[19.7080292 40.2919708] ; [25.2919708 51.7080292],0
p10,1,0.055034,3.681053,[28 31] ; [48 27],[33.46268657 25.53731343] ; [42.53731343 32.46268657],0
r4,1,0.071048,3.258632,[25 36] ; [44 34],[30.28057554 30.71942446] ; [38.71942446 39.28057554],0
n5,1,0.073698,3.198679,[46 15] ; [47 30],[41.10869565 19.89130435] ; [51.89130435 25.10869565],0
b5,1,0.077333,3.120075,[30 31] ; [50 28],[35.10791367 25.89208633] ; [44.89208633 33.10791367],0
v2,1,0.078848,3.088485,[15 44] ; [31 47],[19.81021898 39.18978102] ; [26.18978102 51.81021898],0
a3,1,0.088782,2.896321,[29 31] ; [49 29],[33.91304348 26.08695652] ; [44.08695652 33.91304348],0
b1,1,0.099453,2.714291,[32 29] ; [30 48],[27.20863309 33.79136691] ; [34.79136691 43.20863309],0
p2,1,0.149665,2.075657,[33 26] ; [53 25],[37.03649635 21.96350365] ; [48.96350365 29.03649635],0
s1,1,0.164931,1.928426,[ 1 60] ; [ 5 72],[ 2.65217391 58.34782609] ; [ 3.34782609 73.65217391],0
d2,1,0.172916,1.85748,[28 31] ; [28 50],[24.11678832 34.88321168] ; [31.88321168 46.11678832],0
v4,1,0.220821,1.499028,[43 18] ; [62 16],[46.07913669 14.92086331] ; [58.92086331 19.07913669],0
a2,1,0.223389,1.482466,[ 4 57] ; [10 68],[ 6.14388489 54.85611511] ; [ 7.85611511 70.14388489],0
a5,1,0.227206,1.458268,[25 36] ; [40 38],[28.52517986 32.47482014] ; [36.47482014 41.52517986],0
p4,1,0.227516,1.456323,[19 40] ; [33 45],[22.39416058 36.60583942] ; [29.60583942 48.39416058],0
u3,1,0.235299,1.40854,[ 7 25] ; [10 18],[ 9.06666667 22.93333333] ; [ 7.93333333 20.06666667],0
p6,1,0.247867,1.335284,[11 46] ; [21 54],[13.81818182 43.18181818] ; [18.18181818 56.81818182],0
p11,1,0.261354,1.261573,[35 26] ; [52 26],[38.17985612 22.82014388] ; [48.82014388 29.17985612],0
d1,1,0.270592,1.213744,[18 43] ; [30 48],[21.0647482 39.9352518] ; [26.9352518 51.0647482],0
p7,1,0.368134,0.809954,[25 36] ; [37 39],[27.60583942 33.39416058] ; [34.39416058 41.60583942],0
s4,1,0.42188,0.645073,[ 9 52] ; [ 8 70],[ 7.46043165 53.53956835] ; [ 9.53956835 68.46043165],0
p1,1,0.434957,0.609551,[ 8 53] ; [ 7 71],[ 6.58273381 54.41726619] ; [ 8.41726619 69.58273381],0
s8,1,0.446131,0.580462,[ 6 55] ; [11 67],[ 7.46043165 53.53956835] ; [ 9.53956835 68.46043165],0
n6,1,0.481454,0.495567,[41 20] ; [56 21],[42.87681159 18.12318841] ; [54.12318841 22.87681159],0
u2,1,0.484018,0.489796,[12 20] ; [13 15],[13.33333333 18.66666667] ; [11.66666667 16.33333333],0
p9,1,0.49373,0.468388,[38 20] ; [54 22],[39.82089552 18.17910448] ; [52.17910448 23.82089552],0
p8,1,0.509114,0.435889,[19 40] ; [29 48],[20.82352941 38.17647059] ; [27.17647059 49.82352941],0
b4,1,0.53792,0.379408,[32 29] ; [45 33],[33.79136691 27.20863309] ; [43.20863309 34.79136691],0
n3,1,0.568991,0.324373,[20 10] ; [17  6],[20.94339623  9.05660377] ; [16.05660377  6.94339623],0
a8,1,0.577231,0.310733,[ 4 55] ; [ 7 67],[ 4.87969925 54.12030075] ; [ 6.12030075 67.87969925],0
u1,1,0.594416,0.2835,[ 2 59] ; [ 4 74],[ 2.63309353 58.36690647] ; [ 3.36690647 74.63309353],0
s7,1,0.678195,0.172164,[11 47] ; [16 57],[11.95419847 46.04580153] ; [15.04580153 57.95419847],0
b2,1,0.689953,0.159136,[14 21] ; [20 25],[14.875 20.125] ; [19.125 25.875],0
b3,1,0.689953,0.159136,[14 21] ; [20 25],[14.875 20.125] ; [19.125 25.875],0
a1,1,0.707762,0.140522,[ 3 58] ; [ 5 73],[ 3.51079137 57.48920863] ; [ 4.48920863 73.51079137],0
r2,1,0.729999,0.119112,[43 17] ; [55 19],[43.88059701 16.11940299] ; [54.11940299 19.88059701],0
n4,1,0.737135,0.112661,[40 21] ; [49 29],[39.05755396 21.94244604] ; [49.94244604 28.05755396],0
n1,1,0.790018,0.070909,[12 18] ; [ 8 14],[11.53846154 18.46153846] ; [ 8.46153846 13.53846154],0
s5,1,0.851387,0.0351,[ 6 53] ; [ 7 69],[ 5.68148148 53.31851852] ; [ 7.31851852 68.68148148],0
p5,1,0.853118,0.034277,[ 5 56] ; [ 7 70],[ 5.30434783 55.69565217] ; [ 6.69565217 70.30434783],0
n2,1,0.854487,0.033634,[19 11] ; [14  9],[18.67924528 11.32075472] ; [14.32075472  8.67924528],0
p12,1,0.861648,0.030373,[ 2 58] ; [ 3 74],[ 2.18978102 57.81021898] ; [ 2.81021898 74.18978102],0
a4,1,0.961667,0.00231,[19 41] ; [25 53],[19.13043478 40.86956522] ; [24.86956522 53.13043478],0
s3,1,0.976275,0.000884,[14 44] ; [19 59],[14.07352941 43.92647059] ; [18.92647059 59.07352941],0
