Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.038453,[207  50] ; [35 67],[173.24233983  83.75766017] ; [68.75766017 33.24233983],1
d3,1,0.0,33.72549,[215  43] ; [55 47],[193.5  64.5] ; [76.5 25.5],1
a2,1,1e-06,25.0235,[101 159] ; [12 90],[ 81.16022099 178.83977901] ; [31.83977901 70.16022099],1
u1,1,3e-06,22.000168,[ 89 171] ; [10 92],[ 71.10497238 188.89502762] ; [27.89502762 74.10497238],1
b5,1,0.00102,10.791651,[164  96] ; [45 57],[150.11049724 109.88950276] ; [58.88950276 43.11049724],0
b1,1,0.00347,8.542203,[ 94 166] ; [54 48],[106.29834254 153.70165746] ; [41.70165746 60.29834254],0
d1,1,0.004064,8.254969,[184  76] ; [56 46],[172.37569061  87.62430939] ; [67.62430939 34.37569061],0
b3,1,0.004504,8.068435,[ 66 111] ; [42 32],[ 76.15936255 100.84063745] ; [31.84063745 42.15936255],0
b2,1,0.004504,8.068435,[ 66 111] ; [42 32],[ 76.15936255 100.84063745] ; [31.84063745 42.15936255],0
v2,1,0.009591,6.709281,[168  85] ; [51 48],[157.40625  95.59375] ; [61.59375 37.40625],0
r4,1,0.026959,4.893456,[253   7] ; [94  8],[249.22651934  10.77348066] ; [97.77348066  4.22651934],0
r2,1,0.047019,3.944702,[254   5] ; [95  6],[251.08611111   7.91388889] ; [97.91388889  3.08611111],0
v4,1,0.062928,3.458495,[255   4] ; [96  5],[252.525   6.475] ; [98.475  2.525],0
b4,1,0.078024,3.105597,[154 106] ; [50 52],[146.51933702 113.48066298] ; [57.48066298 44.51933702],0
p1,1,0.090594,2.863786,[ 31 228] ; [ 6 95],[ 26.61944444 232.38055556] ; [10.38055556 90.61944444],0
s8,1,0.128708,2.308017,[173  84] ; [77 25],[178.96935933  78.03064067] ; [71.03064067 30.96935933],0
n4,1,0.128815,2.306731,[218  42] ; [91 10],[222.54847645  37.45152355] ; [86.45152355 14.54847645],0
d4,1,0.14961,2.07622,[227  31] ; [83 18],[222.78551532  35.21448468] ; [87.21448468 13.78551532],0
p4,1,0.165428,1.923892,[179  79] ; [63 39],[173.43333333  84.56666667] ; [68.56666667 33.43333333],0
