Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,90.786697,[266 116] ; [ 50 134],[213.27208481 168.72791519] ; [102.72791519  81.27208481],1
a8,1,0.541157,0.373399,[ 48 292] ; [ 27 140],[ 50.29585799 289.70414201] ; [ 24.70414201 142.29585799],0
r1,1,0.676707,0.173857,[328  51] ; [156  27],[326.39857651  52.60142349] ; [157.60142349  25.39857651],0
a3,1,0.686728,0.16265,[309  74] ; [145  38],[307.21201413  75.78798587] ; [146.78798587  36.21201413],0
b3,1,0.691852,0.157087,[105 148] ; [38 59],[103.36857143 149.63142857] ; [39.63142857 57.36857143],0
b2,1,0.691852,0.157087,[105 148] ; [38 59],[103.36857143 149.63142857] ; [39.63142857 57.36857143],0
b4,1,0.839386,0.041079,[222 161] ; [105  79],[220.88359788 162.11640212] ; [106.11640212  77.88359788],0
a6,1,0.867428,0.027864,[280 103] ; [135  48],[280.82155477 102.17844523] ; [134.17844523  48.82155477],0
r4,1,0.899057,0.016091,[355  28] ; [170  14],[354.62962963  28.37037037] ; [170.37037037  13.62962963],0
v4,1,0.9149,0.011419,[366  14] ; [174   7],[365.77540107  14.22459893] ; [174.22459893   6.77540107],0
n3,1,0.987696,0.000238,[49 16] ; [37 12],[49.03508772 15.96491228] ; [36.96491228 12.03508772],0
