Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000126,14.698832,[ 9 53] ; [31 37],[19.07692308 42.92307692] ; [20.92307692 47.07692308],1
a5,1,0.009271,6.769831,[36 27] ; [54 15],[42.95454545 20.04545455] ; [47.04545455 21.95454545],0
u1,1,0.027166,4.880213,[ 5 58] ; [15 54],[ 9.54545455 53.45454545] ; [10.45454545 58.54545455],0
r3,1,0.035319,4.429663,[54  8] ; [65  2],[57.19379845  4.80620155] ; [61.80620155  5.19379845],0
d5,1,0.048123,3.905672,[45 18] ; [59 10],[49.63636364 13.36363636] ; [54.36363636 14.63636364],0
p12,1,0.053552,3.726605,[ 3 60] ; [10 57],[ 6.3 56.7] ; [ 6.7 60.3],0
v1,1,0.069932,3.284621,[23 39] ; [36 32],[28.13846154 33.86153846] ; [30.86153846 37.13846154],0
s1,1,0.070559,3.269958,[ 5 57] ; [ 1 68],[ 2.83969466 59.16030534] ; [ 3.16030534 65.83969466],0
d1,1,0.087658,2.91686,[29 34] ; [42 27],[33.88636364 29.11363636] ; [37.11363636 31.88636364],0
p7,1,0.088433,2.902661,[33 27] ; [46 20],[37.61904762 22.38095238] ; [41.38095238 24.61904762],0
r1,1,0.092292,2.833934,[44 19] ; [56 12],[48.09160305 14.90839695] ; [51.90839695 16.09160305],0
s3,1,0.145815,2.11549,[38 24] ; [32 34],[33.90625 28.09375] ; [36.09375 29.90625],0
n3,1,0.161178,1.963141,[6 6] ; [10  3],[7.68 4.32] ; [8.32 4.68],0
r4,1,0.221219,1.496446,[52 11] ; [62  7],[54.40909091  8.59090909] ; [59.59090909  9.40909091],0
n5,1,0.237039,1.398115,[40 23] ; [49 18],[43.13076923 19.86923077] ; [45.86923077 21.13076923],0
p10,1,0.251055,1.317421,[46 15] ; [56 11],[48.609375 12.390625] ; [53.390625 13.609375],0
u2,1,0.258014,1.279381,[13 11] ; [ 7 12],[11.1627907 12.8372093] ; [ 8.8372093 10.1627907],0
s4,1,0.264291,1.24614,[18 44] ; [14 54],[15.26153846 46.73846154] ; [16.73846154 51.26153846],0
b3,1,0.269134,1.221156,[11 28] ; [16 24],[13.32911392 25.67088608] ; [13.67088608 26.32911392],0
b2,1,0.269134,1.221156,[11 28] ; [16 24],[13.32911392 25.67088608] ; [13.67088608 26.32911392],0
p9,1,0.26997,1.2169,[48 13] ; [56  9],[50.34920635 10.65079365] ; [53.65079365 11.34920635],0
n4,1,0.27041,1.214665,[42 21] ; [52 17],[44.86363636 18.13636364] ; [49.13636364 19.86363636],0
n2,1,0.276986,1.181818,[12  1] ; [10  3],[11.  2.] ; [11.  2.],0
d2,1,0.284481,1.14556,[27 36] ; [35 32],[30.04615385 32.95384615] ; [31.95384615 35.04615385],0
a2,1,0.291173,1.11419,[10 53] ; [16 53],[12.40909091 50.59090909] ; [13.59090909 55.40909091],0
p3,1,0.303471,1.058878,[31 32] ; [39 28],[33.92307692 29.07692308] ; [36.07692308 30.92307692],0
p11,1,0.36351,0.825731,[47 16] ; [56 13],[49.15909091 13.84090909] ; [53.84090909 15.15909091],0
r2,1,0.412132,0.672642,[58  5] ; [64  3],[59.12307692  3.87692308] ; [62.87692308  4.12307692],0
p6,1,0.412326,0.672084,[25 37] ; [22 44],[22.765625 39.234375] ; [24.234375 41.765625],0
s6,1,0.413304,0.669276,[50 12] ; [50 17],[48.0620155 13.9379845] ; [51.9379845 15.0620155],0
a3,1,0.420201,0.649753,[39 23] ; [48 21],[41.17557252 20.82442748] ; [45.82442748 23.17557252],0
b4,1,0.444116,0.585626,[45 18] ; [45 24],[42.95454545 20.04545455] ; [47.04545455 21.95454545],0
s2,1,0.449203,0.572663,[37 26] ; [36 33],[34.84090909 28.15909091] ; [38.15909091 30.84090909],0
d3,1,0.454433,0.559571,[39 24] ; [47 22],[41.04545455 21.95454545] ; [44.95454545 24.04545455],0
b1,1,0.459717,0.546584,[23 40] ; [21 48],[21. 42.] ; [23. 46.],0
p4,1,0.476346,0.507217,[36 26] ; [43 24],[37.96899225 24.03100775] ; [41.03100775 25.96899225],0
p8,1,0.477678,0.50416,[29 34] ; [34 31],[31.0078125 31.9921875] ; [31.9921875 33.0078125],0
p1,1,0.593827,0.284407,[ 9 52] ; [ 8 61],[ 7.97692308 53.02307692] ; [ 9.02307692 59.97692308],0
v4,1,0.595226,0.282256,[58  4] ; [61  6],[57.19379845  4.80620155] ; [61.80620155  5.19379845],0
p2,1,0.601847,0.272219,[53  9] ; [55 12],[51.90697674 10.09302326] ; [56.09302326 10.90697674],0
a1,1,0.626201,0.237248,[ 5 58] ; [ 4 65],[ 4.29545455 58.70454545] ; [ 4.70454545 64.29545455],0
a6,1,0.643494,0.214202,[34 29] ; [40 29],[35.31818182 27.68181818] ; [38.68181818 30.31818182],0
p5,1,0.650738,0.204971,[11 51] ; [14 53],[12.01550388 49.98449612] ; [12.98449612 54.01550388],0
d4,1,0.668393,0.183488,[53 10] ; [59  9],[53.86259542  9.13740458] ; [58.13740458  9.86259542],0
n6,1,0.691809,0.157134,[54  9] ; [59  8],[54.76153846  8.23846154] ; [58.23846154  8.76153846],0
a8,1,0.697788,0.150784,[ 7 52] ; [ 6 56],[ 6.33884298 52.66115702] ; [ 6.66115702 55.33884298],0
a7,1,0.747753,0.103429,[40 23] ; [45 23],[40.8778626 22.1221374] ; [44.1221374 23.8778626],0
a4,1,0.836541,0.042568,[29 34] ; [33 36],[29.59090909 33.40909091] ; [32.40909091 36.59090909],0
n1,1,0.87018,0.026709,[5 7] ; [5 8],[4.8 7.2] ; [5.2 7.8],0
s7,1,0.919094,0.010318,[24 37] ; [25 40],[23.72222222 37.27777778] ; [25.27777778 39.72222222],0
u3,1,0.935709,0.006507,[14 10] ; [12  9],[13.86666667 10.13333333] ; [12.13333333  8.86666667],0
b5,1,0.981023,0.000566,[30 33] ; [33 36],[30.06818182 32.93181818] ; [32.93181818 36.06818182],0
