Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.596951,[86  3] ; [19 10],[79.19491525  9.80508475] ; [25.80508475  3.19491525],1
b5,1,0.592502,0.286454,[63 26] ; [19 10],[61.84745763 27.15254237] ; [20.15254237  8.84745763],0
p8,1,0.596252,0.280686,[48 41] ; [14 15],[46.76271186 42.23728814] ; [15.23728814 13.76271186],0
p1,1,0.604951,0.267592,[ 9 80] ; [ 2 27],[ 8.29661017 80.70338983] ; [ 2.70338983 26.29661017],0
p12,1,0.609076,0.261522,[ 4 85] ; [ 2 27],[ 4.52542373 84.47457627] ; [ 1.47457627 27.52542373],0
v3,1,0.671605,0.179731,[27 59] ; [10 18],[27.9122807 58.0877193] ; [ 9.0877193 18.9122807],0
s1,1,0.788179,0.072187,[ 5 82] ; [ 2 26],[ 5.29565217 81.70434783] ; [ 1.70434783 26.29565217],0
p11,1,0.840616,0.040443,[69 20] ; [23  6],[69.38983051 19.61016949] ; [22.61016949  6.38983051],0
p5,1,0.864485,0.029128,[ 7 82] ; [ 2 27],[ 6.78813559 82.21186441] ; [ 2.21186441 26.78813559],0
n2,1,0.918904,0.010366,[17  7] ; [9 4],[16.86486486  7.13513514] ; [9.13513514 3.86486486],0
u3,1,0.951895,0.003639,[17 14] ; [7 6],[16.90909091 14.09090909] ; [7.09090909 5.90909091],0
n1,1,1.0,0.0,[10 14] ; [5 7],[10. 14.] ; [5. 7.],0
