Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.596951,[86  3] ; [19 10],[79.19491525  9.80508475] ; [25.80508475  3.19491525],1
r3,1,0.000115,14.877224,[87  2] ; [22  7],[82.21186441  6.78813559] ; [26.78813559  2.21186441],1
a5,1,0.000295,13.102792,[64 25] ; [10 19],[55.81355932 33.18644068] ; [18.18644068 10.81355932],1
v1,1,0.001629,9.926429,[58 30] ; [ 9 19],[50.82758621 37.17241379] ; [16.17241379 11.82758621],0
n6,1,0.007074,7.25415,[79  9] ; [20  9],[74.46153846 13.53846154] ; [24.53846154  4.46153846],0
n4,1,0.010092,6.618618,[73 16] ; [17 12],[67.88135593 21.11864407] ; [22.11864407  6.88135593],0
a2,1,0.01203,6.306483,[22 67] ; [ 1 28],[17.34745763 71.65254237] ; [ 5.65254237 23.34745763],0
s3,1,0.012557,6.23048,[56 31] ; [11 18],[50.25 36.75] ; [16.75 12.25],0
s6,1,0.012755,6.202778,[66 22] ; [14 14],[60.68965517 27.31034483] ; [19.31034483  8.68965517],0
d4,1,0.018946,5.506521,[76 13] ; [19 10],[71.65254237 17.34745763] ; [23.34745763  5.65254237],0
p7,1,0.025372,4.99832,[70 16] ; [17 11],[65.63157895 20.36842105] ; [21.36842105  6.63157895],0
s2,1,0.027637,4.850549,[54 34] ; [11 18],[48.88888889 39.11111111] ; [16.11111111 12.88888889],0
s7,1,0.046527,3.96243,[50 38] ; [ 9 17],[45.54385965 42.45614035] ; [13.45614035 12.54385965],0
n5,1,0.062545,3.468582,[73 16] ; [19 10],[69.38983051 19.61016949] ; [22.61016949  6.38983051],0
d3,1,0.080818,3.048382,[68 21] ; [16 11],[64.44827586 24.55172414] ; [19.55172414  7.44827586],0
p2,1,0.085737,2.952651,[79 10] ; [22  7],[76.1779661 12.8220339] ; [24.8220339  4.1779661],0
d1,1,0.087536,2.91911,[53 36] ; [12 17],[49.02542373 39.97457627] ; [15.97457627 13.02542373],0
u1,1,0.12043,2.411717,[17 72] ; [ 2 27],[14.33050847 74.66949153] ; [ 4.66949153 24.33050847],0
r2,1,0.124416,2.360836,[86  3] ; [25  3],[84.43589744  4.56410256] ; [26.56410256  1.43589744],0
p4,1,0.131944,2.269481,[57 32] ; [14 15],[53.55084746 35.44915254] ; [17.44915254 11.55084746],0
u2,1,0.169863,1.884148,[17 14] ; [10  3],[19.02272727 11.97727273] ; [7.97727273 5.02272727],0
a4,1,0.177258,1.820461,[43 45] ; [10 19],[39.86324786 48.13675214] ; [13.13675214 15.86324786],0
s4,1,0.20157,1.630963,[12 74] ; [ 7 22],[14.20869565 71.79130435] ; [ 4.79130435 24.20869565],0
n3,1,0.211986,1.557808,[15  8] ; [11  2],[16.61111111  6.38888889] ; [9.38888889 3.61111111],0
a8,1,0.218345,1.515212,[14 68] ; [ 2 25],[12.03669725 69.96330275] ; [ 3.96330275 23.03669725],0
b4,1,0.223497,1.481776,[50 39] ; [20  9],[52.79661017 36.20338983] ; [17.20338983 11.79661017],0
s5,1,0.281984,1.157504,[32 54] ; [ 7 20],[29.68141593 56.31858407] ; [ 9.31858407 17.68141593],0
p10,1,0.301275,1.068541,[69 19] ; [20  9],[66.94017094 21.05982906] ; [22.05982906  6.94017094],0
p9,1,0.30393,1.056872,[75 14] ; [22  7],[73.16101695 15.83898305] ; [23.83898305  5.16101695],0
a7,1,0.317481,0.999295,[63 26] ; [17 11],[60.85470085 28.14529915] ; [19.14529915  8.85470085],0
a3,1,0.333658,0.93465,[58 31] ; [16 13],[55.81355932 33.18644068] ; [18.18644068 10.81355932],0
d5,1,0.354154,0.858519,[71 18] ; [20  8],[69.22222222 19.77777778] ; [21.77777778  6.22222222],0
a6,1,0.392934,0.729843,[57 32] ; [16 13],[55.05932203 33.94067797] ; [17.94067797 11.05932203],0
u4,1,0.399634,0.709428,[ 1 88] ; [ 1 28],[ 1.50847458 87.49152542] ; [ 0.49152542 28.50847458],0
a1,1,0.413023,0.670083,[ 3 86] ; [ 2 27],[ 3.77118644 85.22881356] ; [ 1.22881356 27.77118644],0
v4,1,0.413023,0.670083,[86  3] ; [27  2],[85.22881356  3.77118644] ; [27.77118644  1.22881356],0
s8,1,0.42265,0.642935,[47 41] ; [13 16],[45.12820513 42.87179487] ; [14.87179487 14.12820513],0
b3,1,0.479047,0.501032,[23 28] ; [ 6 11],[21.75 29.25] ; [7.25 9.75],0
b2,1,0.479047,0.501032,[23 28] ; [ 6 11],[21.75 29.25] ; [7.25 9.75],0
v2,1,0.515391,0.423107,[47 41] ; [12 14],[45.54385965 42.45614035] ; [13.45614035 12.54385965],0
d2,1,0.515562,0.422763,[43 46] ; [12 17],[41.48305085 47.51694915] ; [13.51694915 15.48305085],0
b1,1,0.520026,0.413843,[28 61] ; [11 18],[29.41525424 59.58474576] ; [ 9.58474576 19.41525424],0
