Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,177.687151,[ 70 259] ; [254  97],[156.75882353 172.24117647] ; [167.24117647 183.75882353],1
s2,1,0.0,114.682002,[108 217] ; [262  91],[177.35988201 147.64011799] ; [192.64011799 160.35988201],1
s3,1,0.0,82.412994,[129 195] ; [261  90],[187.2 136.8] ; [202.8 148.2],1
s6,1,0.0,72.69942,[175 147] ; [295  54],[225.54396423  96.45603577] ; [244.45603577 104.54396423],1
a3,1,0.0,35.629187,[205 124] ; [291  61],[239.62408223  89.37591777] ; [256.37591777  95.62408223],1
s5,1,0.0,33.694152,[ 80 237] ; [160 180],[115.79908676 201.20091324] ; [124.20091324 215.79908676],1
p6,1,0.0,26.838652,[ 92 233] ; [167 183],[124.7037037 200.2962963] ; [134.2962963 215.7037037],1
u1,1,6e-06,20.391598,[ 37 292] ; [ 87 267],[ 59.73060029 269.26939971] ; [ 64.26939971 289.73060029],1
p3,1,7e-06,20.213926,[141 187] ; [212 140],[170.27058824 157.72941176] ; [182.72941176 169.27058824],1
p4,1,1.6e-05,18.595489,[176 151] ; [246 106],[203.23122239 123.76877761] ; [218.76877761 133.23122239],1
p7,1,4.8e-05,16.53264,[190 131] ; [254  89],[214.64457831 106.35542169] ; [229.35542169 113.64457831],1
n4,1,5.8e-05,16.179793,[235  94] ; [298  56],[256.74524158  72.25475842] ; [276.25475842  77.74524158],1
d2,1,0.000105,15.043677,[132 195] ; [195 158],[157.24852941 169.75147059] ; [169.75147059 183.24852941],1
p5,1,0.000173,14.105014,[ 25 303] ; [ 60 289],[ 41.1816839 286.8183161] ; [ 43.8183161 305.1816839],1
v3,1,0.000255,13.378391,[106 208] ; [164 179],[129.04109589 184.95890411] ; [140.95890411 202.04109589],1
n5,1,0.000344,12.816881,[235  92] ; [294  59],[254.38676471  72.61323529] ; [274.61323529  78.38676471],1
a2,1,0.000659,11.600909,[ 60 269] ; [104 250],[ 78.99853587 250.00146413] ; [ 85.00146413 268.99853587],1
a5,1,0.002396,9.218306,[231  98] ; [284  70],[248.07467057  80.92532943] ; [266.92532943  87.07467057],0
r1,1,0.009891,6.654374,[255  72] ; [303  51],[267.93832599  59.06167401] ; [290.06167401  63.93832599],0
a4,1,0.013152,6.148507,[132 197] ; [175 178],[148.09824047 180.90175953] ; [158.90175953 194.09824047],0
d1,1,0.015747,5.830956,[185 144] ; [231 123],[200.38653001 128.61346999] ; [215.61346999 138.38653001],0
n1,1,0.015841,5.820452,[19 50] ; [34 38],[25.93617021 43.06382979] ; [27.06382979 44.93617021],0
u4,1,0.016913,5.705422,[  2 327] ; [ 11 343],[  6.26207906 322.73792094] ; [  6.73792094 347.26207906],0
p12,1,0.017005,5.695851,[ 21 308] ; [ 41 311],[ 29.95301028 299.04698972] ; [ 32.04698972 319.95301028],0
s1,1,0.017084,5.687765,[  4 320] ; [ 15 336],[  9.12 314.88] ; [  9.88 341.12],0
n6,1,0.028948,4.770678,[276  52] ; [316  36],[285.55294118  42.44705882] ; [306.44705882  45.55294118],0
a8,1,0.042165,4.12858,[ 31 274] ; [ 50 270],[ 39.528 265.472] ; [ 41.472 278.528],0
s4,1,0.074011,3.191733,[ 50 274] ; [ 73 279],[ 58.95266272 265.04733728] ; [ 64.04733728 287.95266272],0
u3,1,0.079067,3.083982,[69 53] ; [44 19],[74.51891892 47.48108108] ; [38.48108108 24.51891892],0
