Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,130.076354,[279  52] ; [115 172],[211.02588997 119.97411003] ; [182.97411003 104.02588997],1
p8,1,0.0,49.50189,[228 101] ; [117 168],[184.86156352 144.13843648] ; [160.13843648 124.86156352],1
p7,1,0.0,44.232941,[260  67] ; [150 127],[221.97019868 105.02980132] ; [188.02980132  88.97019868],1
p6,1,0.0,41.792204,[167 160] ; [ 73 213],[128.02610114 198.97389886] ; [111.97389886 174.02610114],1
p5,1,1e-06,23.373447,[ 64 264] ; [ 18 270],[ 43.66233766 284.33766234] ; [ 38.33766234 249.66233766],1
s7,1,2e-06,22.603457,[191 121] ; [119 166],[162.01005025 149.98994975] ; [147.98994975 137.01005025],1
u1,1,1.5e-05,18.745222,[ 90 241] ; [ 38 252],[ 68.22544283 262.77455717] ; [ 59.77455717 230.22544283],1
n4,1,2.4e-05,17.811703,[284  47] ; [209  81],[262.77455717  68.22544283] ; [230.22544283  59.77455717],1
v1,1,2.7e-05,17.64751,[207 113] ; [135 148],[181.49253731 138.50746269] ; [160.50746269 122.49253731],1
s8,1,0.000121,14.77153,[183 146] ; [116 173],[159.1763754 169.8236246] ; [139.8236246 149.1763754],1
p1,1,0.00023,13.570796,[ 39 289] ; [ 11 279],[ 26.53721683 301.46278317] ; [ 23.46278317 266.53721683],1
s5,1,0.000239,13.49806,[143 172] ; [ 86 194],[121.23529412 193.76470588] ; [107.76470588 172.23529412],1
v3,1,0.000297,13.089391,[155 164] ; [ 94 183],[133.27348993 185.72651007] ; [115.72651007 161.27348993],1
a5,1,0.000463,12.260924,[277  54] ; [209  81],[259.04347826  71.95652174] ; [226.95652174  63.04347826],1
p2,1,0.000742,11.380606,[300  29] ; [237  52],[285.87864078  43.12135922] ; [251.12135922  37.87864078],1
d5,1,0.001264,10.394078,[305  26] ; [243  47],[292.09017713  38.90982287] ; [255.90982287  34.09017713],0
n5,1,0.001895,9.648166,[273  58] ; [206  80],[256.96758509  74.03241491] ; [222.03241491  63.96758509],0
p12,1,0.002105,9.455789,[ 42 287] ; [ 16 273],[ 30.87702265 298.12297735] ; [ 27.12297735 261.87702265],0
d1,1,0.002669,9.021288,[252  79] ; [189 101],[235.05797101  95.94202899] ; [205.94202899  84.05797101],0
b1,1,0.003366,8.597562,[138 193] ; [ 88 202],[120.4605475 210.5394525] ; [105.5394525 184.4605475],0
