Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.150788,[50 16] ; [10 27],[38.44660194 27.55339806] ; [21.55339806 15.44660194],1
d3,1,0.015726,5.833297,[26 39] ; [24 13],[31.8627451 33.1372549] ; [18.1372549 18.8627451],0
a7,1,0.026428,4.92778,[26 40] ; [23 14],[31.39805825 34.60194175] ; [17.60194175 19.39805825],0
a5,1,0.028856,4.776163,[38 28] ; [13 24],[32.67961165 33.32038835] ; [18.32038835 18.67961165],0
n1,1,0.030713,4.668924,[12 15] ; [ 2 14],[ 8.79069767 18.20930233] ; [ 5.20930233 10.79069767],0
s5,1,0.0657,3.387303,[ 6 58] ; [ 8 27],[ 9.05050505 54.94949495] ; [ 4.94949495 30.05050505],0
n6,1,0.09304,2.820973,[41 24] ; [17 20],[36.96078431 28.03921569] ; [21.03921569 15.96078431],0
p6,1,0.10018,2.702678,[16 47] ; [ 4 31],[12.85714286 50.14285714] ; [ 7.14285714 27.85714286],0
p8,1,0.200792,1.636603,[17 47] ; [14 22],[19.84 44.16] ; [11.16 24.84],0
d4,1,0.202543,1.623941,[38 28] ; [26 11],[41.00970874 24.99029126] ; [22.99029126 14.00970874],0
u3,1,0.249082,1.328445,[ 7 20] ; [ 8 11],[ 8.80434783 18.19565217] ; [ 6.19565217 12.80434783],0
a4,1,0.250016,1.323215,[21 44] ; [ 8 29],[18.48039216 46.51960784] ; [10.51960784 26.48039216],0
s8,1,0.256728,1.286318,[15 51] ; [ 5 32],[12.81553398 53.18446602] ; [ 7.18446602 29.81553398],0
a1,1,0.269396,1.219822,[ 8 58] ; [ 2 35],[ 6.40776699 59.59223301] ; [ 3.59223301 33.40776699],0
v4,1,0.275163,1.190824,[38 27] ; [25 11],[40.54455446 24.45544554] ; [22.45544554 13.54455446],0
p11,1,0.306426,1.046018,[39 27] ; [18 19],[36.52427184 29.47572816] ; [20.47572816 16.52427184],0
u1,1,0.311036,1.026272,[ 5 61] ; [ 1 36],[ 3.84466019 62.15533981] ; [ 2.15533981 34.84466019],0
v1,1,0.323266,0.975685,[19 44] ; [14 21],[21.21428571 41.78571429] ; [11.78571429 23.21428571],0
p10,1,0.328632,0.954282,[34 30] ; [15 20],[31.67676768 32.32323232] ; [17.32323232 17.67676768],0
r3,1,0.349605,0.874892,[36 29] ; [24 13],[38.23529412 26.76470588] ; [21.76470588 15.23529412],0
p2,1,0.370861,0.800778,[35 29] ; [23 13],[37.12 26.88] ; [20.88 15.12],0
a3,1,0.376878,0.780861,[39 27] ; [18 18],[36.88235294 29.11764706] ; [20.11764706 15.88235294],0
u2,1,0.388406,0.743927,[ 9 17] ; [ 9 10],[10.4 15.6] ; [ 7.6 11.4],0
n2,1,0.404921,0.693663,[17 10] ; [8 8],[15.69767442 11.30232558] ; [9.30232558 6.69767442],0
d2,1,0.431553,0.61864,[28 37] ; [13 24],[26.12745098 38.87254902] ; [14.87254902 22.12745098],0
p9,1,0.436906,0.604396,[40 23] ; [20 16],[38.18181818 24.81818182] ; [21.81818182 14.18181818],0
s7,1,0.447941,0.575857,[20 42] ; [ 9 27],[18.34693878 43.65306122] ; [10.65306122 25.34693878],0
s1,1,0.458915,0.548538,[ 3 63] ; [ 3 34],[ 3.84466019 62.15533981] ; [ 2.15533981 34.84466019],0
d1,1,0.464503,0.535022,[22 44] ; [15 22],[23.70873786 42.29126214] ; [13.29126214 23.70873786],0
r2,1,0.482871,0.492373,[38 25] ; [18 16],[36.37113402 26.62886598] ; [19.62886598 14.37113402],0
b5,1,0.608912,0.261763,[34 32] ; [21 16],[35.24271845 30.75728155] ; [19.75728155 17.24271845],0
s3,1,0.609112,0.26147,[23 43] ; [14 21],[24.17821782 41.82178218] ; [12.82178218 22.17821782],0
d5,1,0.649514,0.206514,[38 28] ; [23 14],[39.08737864 26.91262136] ; [21.91262136 15.08737864],0
a6,1,0.669466,0.182227,[35 31] ; [18 19],[33.96116505 32.03883495] ; [19.03883495 17.96116505],0
a2,1,0.681217,0.16876,[ 7 59] ; [ 3 34],[ 6.40776699 59.59223301] ; [ 3.59223301 33.40776699],0
