Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,40.173237,[22  7] ; [16 87],[ 8.34848485 20.65151515] ; [29.65151515 73.34848485],1
s6,1,1e-06,23.482345,[23  6] ; [32 76],[11.64233577 17.35766423] ; [43.35766423 64.64233577],1
s2,1,5e-06,20.657142,[20  9] ; [26 82],[ 9.73722628 19.26277372] ; [36.26277372 71.73722628],1
p4,1,0.00015,14.371325,[21  8] ; [36 72],[12.06569343 16.93430657] ; [44.93430657 63.06569343],1
s3,1,0.000218,13.667831,[20  9] ; [33 73],[11.38518519 17.61481481] ; [41.61481481 64.38518519],1
p6,1,0.000551,11.93489,[13 16] ; [16 90],[ 6.22962963 22.77037037] ; [22.77037037 83.22962963],1
p10,1,0.000925,10.971117,[26  3] ; [59 46],[18.39552239 10.60447761] ; [66.60447761 38.39552239],1
p3,1,0.003828,8.363571,[17 12] ; [32 76],[10.37226277 18.62773723] ; [38.62773723 69.37226277],0
d1,1,0.005395,7.742128,[14 15] ; [24 84],[ 8.04379562 20.95620438] ; [29.95620438 78.04379562],0
p11,1,0.005919,7.574933,[24  5] ; [59 49],[17.56934307 11.43065693] ; [65.43065693 42.56934307],0
u2,1,0.006884,7.302918,[9 2] ; [21 35],[4.92537313 6.07462687] ; [25.07462687 30.92537313],0
p9,1,0.017557,5.639845,[26  3] ; [70 34],[20.93233083  8.06766917] ; [75.06766917 28.93233083],0
p8,1,0.020459,5.372321,[16 13] ; [34 73],[10.66176471 18.33823529] ; [39.33823529 67.66176471],0
a5,1,0.024046,5.091312,[20  9] ; [49 59],[14.60583942 14.39416058] ; [54.39416058 53.60583942],0
v4,1,0.026414,4.9287,[27  2] ; [79 28],[22.60294118  6.39705882] ; [83.39705882 23.60294118],0
v3,1,0.027245,4.875246,[ 8 21] ; [12 95],[ 4.26470588 24.73529412] ; [15.73529412 91.26470588],0
p2,1,0.046546,3.961729,[24  5] ; [67 39],[19.54814815  9.45185185] ; [71.45185185 34.54814815],0
p7,1,0.049958,3.842865,[17 11] ; [42 63],[12.42105263 15.57894737] ; [46.57894737 58.42105263],0
s4,1,0.064932,3.406699,[10 19] ; [20 88],[ 6.35036496 22.64963504] ; [23.64963504 84.35036496],0
n1,1,0.087912,2.912193,[6 4] ; [11 25],[3.69565217 6.30434783] ; [13.30434783 22.69565217],0
r4,1,0.0965,2.762449,[19 10] ; [52 56],[15.02919708 13.97080292] ; [55.97080292 52.02919708],0
u3,1,0.133131,2.255612,[6 5] ; [17 38],[3.83333333 7.16666667] ; [19.16666667 35.83333333],0
d4,1,0.142026,2.155871,[21  8] ; [62 46],[17.56934307 11.43065693] ; [65.43065693 42.56934307],0
p1,1,0.165141,1.926506,[ 5 24] ; [ 9 98],[ 2.98529412 26.01470588] ; [11.01470588 95.98529412],0
a3,1,0.197934,1.657554,[18 11] ; [52 55],[14.92647059 14.07352941] ; [55.07352941 51.92647059],0
d2,1,0.201478,1.631629,[13 16] ; [34 72],[10.0962963 18.9037037] ; [36.9037037 69.0962963],0
r3,1,0.204059,1.613086,[24  5] ; [76 31],[21.32352941  7.67647059] ; [78.67647059 28.32352941],0
s5,1,0.337477,0.919992,[ 7 20] ; [19 88],[ 5.23880597 21.76119403] ; [20.76119403 86.23880597],0
d5,1,0.360663,0.835585,[19 10] ; [60 47],[16.84558824 12.15441176] ; [62.15441176 44.84558824],0
n3,1,0.41183,0.673511,[7 3] ; [20 16],[5.86956522 4.13043478] ; [21.13043478 14.86956522],0
b1,1,0.43025,0.622147,[10 19] ; [46 62],[11.8540146 17.1459854] ; [44.1459854 63.8540146],0
b3,1,0.433335,0.613869,[ 9 12] ; [20 40],[ 7.51851852 13.48148148] ; [21.48148148 38.51851852],0
b2,1,0.433335,0.613869,[ 9 12] ; [20 40],[ 7.51851852 13.48148148] ; [21.48148148 38.51851852],0
a2,1,0.477629,0.504273,[ 3 26] ; [  7 101],[ 2.11678832 26.88321168] ; [  7.88321168 100.11678832],0
n6,1,0.482236,0.493802,[22  7] ; [74 33],[20.47058824  8.52941176] ; [75.52941176 31.47058824],0
b4,1,0.542586,0.370768,[14 15] ; [59 49],[15.45255474 13.54744526] ; [57.54744526 50.45255474],0
n5,1,0.561205,0.337623,[17 12] ; [69 38],[18.33823529 10.66176471] ; [67.66176471 39.33823529],0
d3,1,0.57535,0.313813,[14 15] ; [45 61],[12.67407407 16.32592593] ; [46.32592593 59.67407407],0
p5,1,0.58713,0.294848,[ 3 25] ; [ 8 98],[ 2.29850746 25.70149254] ; [ 8.70149254 97.29850746],0
a8,1,0.588294,0.293017,[ 2 26] ; [11 93],[ 2.75757576 25.24242424] ; [10.24242424 93.75757576],0
a4,1,0.675555,0.175173,[ 9 20] ; [29 78],[ 8.10294118 20.89705882] ; [29.89705882 77.10294118],0
a6,1,0.712838,0.135459,[15 14] ; [60 48],[15.87591241 13.12408759] ; [59.12408759 48.87591241],0
r2,1,0.713886,0.134427,[22  6] ; [79 26],[21.26315789  6.73684211] ; [79.73684211 25.26315789],0
n2,1,0.719635,0.128843,[7 3] ; [23 13],[6.52173913 3.47826087] ; [23.47826087 12.52173913],0
a7,1,0.737756,0.112109,[17 12] ; [59 48],[16.20588235 12.79411765] ; [59.79411765 47.20588235],0
n4,1,0.767694,0.087257,[17 12] ; [60 48],[16.29927007 12.70072993] ; [60.70072993 47.29927007],0
u1,1,0.782533,0.076187,[ 1 28] ; [  5 103],[ 1.27007299 27.72992701] ; [  4.72992701 103.27007299],0
v1,1,0.791186,0.070103,[ 6 22] ; [25 80],[ 6.52631579 21.47368421] ; [24.47368421 80.52631579],0
a1,1,0.800421,0.063909,[ 2 27] ; [ 9 99],[ 2.32846715 26.67153285] ; [ 8.67153285 99.32846715],0
b5,1,0.807484,0.059377,[17 12] ; [66 42],[17.56934307 11.43065693] ; [65.43065693 42.56934307],0
p12,1,0.855412,0.033203,[ 1 28] ; [  3 104],[ 0.85294118 28.14705882] ; [  3.14705882 103.85294118],0
s1,1,0.948072,0.004242,[ 1 28] ; [  4 104],[ 1.05839416 27.94160584] ; [  3.94160584 104.05839416],0
