Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.7e-05,17.00966,[49 43] ; [165 365],[31.65273312 60.34726688] ; [182.34726688 347.65273312],1
s6,1,5.1e-05,16.396593,[85 12] ; [361 176],[68.23659306 28.76340694] ; [377.76340694 159.23659306],1
s2,1,0.000205,13.781207,[70 29] ; [272 267],[53.06896552 45.93103448] ; [288.93103448 250.06896552],1
s3,1,0.000218,13.668996,[75 24] ; [300 237],[58.37264151 40.62735849] ; [316.62735849 220.37264151],1
b3,1,0.002092,9.467134,[10 41] ; [145 199],[20.01265823 30.98734177] ; [134.98734177 209.01265823],0
b2,1,0.002092,9.467134,[10 41] ; [145 199],[20.01265823 30.98734177] ; [134.98734177 209.01265823],0
v3,1,0.002222,9.356466,[29 69] ; [243 282],[42.78651685 55.21348315] ; [229.21348315 295.78651685],0
n4,1,0.00434,8.135986,[81 20] ; [489  54],[89.39440994 11.60559006] ; [480.60559006  62.39440994],0
a8,1,0.006495,7.407689,[ 7 89] ; [ 91 397],[16.10958904 79.89041096] ; [ 81.89041096 406.10958904],0
v2,1,0.012743,6.204425,[46 52] ; [315 206],[57.15347334 40.84652666] ; [303.84652666 217.15347334],0
s8,1,0.068809,3.311198,[57 44] ; [252 289],[48.61214953 52.38785047] ; [260.38785047 280.61214953],0
u2,1,0.075014,3.169747,[13 19] ; [84 61],[17.53672316 14.46327684] ; [79.46327684 65.53672316],0
d2,1,0.153747,2.034675,[44 57] ; [277 263],[50.57878315 50.42121685] ; [270.42121685 269.57878315],0
p8,1,0.163534,1.941243,[61 38] ; [288 245],[54.6693038 44.3306962] ; [294.3306962 238.6693038],0
a6,1,0.172869,1.857889,[63 38] ; [374 166],[68.85647426 32.14352574] ; [368.14352574 171.85647426],0
s1,1,0.201834,1.629054,[ 5 95] ; [ 14 519],[ 3.00157978 96.99842022] ; [ 15.99842022 517.00157978],0
u4,1,0.231571,1.431184,[  1 100] ; [ 17 527],[ 2.81860465 98.18139535] ; [ 15.18139535 528.81860465],0
a5,1,0.234554,1.413027,[71 30] ; [412 131],[75.75 25.25] ; [407.25 135.75],0
s7,1,0.242676,1.364983,[59 41] ; [270 243],[53.67047308 46.32952692] ; [275.32952692 237.67047308],0
n1,1,0.276248,1.185458,[ 8 17] ; [44 56],[10.4 14.6] ; [41.6 58.4],0
a3,1,0.29479,1.097615,[69 32] ; [397 144],[73.31152648 27.68847352] ; [392.68847352 148.31152648],0
d4,1,0.298502,1.080875,[79 22] ; [445  94],[82.69375 18.30625] ; [441.30625  97.69375],0
p9,1,0.330437,0.947185,[92  9] ; [470  66],[89.10832025 11.89167975] ; [472.89167975  63.10832025],0
p4,1,0.331557,0.942809,[69 32] ; [341 198],[64.703125 36.296875] ; [345.296875 193.703125],0
a2,1,0.340657,0.907956,[22 79] ; [143 401],[25.8372093 75.1627907] ; [139.1627907 404.8372093],0
d1,1,0.343697,0.896594,[56 45] ; [329 215],[60.28682171 40.71317829] ; [324.71317829 219.28682171],0
r1,1,0.360396,0.836512,[79 22] ; [444  97],[82.2788162 18.7211838] ; [440.7211838 100.2788162],0
d3,1,0.401802,0.702926,[72 29] ; [362 178],[68.38377535 32.61622465] ; [365.61622465 174.38377535],0
p3,1,0.416399,0.660456,[57 44] ; [281 259],[53.2574103 47.7425897] ; [284.7425897 255.2574103],0
u3,1,0.418639,0.654132,[16 16] ; [85 62],[18.05586592 13.94413408] ; [82.94413408 64.05586592],0
p7,1,0.419068,0.652927,[69 29] ; [351 179],[65.54140127 32.45859873] ; [354.45859873 175.54140127],0
n2,1,0.440884,0.593981,[21  4] ; [80 24],[19.57364341  5.42635659] ; [81.42635659 22.57364341],0
a1,1,0.461657,0.541875,[ 3 98] ; [ 25 519],[ 4.38449612 96.61550388] ; [ 23.61550388 520.38449612],0
d5,1,0.466492,0.530273,[80 21] ; [445  96],[82.59345794 18.40654206] ; [442.40654206  98.59345794],0
p6,1,0.488131,0.480644,[42 58] ; [205 330],[38.8976378 61.1023622] ; [208.1023622 326.8976378],0
v4,1,0.502463,0.44973,[98  3] ; [518  24],[96.75894246  4.24105754] ; [519.24105754  22.75894246],0
a7,1,0.505794,0.442759,[69 32] ; [388 154],[71.78382582 29.21617418] ; [385.21617418 156.78382582],0
p11,1,0.52158,0.410768,[86 15] ; [449  95],[83.7751938 17.2248062] ; [451.2248062  92.7751938],0
a4,1,0.531109,0.39227,[44 57] ; [254 287],[46.88161994 54.11838006] ; [251.11838006 289.88161994],0
