Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,132.715962,[ 84 222] ; [180  52],[150.15613383 155.84386617] ; [113.84386617 118.15613383],1
s2,1,0.0,65.287461,[117 198] ; [174  69],[164.27419355 150.72580645] ; [126.72580645 116.27419355],1
s3,1,0.0,59.757953,[129 181] ; [181  62],[173.77938517 136.22061483] ; [136.22061483 106.77938517],1
s6,1,0.0,49.393735,[177 133] ; [207  37],[214.87364621  95.12635379] ; [169.12635379  74.87364621],1
s5,1,1e-06,23.299069,[ 79 234] ; [104 127],[105.29227941 207.70772059] ; [ 77.70772059 153.29227941],1
d2,1,2e-05,18.184082,[132 185] ; [147  99],[157.09236234 159.90763766] ; [121.90763766 124.09236234],1
a3,1,5.1e-05,16.398387,[205 111] ; [197  48],[226.43850267  89.56149733] ; [175.56149733  69.43850267],1
d1,1,6.4e-05,15.992212,[178 140] ; [178  68],[200.72340426 117.27659574] ; [155.27659574  90.72340426],1
p6,1,8.7e-05,15.403618,[ 99 216] ; [116 127],[121.37096774 193.62903226] ; [ 93.62903226 149.37096774],1
u1,1,0.00032,12.947254,[ 57 261] ; [ 76 170],[ 74.9893617 243.0106383] ; [ 58.0106383 187.9893617],1
p9,1,0.001114,10.627616,[255  55] ; [224  20],[268.03249097  41.96750903] ; [210.96750903  33.03249097],0
n4,1,0.002471,9.162062,[239  78] ; [210  35],[253.26156584  63.73843416] ; [195.73843416  49.26156584],0
v3,1,0.003255,8.658974,[107 201] ; [111 124],[123.65377532 184.34622468] ; [ 94.34622468 140.65377532],0
v2,1,0.003373,8.593655,[164 141] ; [157  80],[180.63653137 124.36346863] ; [140.36346863  96.63653137],0
a5,1,0.003478,8.537934,[223  95] ; [199  47],[237.93617021  80.06382979] ; [184.06382979  61.93617021],0
v1,1,0.003944,8.309207,[155 156] ; [148  90],[171.64480874 139.35519126] ; [131.35519126 106.64480874],0
a2,1,0.00481,7.949542,[ 79 239] ; [ 88 158],[ 94.15957447 223.84042553] ; [ 72.84042553 173.15957447],0
r1,1,0.005152,7.825257,[247  69] ; [213  31],[259.57142857  56.42857143] ; [200.42857143  43.57142857],0
p5,1,0.006161,7.502604,[ 28 289] ; [ 40 203],[ 38.49285714 278.50714286] ; [ 29.50714286 213.49285714],0
a4,1,0.006623,7.372434,[126 191] ; [126 120],[141.88987567 175.11012433] ; [110.11012433 135.88987567],0
r4,1,0.007341,7.187625,[288  30] ; [237   9],[296.0106383  21.9893617] ; [228.9893617  17.0106383],0
u4,1,0.007715,7.098443,[  3 314] ; [ 11 235],[  7.88277087 309.11722913] ; [  6.11722913 239.88277087],0
p4,1,0.008228,6.983217,[185 131] ; [170  75],[199.96434938 116.03565062] ; [155.03565062  89.96434938],0
p10,1,0.008551,6.91438,[254  59] ; [216  26],[265.06306306  47.93693694] ; [204.93693694  37.06306306],0
n5,1,0.010012,6.632719,[233  83] ; [203  42],[245.59001783  70.40998217] ; [190.40998217  54.59001783],0
p3,1,0.013101,6.155386,[147 170] ; [140 106],[161.59680284 155.40319716] ; [125.40319716 120.59680284],0
p12,1,0.023076,5.162777,[ 21 295] ; [ 30 216],[ 28.67615658 287.32384342] ; [ 22.32384342 223.67615658],0
a8,1,0.032352,4.579721,[ 34 252] ; [ 41 178],[ 42.47524752 243.52475248] ; [ 32.52475248 186.47524752],0
p7,1,0.037258,4.338598,[186 124] ; [164  75],[197.63205829 112.36794171] ; [152.36794171  86.63205829],0
d5,1,0.045011,4.018226,[255  63] ; [213  33],[263.87234043  54.12765957] ; [204.12765957  41.87234043],0
u2,1,0.08168,3.031157,[56 55] ; [32 17],[61.05 49.95] ; [26.95 22.05],0
d4,1,0.112224,2.52262,[261  57] ; [214  32],[267.81914894  50.18085106] ; [207.18085106  38.81914894],0
p8,1,0.11276,2.5151,[161 153] ; [141 102],[170.24775583 143.75224417] ; [131.75224417 111.24775583],0
b2,1,0.181052,1.788965,[ 55 112] ; [66 99],[ 60.86445783 106.13554217] ; [ 60.13554217 104.86445783],0
b3,1,0.181052,1.788965,[ 55 112] ; [66 99],[ 60.86445783 106.13554217] ; [ 60.13554217 104.86445783],0
u3,1,0.207537,1.588527,[63 48] ; [33 16],[66.6 44.4] ; [29.4 19.6],0
b5,1,0.257754,1.280783,[200 118] ; [166  80],[206.36170213 111.63829787] ; [159.63829787  86.36170213],0
p1,1,0.281809,1.158343,[ 25 290] ; [ 26 220],[ 28.63636364 286.36363636] ; [ 22.36363636 223.63636364],0
d3,1,0.41982,0.65082,[243  75] ; [195  51],[246.95744681  71.04255319] ; [191.04255319  54.95744681],0
s1,1,0.426434,0.632517,[  8 306] ; [  9 233],[  9.60071942 304.39928058] ; [  7.39928058 234.60071942],0
p2,1,0.4467,0.57901,[265  51] ; [212  34],[268.20640569  47.79359431] ; [208.79359431  37.20640569],0
n3,1,0.447446,0.577114,[52 15] ; [35 14],[50.25 16.75] ; [36.75 12.25],0
r2,1,0.478719,0.50178,[299  14] ; [235   8],[300.61510791  12.38489209] ; [233.38489209   9.61510791],0
n2,1,0.505793,0.44276,[52 14] ; [36 13],[50.50434783 15.49565217] ; [37.49565217 11.50434783],0
b4,1,0.555004,0.348429,[190 128] ; [153  93],[193.39361702 124.60638298] ; [149.60638298  96.39361702],0
a6,1,0.564714,0.331608,[240  78] ; [190  55],[242.87744227  75.12255773] ; [187.12255773  57.87744227],0
s4,1,0.579766,0.306612,[ 50 259] ; [ 44 201],[ 52.42960289 256.57039711] ; [ 41.57039711 203.42960289],0
b1,1,0.661222,0.192042,[109 209] ; [ 80 166],[106.56382979 211.43617021] ; [ 82.43617021 163.56382979],0
n1,1,0.710219,0.138058,[23 42] ; [19 30],[23.94736842 41.05263158] ; [18.05263158 30.94736842],0
a1,1,0.789416,0.071326,[ 14 304] ; [ 12 234],[ 14.65957447 303.34042553] ; [ 11.34042553 234.65957447],0
r3,1,0.821498,0.050904,[305  10] ; [239   7],[305.45454545   9.54545455] ; [238.54545455   7.45454545],0
v4,1,0.958817,0.002667,[305  10] ; [238   8],[304.89304813  10.10695187] ; [238.10695187   7.89304813],0
p11,1,0.996362,2.1e-05,[256  62] ; [198  48],[255.9787234  62.0212766] ; [198.0212766  47.9787234],0
