Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.150788,[10 27] ; [50 16],[21.55339806 15.44660194] ; [38.44660194 27.55339806],1
d3,1,0.015726,5.833297,[24 13] ; [26 39],[18.1372549 18.8627451] ; [31.8627451 33.1372549],0
a7,1,0.026428,4.92778,[23 14] ; [26 40],[17.60194175 19.39805825] ; [31.39805825 34.60194175],0
a5,1,0.028856,4.776163,[13 24] ; [38 28],[18.32038835 18.67961165] ; [32.67961165 33.32038835],0
n1,1,0.030713,4.668924,[ 2 14] ; [12 15],[ 5.20930233 10.79069767] ; [ 8.79069767 18.20930233],0
s5,1,0.0657,3.387303,[ 8 27] ; [ 6 58],[ 4.94949495 30.05050505] ; [ 9.05050505 54.94949495],0
n6,1,0.09304,2.820973,[17 20] ; [41 24],[21.03921569 15.96078431] ; [36.96078431 28.03921569],0
p6,1,0.10018,2.702678,[ 4 31] ; [16 47],[ 7.14285714 27.85714286] ; [12.85714286 50.14285714],0
p8,1,0.200792,1.636603,[14 22] ; [17 47],[11.16 24.84] ; [19.84 44.16],0
d4,1,0.202543,1.623941,[26 11] ; [38 28],[22.99029126 14.00970874] ; [41.00970874 24.99029126],0
u3,1,0.249082,1.328445,[ 8 11] ; [ 7 20],[ 6.19565217 12.80434783] ; [ 8.80434783 18.19565217],0
a4,1,0.250016,1.323215,[ 8 29] ; [21 44],[10.51960784 26.48039216] ; [18.48039216 46.51960784],0
s8,1,0.256728,1.286318,[ 5 32] ; [15 51],[ 7.18446602 29.81553398] ; [12.81553398 53.18446602],0
a1,1,0.269396,1.219822,[ 2 35] ; [ 8 58],[ 3.59223301 33.40776699] ; [ 6.40776699 59.59223301],0
v4,1,0.275163,1.190824,[25 11] ; [38 27],[22.45544554 13.54455446] ; [40.54455446 24.45544554],0
p11,1,0.306426,1.046018,[18 19] ; [39 27],[20.47572816 16.52427184] ; [36.52427184 29.47572816],0
u1,1,0.311036,1.026272,[ 1 36] ; [ 5 61],[ 2.15533981 34.84466019] ; [ 3.84466019 62.15533981],0
v1,1,0.323266,0.975685,[14 21] ; [19 44],[11.78571429 23.21428571] ; [21.21428571 41.78571429],0
p10,1,0.328632,0.954282,[15 20] ; [34 30],[17.32323232 17.67676768] ; [31.67676768 32.32323232],0
r3,1,0.349605,0.874892,[24 13] ; [36 29],[21.76470588 15.23529412] ; [38.23529412 26.76470588],0
p2,1,0.370861,0.800778,[23 13] ; [35 29],[20.88 15.12] ; [37.12 26.88],0
a3,1,0.376878,0.780861,[18 18] ; [39 27],[20.11764706 15.88235294] ; [36.88235294 29.11764706],0
u2,1,0.388406,0.743927,[ 9 10] ; [ 9 17],[ 7.6 11.4] ; [10.4 15.6],0
n2,1,0.404921,0.693663,[8 8] ; [17 10],[9.30232558 6.69767442] ; [15.69767442 11.30232558],0
d2,1,0.431553,0.61864,[13 24] ; [28 37],[14.87254902 22.12745098] ; [26.12745098 38.87254902],0
p9,1,0.436906,0.604396,[20 16] ; [40 23],[21.81818182 14.18181818] ; [38.18181818 24.81818182],0
s7,1,0.447941,0.575857,[ 9 27] ; [20 42],[10.65306122 25.34693878] ; [18.34693878 43.65306122],0
s1,1,0.458915,0.548538,[ 3 34] ; [ 3 63],[ 2.15533981 34.84466019] ; [ 3.84466019 62.15533981],0
d1,1,0.464503,0.535022,[15 22] ; [22 44],[13.29126214 23.70873786] ; [23.70873786 42.29126214],0
r2,1,0.482871,0.492373,[18 16] ; [38 25],[19.62886598 14.37113402] ; [36.37113402 26.62886598],0
b5,1,0.608912,0.261763,[21 16] ; [34 32],[19.75728155 17.24271845] ; [35.24271845 30.75728155],0
s3,1,0.609112,0.26147,[14 21] ; [23 43],[12.82178218 22.17821782] ; [24.17821782 41.82178218],0
d5,1,0.649514,0.206514,[23 14] ; [38 28],[21.91262136 15.08737864] ; [39.08737864 26.91262136],0
a6,1,0.669466,0.182227,[18 19] ; [35 31],[19.03883495 17.96116505] ; [33.96116505 32.03883495],0
a2,1,0.681217,0.16876,[ 3 34] ; [ 7 59],[ 3.59223301 33.40776699] ; [ 6.40776699 59.59223301],0
p12,1,0.691899,0.157037,[ 1 36] ; [ 1 63],[ 0.73267327 36.26732673] ; [ 1.26732673 62.73267327],0
v3,1,0.707171,0.14112,[ 6 30] ; [13 53],[ 6.70588235 29.29411765] ; [12.29411765 53.70588235],0
b2,1,0.711326,0.136957,[ 7 16] ; [14 26],[ 7.66666667 15.33333333] ; [13.33333333 26.66666667],0
b3,1,0.711326,0.136957,[ 7 16] ; [14 26],[ 7.66666667 15.33333333] ; [13.33333333 26.66666667],0
v2,1,0.726274,0.122561,[14 23] ; [22 42],[13.18811881 23.81188119] ; [22.81188119 41.18811881],0
s2,1,0.731258,0.11796,[13 24] ; [21 45],[12.21359223 24.78640777] ; [21.78640777 44.21359223],0
p7,1,0.735914,0.113751,[15 20] ; [26 40],[14.20792079 20.79207921] ; [26.79207921 39.20792079],0
s6,1,0.761596,0.092043,[14 23] ; [23 43],[13.29126214 23.70873786] ; [23.70873786 42.29126214],0
s4,1,0.781664,0.076813,[ 7 30] ; [14 52],[ 7.54368932 29.45631068] ; [13.45631068 52.54368932],0
b1,1,0.828534,0.046908,[21 16] ; [36 30],[20.47572816 16.52427184] ; [36.52427184 29.47572816],0
n3,1,0.84669,0.037382,[9 7] ; [16 11],[9.30232558 6.69767442] ; [15.69767442 11.30232558],0
p3,1,0.889017,0.019474,[11 25] ; [19 46],[10.69306931 25.30693069] ; [19.30693069 45.69306931],0
b4,1,0.895297,0.01732,[19 18] ; [33 33],[18.67961165 18.32038835] ; [33.32038835 32.67961165],0
p1,1,0.897429,0.016618,[ 3 33] ; [ 6 60],[ 3.17647059 32.82352941] ; [ 5.82352941 60.17647059],0
p5,1,0.903036,0.014842,[ 2 34] ; [ 4 61],[ 2.13861386 33.86138614] ; [ 3.86138614 61.13861386],0
a8,1,0.91495,0.011406,[ 2 33] ; [ 4 60],[ 2.12121212 32.87878788] ; [ 3.87878788 60.12121212],0
p4,1,0.9268,0.00844,[14 23] ; [24 41],[13.78431373 23.21568627] ; [24.21568627 40.78431373],0
