Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.493155,[24 33] ; [108  32],[38.1928934 18.8071066] ; [93.8071066 46.1928934],1
p7,1,4e-06,21.367832,[15 41] ; [88 51],[29.57948718 26.42051282] ; [73.42051282 65.57948718],1
p4,1,2.8e-05,17.526434,[ 9 49] ; [67 75],[22.04 35.96] ; [53.96 88.04],1
r3,1,4.6e-05,16.610492,[42 18] ; [129  11],[51.3  8.7] ; [119.7  20.3],1
v4,1,4.8e-05,16.511424,[43 17] ; [132  10],[51.98019802  8.01980198] ; [123.01980198  18.98019802],1
s1,1,5.8e-05,16.16791,[ 8 50] ; [  1 139],[ 2.63636364 55.36363636] ; [  6.36363636 133.63636364],1
p10,1,8.9e-05,15.362488,[23 35] ; [98 43],[35.26633166 22.73366834] ; [85.73366834 55.26633166],1
p8,1,0.000896,11.031564,[11 49] ; [60 80],[21.3 38.7] ; [49.7 90.3],1
p11,1,0.001813,9.730252,[30 30] ; [104  39],[39.60591133 20.39408867] ; [94.39408867 48.60591133],0
p3,1,0.008774,6.868244,[11 49] ; [53 90],[18.91625616 41.08374384] ; [45.08374384 97.91625616],0
s5,1,0.009549,6.717081,[ 5 53] ; [ 35 106],[11.65829146 46.34170854] ; [ 28.34170854 112.65829146],0
p6,1,0.010277,6.586262,[ 8 50] ; [44 96],[15.23232323 42.76767677] ; [ 36.76767677 103.23232323],0
d5,1,0.011911,6.323996,[27 33] ; [91 51],[35.04950495 24.95049505] ; [82.95049505 59.04950495],0
a7,1,0.014656,5.957301,[29 31] ; [94 47],[36.71641791 23.28358209] ; [86.28358209 54.71641791],0
a6,1,0.020075,5.40533,[22 38] ; [78 65],[29.55665025 30.44334975] ; [70.44334975 72.55665025],0
r4,1,0.035207,4.435126,[37 23] ; [109  34],[43.15270936 16.84729064] ; [102.84729064  40.15270936],0
d3,1,0.040307,4.20493,[25 35] ; [81 60],[31.64179104 28.35820896] ; [74.35820896 66.64179104],0
v1,1,0.043668,4.069346,[16 44] ; [58 81],[22.31155779 37.68844221] ; [51.68844221 87.31155779],0
n6,1,0.049468,3.859388,[37 23] ; [107  35],[42.77227723 17.22772277] ; [101.22772277  40.77227723],0
p5,1,0.0967,2.759149,[ 1 59] ; [ 11 132],[ 3.54679803 56.45320197] ; [  8.45320197 134.54679803],0
a1,1,0.103557,2.649883,[ 4 56] ; [  3 140],[ 2.06896552 57.93103448] ; [  4.93103448 138.06896552],0
s7,1,0.109562,2.560527,[ 7 51] ; [ 30 107],[11.00512821 46.99487179] ; [ 25.99487179 111.00512821],0
s6,1,0.12425,2.362915,[21 39] ; [65 74],[25.92964824 34.07035176] ; [60.07035176 78.92964824],0
s3,1,0.142179,2.154215,[19 38] ; [63 78],[23.60606061 33.39393939] ; [58.39393939 82.60606061],0
b1,1,0.156218,2.010459,[26 34] ; [47 96],[21.57635468 38.42364532] ; [51.42364532 91.57635468],0
n5,1,0.161131,1.963576,[32 27] ; [92 50],[36.39800995 22.60199005] ; [87.60199005 54.39800995],0
n3,1,0.173482,1.852592,[13 10] ; [30 11],[15.453125  7.546875] ; [27.546875 13.453125],0
a8,1,0.199245,1.647902,[ 3 54] ; [ 15 119],[ 5.37172775 51.62827225] ; [ 12.62827225 121.37172775],0
r2,1,0.20605,1.598967,[47 12] ; [124  19],[49.94554455  9.05445545] ; [121.05445545  21.94554455],0
a4,1,0.225505,1.468989,[ 7 52] ; [ 27 116],[ 9.93069307 49.06930693] ; [ 24.06930693 118.93069307],0
n1,1,0.250793,1.318882,[10 13] ; [12 29],[ 7.90625 15.09375] ; [14.09375 26.90625],0
v2,1,0.257455,1.282389,[18 38] ; [56 81],[21.47150259 34.52849741] ; [52.52849741 84.47150259],0
d4,1,0.365529,0.818808,[36 24] ; [94 47],[38.80597015 21.19402985] ; [91.19402985 49.80597015],0
n4,1,0.39063,0.736981,[32 28] ; [85 57],[34.75247525 25.24752475] ; [82.24752475 59.75247525],0
s2,1,0.392588,0.73091,[15 44] ; [45 98],[17.52475248 41.47524752] ; [ 42.47524752 100.52475248],0
b4,1,0.420063,0.650139,[35 25] ; [92 51],[37.53694581 22.46305419] ; [89.46305419 53.53694581],0
d2,1,0.471389,0.518718,[15 45] ; [ 29 113],[13.06930693 46.93069307] ; [ 30.93069307 111.06930693],0
b2,1,0.481956,0.494435,[10 22] ; [18 55],[ 8.53333333 23.46666667] ; [19.46666667 53.53333333],0
b3,1,0.481956,0.494435,[10 22] ; [18 55],[ 8.53333333 23.46666667] ; [19.46666667 53.53333333],0
u3,1,0.631827,0.229592,[18 18] ; [38 46],[16.8 19.2] ; [39.2 44.8],0
v3,1,0.704888,0.143437,[16 42] ; [ 35 105],[14.93939394 43.06060606] ; [ 36.06060606 103.93939394],0
s4,1,0.708301,0.13998,[ 9 51] ; [ 24 116],[ 9.9 50.1] ; [ 23.1 116.9],0
r1,1,0.796049,0.066804,[36 24] ; [83 60],[35.17241379 24.82758621] ; [83.82758621 59.17241379],0
u2,1,0.827366,0.047559,[17 19] ; [41 42],[17.54621849 18.45378151] ; [40.45378151 42.54621849],0
p12,1,0.843387,0.039031,[ 2 58] ; [  4 138],[ 1.78217822 58.21782178] ; [  4.21782178 137.78217822],0
d1,1,0.849406,0.036053,[16 44] ; [ 40 103],[16.55172414 43.44827586] ; [ 39.44827586 103.55172414],0
n2,1,0.853199,0.034239,[15  8] ; [27 13],[15.33333333  7.66666667] ; [26.66666667 13.33333333],0
b5,1,0.911105,0.012465,[36 24] ; [87 56],[36.3546798 23.6453202] ; [86.6453202 56.3546798],0
p1,1,0.930689,0.007565,[ 4 56] ; [  9 133],[ 3.86138614 56.13861386] ; [  9.13861386 132.86138614],0
a3,1,0.952237,0.003588,[24 35] ; [58 83],[24.19 34.81] ; [57.81 83.19],0
