Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.8e-05,18.438513,[29  6] ; [17 31],[19.39759036 15.60240964] ; [26.60240964 21.39759036],1
p8,1,0.000243,13.461951,[28  7] ; [19 29],[19.81927711 15.18072289] ; [27.18072289 20.81927711],1
a5,1,0.001279,10.371963,[27  8] ; [20 28],[19.81927711 15.18072289] ; [27.18072289 20.81927711],0
p6,1,0.011922,6.322387,[19 16] ; [13 35],[13.4939759 21.5060241] ; [18.5060241 29.4939759],0
p12,1,0.014765,5.944266,[ 6 29] ; [ 1 47],[ 2.95180723 32.04819277] ; [ 4.04819277 43.95180723],0
p7,1,0.034023,4.493554,[27  8] ; [25 21],[22.4691358 12.5308642] ; [29.5308642 16.4691358],0
s7,1,0.041236,4.166305,[25  9] ; [24 23],[20.56790123 13.43209877] ; [28.43209877 18.56790123],0
a8,1,0.064885,3.407891,[ 3 31] ; [11 33],[ 6.1025641 27.8974359] ; [ 7.8974359 36.1025641],0
b2,1,0.084293,2.980117,[11 11] ; [ 8 22],[ 8.03846154 13.96153846] ; [10.96153846 19.03846154],0
b3,1,0.084293,2.980117,[11 11] ; [ 8 22],[ 8.03846154 13.96153846] ; [10.96153846 19.03846154],0
p5,1,0.131058,2.279925,[ 7 28] ; [ 4 43],[ 4.69512195 30.30487805] ; [ 6.30487805 40.69512195],0
s5,1,0.170507,1.878479,[16 17] ; [16 32],[13.03703704 19.96296296] ; [18.96296296 29.03703704],0
s8,1,0.184294,1.762652,[19 16] ; [19 29],[16.02409639 18.97590361] ; [21.97590361 26.02409639],0
p2,1,0.205913,1.59993,[29  6] ; [34 14],[26.56626506  8.43373494] ; [36.43373494 11.56626506],0
a4,1,0.213368,1.548425,[ 8 27] ; [ 6 42],[ 5.90361446 29.09638554] ; [ 8.09638554 39.90361446],0
d1,1,0.220568,1.50067,[ 5 30] ; [ 3 45],[ 3.37349398 31.62650602] ; [ 4.62650602 43.37349398],0
v4,1,0.232906,1.423026,[30  5] ; [44  3],[31.58536585  3.41463415] ; [42.41463415  4.58536585],0
p11,1,0.251484,1.315043,[28  7] ; [33 15],[25.72289157  9.27710843] ; [35.27710843 12.72289157],0
n4,1,0.257714,1.280995,[26  9] ; [30 18],[23.61445783 11.38554217] ; [32.38554217 15.61445783],0
b4,1,0.27605,1.186434,[21 14] ; [23 25],[18.55421687 16.44578313] ; [25.44578313 22.55421687],0
v3,1,0.277047,1.18152,[15 20] ; [15 33],[12.65060241 22.34939759] ; [17.34939759 30.65060241],0
a3,1,0.290763,1.116085,[23 12] ; [26 22],[20.6626506 14.3373494] ; [28.3373494 19.6626506],0
v2,1,0.294059,1.100945,[17 17] ; [18 29],[14.69135802 19.30864198] ; [20.30864198 26.69135802],0
d4,1,0.298755,1.079743,[25 10] ; [29 19],[22.77108434 12.22891566] ; [31.22891566 16.77108434],0
a6,1,0.328048,0.956589,[22 13] ; [25 23],[19.81927711 15.18072289] ; [27.18072289 20.81927711],0
n2,1,0.347465,0.882692,[1 1] ; [12  3],[1.52941176 0.47058824] ; [11.47058824  3.52941176],0
v1,1,0.354438,0.857505,[15 20] ; [25 22],[17.07317073 17.92682927] ; [22.92682927 24.07317073],0
u1,1,0.381464,0.76598,[ 2 33] ; [ 1 47],[ 1.26506024 33.73493976] ; [ 1.73493976 46.26506024],0
u2,1,0.424427,0.638024,[8 4] ; [11 10],[6.90909091 5.09090909] ; [12.09090909  8.90909091],0
p10,1,0.447083,0.578036,[26  9] ; [39  9],[27.40963855  7.59036145] ; [37.59036145 10.40963855],0
a1,1,0.476022,0.507962,[ 1 34] ; [ 3 45],[ 1.68674699 33.31325301] ; [ 2.31325301 45.68674699],0
n1,1,0.496329,0.462778,[1 1] ; [ 4 11],[0.58823529 1.41176471] ; [ 4.41176471 10.58823529],0
p9,1,0.519793,0.414304,[29  6] ; [37 11],[27.8313253  7.1686747] ; [38.1686747  9.8313253],0
p1,1,0.552537,0.352792,[ 6 29] ; [ 6 42],[ 5.06024096 29.93975904] ; [ 6.93975904 41.06024096],0
r3,1,0.56973,0.323134,[32  3] ; [42  6],[31.20481928  3.79518072] ; [42.79518072  5.20481928],0
r4,1,0.591709,0.287683,[30  5] ; [39  9],[29.09638554  5.90361446] ; [39.90361446  8.09638554],0
s3,1,0.617611,0.24924,[30  5] ; [42  5],[30.73170732  4.26829268] ; [41.26829268  5.73170732],0
a2,1,0.686728,0.162651,[ 3 32] ; [ 3 45],[ 2.53012048 32.46987952] ; [ 3.46987952 44.53012048],0
a7,1,0.704325,0.144012,[24 11] ; [31 17],[23.19277108 11.80722892] ; [31.80722892 16.19277108],0
n6,1,0.712596,0.135697,[28  7] ; [36 11],[27.31707317  7.68292683] ; [36.68292683 10.31707317],0
b1,1,0.787633,0.072569,[15 20] ; [22 26],[15.60240964 19.39759036] ; [21.39759036 26.60240964],0
r1,1,0.792804,0.068996,[25 10] ; [33 15],[24.45783133 10.54216867] ; [33.54216867 14.45783133],0
r2,1,0.841693,0.039891,[30  5] ; [41  6],[30.30487805  4.69512195] ; [40.69512195  6.30487805],0
b5,1,0.871579,0.026132,[22 13] ; [31 17],[22.34939759 12.65060241] ; [30.65060241 17.34939759],0
n5,1,0.889014,0.019475,[26  9] ; [35 13],[25.72289157  9.27710843] ; [35.27710843 12.72289157],0
d3,1,0.897712,0.016526,[18 17] ; [24 24],[17.71084337 17.28915663] ; [24.28915663 23.71084337],0
s6,1,0.941074,0.005464,[26  9] ; [36 12],[26.14457831  8.85542169] ; [35.85542169 12.14457831],0
d2,1,0.941074,0.005464,[ 9 26] ; [12 36],[ 8.85542169 26.14457831] ; [12.14457831 35.85542169],0
u3,1,0.946929,0.004431,[7 5] ; [12  9],[6.90909091 5.09090909] ; [12.09090909  8.90909091],0
s4,1,0.994914,4.1e-05,[ 8 27] ; [11 37],[ 8.01204819 26.98795181] ; [10.98795181 37.01204819],0
