Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,80.987012,[176  44] ; [34 80],[138.32335329  81.67664671] ; [71.67664671 42.32335329],1
a5,1,4e-06,21.439173,[161  61] ; [54 61],[141.63204748  80.36795252] ; [73.36795252 41.63204748],1
a4,1,4.5e-05,16.654995,[ 98 123] ; [25 90],[ 80.90178571 140.09821429] ; [42.09821429 72.90178571],1
s7,1,0.000272,13.255518,[ 87 125] ; [22 85],[ 72.43887147 139.56112853] ; [36.56112853 70.43887147],1
a8,1,0.000356,12.752325,[ 31 174] ; [  2 103],[ 21.82258065 183.17741935] ; [11.17741935 93.82258065],1
n6,1,0.000385,12.604975,[177  43] ; [72 43],[163.52238806  56.47761194] ; [85.47761194 29.52238806],1
p11,1,0.002788,8.941355,[163  59] ; [66 49],[150.85459941  71.14540059] ; [78.14540059 36.85459941],0
d2,1,0.003062,8.769855,[107 111] ; [37 78],[ 94.27027027 123.72972973] ; [49.72972973 65.27027027],0
a2,1,0.004433,8.097406,[ 49 173] ; [ 11 104],[ 39.52522255 182.47477745] ; [20.47477745 94.52522255],0
a3,1,0.008059,7.020233,[148  73] ; [60 55],[136.80952381  84.19047619] ; [71.19047619 43.80952381],0
r1,1,0.01618,5.783215,[168  54] ; [72 42],[158.57142857  63.42857143] ; [81.42857143 32.57142857],0
p10,1,0.016318,5.768313,[159  61] ; [67 46],[149.30930931  70.69069069] ; [76.69069069 36.30930931],0
n2,1,0.034113,4.489033,[46 18] ; [24 22],[40.72727273 23.27272727] ; [29.27272727 16.72727273],0
p3,1,0.03857,4.279699,[ 74 147] ; [26 89],[ 65.77380952 155.22619048] ; [34.22619048 80.77380952],0
b1,1,0.069682,3.290487,[ 96 126] ; [38 77],[ 88.27299703 133.72700297] ; [45.72700297 69.27299703],0
s6,1,0.081212,3.040486,[121  98] ; [52 63],[113.43413174 105.56586826] ; [59.56586826 55.43413174],0
a1,1,0.082303,3.018821,[ 13 209] ; [  2 113],[  9.88130564 212.11869436] ; [  5.11869436 109.88130564],0
n1,1,0.088114,2.908503,[26 36] ; [12 34],[21.81481481 40.18518519] ; [16.18518519 29.81481481],0
d1,1,0.092147,2.836462,[118 104] ; [50 65],[110.67062315 111.32937685] ; [57.32937685 57.67062315],0
s8,1,0.09623,2.766942,[ 69 152] ; [26 89],[ 62.48511905 158.51488095] ; [32.51488095 82.48511905],0
v3,1,0.096778,2.757856,[ 61 153] ; [22 88],[ 54.82098765 159.17901235] ; [28.17901235 81.82098765],0
u1,1,0.098581,2.728353,[ 31 191] ; [  9 106],[ 26.35014837 195.64985163] ; [ 13.64985163 101.35014837],0
p12,1,0.102374,2.668163,[  9 213] ; [  1 114],[  6.58753709 215.41246291] ; [  3.41246291 111.58753709],0
p1,1,0.108133,2.581297,[ 15 205] ; [  3 111],[ 11.85628743 208.14371257] ; [  6.14371257 107.85628743],0
r4,1,0.110659,2.544784,[179  43] ; [84 31],[173.25222552  48.74777448] ; [89.74777448 25.25222552],0
u3,1,0.127482,2.322902,[29 45] ; [28 25],[33.21259843 40.78740157] ; [23.78740157 29.21259843],0
s4,1,0.131201,2.278238,[ 32 190] ; [24 91],[ 36.89020772 185.10979228] ; [19.10979228 95.89020772],0
d5,1,0.135985,2.222819,[172  49] ; [81 34],[166.4077381  54.5922619] ; [86.5922619 28.4077381],0
p7,1,0.162211,1.953493,[103 117] ; [43 68],[ 97.03927492 122.96072508] ; [48.96072508 62.03927492],0
p9,1,0.184382,1.761942,[155  62] ; [72 40],[149.72340426  67.27659574] ; [77.27659574 34.72340426],0
s2,1,0.245306,1.349839,[ 86 135] ; [37 77],[ 81.14328358 139.85671642] ; [41.85671642 72.14328358],0
s3,1,0.257259,1.28345,[109 109] ; [50 65],[104.09009009 113.90990991] ; [54.90990991 60.09009009],0
r2,1,0.278965,1.172126,[193  25] ; [97 18],[189.84984985  28.15015015] ; [100.15015015  14.84984985],0
p4,1,0.301394,1.068017,[ 88 132] ; [39 75],[ 83.65269461 136.34730539] ; [43.34730539 70.65269461],0
d4,1,0.317798,0.997989,[171  49] ; [83 31],[167.30538922  52.69461078] ; [86.69461078 27.30538922],0
b2,1,0.359932,0.838131,[37 96] ; [12 44],[34.48148148 98.51851852] ; [14.51851852 41.48148148],0
b3,1,0.359932,0.838131,[37 96] ; [12 44],[34.48148148 98.51851852] ; [14.51851852 41.48148148],0
a6,1,0.425168,0.635987,[148  73] ; [72 43],[144.70238095  76.29761905] ; [75.29761905 39.70238095],0
p2,1,0.457623,0.551703,[153  69] ; [74 40],[149.98214286  72.01785714] ; [77.01785714 36.98214286],0
b5,1,0.458751,0.548939,[118 104] ; [66 49],[121.21068249 100.78931751] ; [62.78931751 52.21068249],0
a7,1,0.518618,0.41664,[150  71] ; [82 33],[152.5952381  68.4047619] ; [79.4047619 35.5952381],0
v2,1,0.562786,0.334903,[ 88 125] ; [41 67],[ 85.59813084 127.40186916] ; [43.40186916 64.59813084],0
u4,1,0.634832,0.225565,[  1 221] ; [  1 114],[  1.31750742 220.68249258] ; [  0.68249258 114.31750742],0
u2,1,0.642758,0.215153,[35 37] ; [24 30],[33.71428571 38.28571429] ; [25.28571429 28.71428571],0
p5,1,0.676559,0.174025,[ 10 212] ; [  4 109],[  9.27761194 212.72238806] ; [  4.72238806 108.27761194],0
b4,1,0.765058,0.089309,[135  87] ; [68 47],[133.72700297  88.27299703] ; [69.27299703 45.72700297],0
s5,1,0.78804,0.072284,[ 49 168] ; [27 86],[ 49.97575758 167.02424242] ; [26.02424242 86.97575758],0
v4,1,0.84994,0.035795,[192  29] ; [99 14],[192.54790419  28.45209581] ; [98.45209581 14.54790419],0
d3,1,0.852286,0.034671,[138  83] ; [73 42],[138.7827381  82.2172619] ; [72.2172619 42.7827381],0
p8,1,0.906799,0.013707,[ 77 142] ; [39 74],[ 76.51807229 142.48192771] ; [39.48192771 73.51807229],0
n3,1,0.924475,0.008987,[39 22] ; [29 17],[38.76635514 22.23364486] ; [29.23364486 16.76635514],0
s1,1,0.933816,0.006896,[ 10 210] ; [  5 110],[  9.85074627 210.14925373] ; [  5.14925373 109.85074627],0
r3,1,0.971607,0.001267,[191  29] ; [100  15],[191.10447761  28.89552239] ; [99.89552239 15.10447761],0
