Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,97.619286,[174 236] ; [200  44],[234.4648318 175.5351682] ; [139.5351682 104.4648318],1
v1,1,0.0,33.535431,[174 239] ; [161  85],[209.94688923 203.05311077] ; [125.05311077 120.94688923],1
s8,1,1e-06,23.627844,[143 277] ; [131 115],[172.79279279 247.20720721] ; [101.20720721 144.79279279],1
s7,1,5.5e-05,16.269178,[162 242] ; [133 102],[186.51017214 217.48982786] ; [108.48982786 126.51017214],1
n5,1,0.000425,12.419053,[273 143] ; [194  53],[293.01960784 122.98039216] ; [173.98039216  73.01960784],1
n4,1,0.001074,10.695489,[294 126] ; [202  46],[311.85628743 108.14371257] ; [184.14371257  63.85628743],0
p12,1,0.001166,10.543693,[ 14 403] ; [ 23 223],[ 23.27149321 393.72850679] ; [ 13.72850679 232.27149321],0
n6,1,0.002358,9.24737,[328  90] ; [217  30],[342.57142857  75.42857143] ; [202.42857143  44.57142857],0
p3,1,0.005492,7.709912,[172 248] ; [129 119],[189.25149701 230.74850299] ; [111.74850299 136.25149701],0
d2,1,0.010385,6.567704,[202 217] ; [145 103],[217.98050975 201.01949025] ; [129.01949025 118.98050975],0
d1,1,0.010389,6.567001,[269 152] ; [183  66],[284.01791045 136.98208955] ; [167.98208955  81.01791045],0
r3,1,0.013072,6.159292,[387  31] ; [242   7],[394.18590705  23.81409295] ; [234.81409295  14.18590705],0
a2,1,0.020286,5.387114,[ 96 325] ; [ 77 172],[108.70597015 312.29402985] ; [ 64.29402985 184.70597015],0
s2,1,0.020311,5.384969,[196 223] ; [138 108],[210.44511278 208.55488722] ; [123.55488722 122.44511278],0
p7,1,0.02133,5.299597,[233 177] ; [159  82],[246.88172043 163.11827957] ; [145.11827957  95.88172043],0
r4,1,0.02644,4.926998,[357  64] ; [226  23],[366.33283582  54.66716418] ; [216.66716418  32.33283582],0
p10,1,0.028318,4.808629,[314 104] ; [202  43],[325.32126697  92.67873303] ; [190.67873303  54.32126697],0
a3,1,0.042031,4.13394,[298 122] ; [193  54],[309.17541229 110.82458771] ; [181.82458771  65.17541229],0
u1,1,0.060425,3.52567,[ 73 348] ; [ 58 191],[ 82.31492537 338.68507463] ; [ 48.68507463 200.31492537],0
v4,1,0.067135,3.351705,[385  34] ; [237  11],[390.73163418  28.26836582] ; [231.26836582  16.73163418],0
s4,1,0.068267,3.324208,[ 82 333] ; [ 35 212],[ 73.34592145 341.65407855] ; [ 43.65407855 203.34592145],0
a1,1,0.088263,2.90578,[ 15 406] ; [ 16 233],[ 19.47910448 401.52089552] ; [ 11.52089552 237.47910448],0
r2,1,0.097945,2.73869,[380  32] ; [235  11],[385.07598784  26.92401216] ; [229.92401216  16.07598784],0
p11,1,0.125476,2.3476,[311 110] ; [197  52],[319.20597015 101.79402985] ; [188.79402985  60.20597015],0
p2,1,0.125935,2.341914,[332  88] ; [208  40],[339.52095808  80.47904192] ; [200.47904192  47.52095808],0
u4,1,0.132164,2.2669,[  4 417] ; [  6 243],[  6.28358209 414.71641791] ; [  3.71641791 245.28358209],0
p8,1,0.135818,2.224712,[192 225] ; [126 116],[201.22306525 215.77693475] ; [116.77693475 125.22306525],0
