Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,136.58973,[299  53] ; [40 92],[246.54545455 105.45454545] ; [92.45454545 39.54545455],1
n6,1,0.0,25.730258,[302  50] ; [86 46],[282.18181818  69.81818182] ; [105.81818182  26.18181818],1
p11,1,8e-06,19.911352,[283  72] ; [79 53],[263.88090349  91.11909651] ; [98.11909651 33.88090349],1
a8,1,1.3e-05,19.008781,[ 55 265] ; [  2 120],[ 41.26696833 278.73303167] ; [ 15.73303167 106.26696833],1
a4,1,7e-05,15.815902,[181 172] ; [41 91],[161.57938144 191.42061856] ; [60.42061856 71.57938144],1
a5,1,7.1e-05,15.782646,[285  70] ; [83 49],[268.25462012  86.74537988] ; [99.74537988 32.25462012],1
s7,1,0.000645,11.641302,[156 182] ; [35 88],[140.03904555 197.96095445] ; [50.96095445 72.03904555],1
d2,1,0.00095,10.922405,[198 154] ; [52 80],[181.81818182 170.18181818] ; [68.18181818 63.81818182],1
a3,1,0.00226,9.325596,[270  85] ; [82 50],[256.59137577  98.40862423] ; [95.40862423 36.59137577],0
u1,1,0.002708,8.994654,[ 70 285] ; [ 11 121],[ 59.04517454 295.95482546] ; [ 21.95482546 110.04517454],0
a2,1,0.002906,8.865366,[ 97 258] ; [ 19 113],[ 84.55852156 270.44147844] ; [ 31.44147844 100.55852156],0
p7,1,0.003488,8.532683,[189 160] ; [50 78],[174.86582809 174.13417191] ; [64.13417191 63.86582809],0
s8,1,0.003729,8.411117,[144 209] ; [35 97],[130.28247423 222.71752577] ; [48.71752577 83.28247423],0
r4,1,0.004887,7.920919,[315  40] ; [104  28],[305.4312115  49.5687885] ; [113.5687885  18.4312115],0
p10,1,0.007452,7.160658,[282  72] ; [87 41],[271.00829876  82.99170124] ; [97.99170124 30.00829876],0
p3,1,0.007466,7.157231,[157 196] ; [41 91],[144.11134021 208.88865979] ; [53.88865979 78.11134021],0
p2,1,0.008473,6.930678,[285  69] ; [90 40],[274.2768595  79.7231405] ; [100.7231405  29.2768595],0
p4,1,0.008563,6.91186,[181 172] ; [50 82],[168.12989691 184.87010309] ; [62.87010309 69.12989691],0
v1,1,0.011921,6.322593,[170 172] ; [47 81],[157.90212766 184.09787234] ; [59.09787234 68.90212766],0
v3,1,0.013425,6.112218,[141 200] ; [35 87],[129.62419006 211.37580994] ; [46.37580994 75.62419006],0
n1,1,0.019303,5.473817,[33 41] ; [12 38],[26.85483871 47.14516129] ; [18.14516129 31.85483871],0
s4,1,0.021032,5.32414,[ 45 307] ; [ 28 104],[ 53.09090909 298.90909091] ; [ 19.90909091 112.09090909],0
r1,1,0.026392,4.930137,[290  62] ; [96 35],[281.30848861  70.69151139] ; [104.69151139  26.30848861],0
p9,1,0.052621,3.755906,[280  70] ; [91 36],[272.22222222  77.77777778] ; [98.77777778 28.22222222],0
p12,1,0.067789,3.335767,[ 23 331] ; [  3 128],[ 18.97731959 335.02268041] ; [  7.02268041 123.97731959],0
b1,1,0.080864,3.047443,[138 217] ; [40 92],[129.75359343 225.24640657] ; [48.24640657 83.75359343],0
n2,1,0.082938,3.006361,[56 19] ; [30 20],[51.6 23.4] ; [34.4 15.6],0
p5,1,0.093319,2.816166,[ 29 322] ; [  5 125],[ 24.81081081 326.18918919] ; [  9.18918919 120.81081081],0
u3,1,0.103445,2.65161,[45 40] ; [33 16],[49.47761194 35.52238806] ; [28.52238806 20.47761194],0
d1,1,0.117015,2.456825,[242 113] ; [80 52],[234.72279261 120.27720739] ; [87.27720739 44.72279261],0
s3,1,0.139938,2.178636,[187 161] ; [60 70],[179.82426778 168.17573222] ; [67.17573222 62.82426778],0
r2,1,0.142277,2.153156,[329  19] ; [119  12],[325.47807933  22.52192067] ; [122.52192067   8.47807933],0
p1,1,0.172939,1.857277,[ 22 331] ; [  4 126],[ 19.00207039 333.99792961] ; [  6.99792961 123.00207039],0
s2,1,0.185125,1.755992,[163 188] ; [52 79],[156.56639004 194.43360996] ; [58.43360996 72.56639004],0
v2,1,0.23707,1.397931,[195 147] ; [62 60],[189.42672414 152.57327586] ; [67.57327586 54.42672414],0
a7,1,0.2513,1.31606,[261  93] ; [104  28],[265.86419753  88.13580247] ; [99.13580247 32.86419753],0
a1,1,0.257674,1.281211,[ 16 339] ; [  3 129],[ 13.85010267 341.14989733] ; [  5.14989733 126.85010267],0
s6,1,0.270654,1.21343,[219 130] ; [75 56],[213.7625 135.2375] ; [80.2375 50.7625],0
r3,1,0.272458,1.204332,[331  22] ; [120  12],[328.25360825  24.74639175] ; [122.74639175   9.25360825],0
b3,1,0.348114,0.880319,[ 73 150] ; [17 47],[ 69.93031359 153.06968641] ; [20.06968641 43.93031359],0
b2,1,0.348114,0.880319,[ 73 150] ; [17 47],[ 69.93031359 153.06968641] ; [20.06968641 43.93031359],0
u4,1,0.348733,0.878063,[  7 348] ; [  1 131],[  5.83162218 349.16837782] ; [  2.16837782 129.83162218],0
p8,1,0.373489,0.792022,[147 204] ; [49 82],[142.73029046 208.26970954] ; [53.26970954 77.73029046],0
a6,1,0.409667,0.679767,[253 102] ; [89 43],[249.30184805 105.69815195] ; [92.69815195 39.30184805],0
d4,1,0.429907,0.623076,[310  44] ; [112  20],[307.38271605  46.61728395] ; [114.61728395  17.38271605],0
d3,1,0.506868,0.440527,[250 105] ; [97 35],[252.94661191 102.05338809] ; [94.05338809 37.94661191],0
n3,1,0.58116,0.304363,[53 22] ; [33 17],[51.6 23.4] ; [34.4 15.6],0
b4,1,0.607512,0.263814,[206 149] ; [80 52],[208.48049281 146.51950719] ; [77.51950719 54.48049281],0
u2,1,0.690598,0.158439,[47 36] ; [26 23],[45.90151515 37.09848485] ; [27.09848485 21.90151515],0
v4,1,0.693937,0.154857,[326  26] ; [119  11],[324.97925311  27.02074689] ; [120.02074689   9.97925311],0
b5,1,0.710853,0.137426,[219 136] ; [79 53],[217.22792608 137.77207392] ; [80.77207392 51.22792608],0
s1,1,0.781535,0.076906,[  9 341] ; [  4 128],[  9.43983402 340.56016598] ; [  3.56016598 128.43983402],0
s5,1,0.805877,0.060393,[ 98 246] ; [35 93],[ 96.93220339 247.06779661] ; [36.06779661 91.93220339],0
