Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1.8e-05,18.416725,[43 48] ; [57 14],[56.17283951 34.82716049] ; [43.82716049 27.17283951],1
a2,1,0.292572,1.107748,[ 5 86] ; [ 7 64],[ 6.74074074 84.25925926] ; [ 5.25925926 65.74074074],0
a5,1,0.312775,1.018922,[44 47] ; [40 31],[47.18518519 43.81481481] ; [36.81481481 34.18518519],0
n1,1,0.325678,0.966007,[14 27] ; [12 14],[15.91044776 25.08955224] ; [10.08955224 15.91044776],0
d1,1,0.375318,0.785981,[31 60] ; [29 42],[33.7037037 57.2962963] ; [26.2962963 44.7037037],0
n5,1,0.39191,0.733007,[63 27] ; [54 17],[65.40372671 24.59627329] ; [51.59627329 19.40372671],0
s1,1,0.418282,0.655136,[ 5 85] ; [ 2 67],[ 3.96226415 86.03773585] ; [ 3.03773585 65.96226415],0
b1,1,0.439452,0.597714,[44 47] ; [30 41],[41.56790123 49.43209877] ; [32.43209877 38.56790123],0
d2,1,0.517818,0.418238,[36 54] ; [32 39],[38.01242236 51.98757764] ; [29.98757764 41.01242236],0
s4,1,0.604169,0.268753,[14 76] ; [ 9 62],[12.85714286 77.14285714] ; [10.14285714 60.85714286],0
a8,1,0.656265,0.198093,[ 7 77] ; [ 7 60],[ 7.78807947 76.21192053] ; [ 6.21192053 60.78807947],0
a1,1,0.718171,0.130252,[ 4 87] ; [ 4 67],[ 4.49382716 86.50617284] ; [ 3.50617284 67.49382716],0
n6,1,0.7249,0.123846,[64 27] ; [51 19],[65. 26.] ; [50. 20.],0
p12,1,0.726414,0.12243,[ 5 86] ; [ 3 67],[ 4.52173913 86.47826087] ; [ 3.47826087 66.52173913],0
u1,1,0.756148,0.096437,[ 3 88] ; [ 3 68],[ 3.37037037 87.62962963] ; [ 2.62962963 68.37037037],0
u2,1,0.825262,0.048745,[19 22] ; [10 13],[18.578125 22.421875] ; [10.421875 12.578125],0
d3,1,0.868537,0.027396,[36 55] ; [29 42],[36.51234568 54.48765432] ; [28.48765432 42.51234568],0
b4,1,0.887373,0.020059,[51 40] ; [39 32],[50.55555556 40.44444444] ; [39.44444444 31.55555556],0
a6,1,0.955096,0.003171,[35 56] ; [27 44],[34.82716049 56.17283951] ; [27.17283951 43.82716049],0
p1,1,0.957828,0.002796,[ 4 87] ; [ 3 68],[ 3.93209877 87.06790123] ; [ 3.06790123 67.93209877],0
