Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1.8e-05,18.416725,[43 48] ; [57 14],[56.17283951 34.82716049] ; [43.82716049 27.17283951],1
s2,1,9.7e-05,15.194321,[21 68] ; [38 33],[32.81875 56.18125] ; [26.18125 44.81875],1
v2,1,0.000111,14.946382,[22 63] ; [39 30],[33.66883117 51.33116883] ; [27.33116883 41.66883117],1
p10,1,0.000269,13.276186,[45 45] ; [54 15],[56.03773585 33.96226415] ; [42.96226415 26.03773585],1
r3,1,0.002259,9.325799,[66 25] ; [65  6],[73.58641975 17.41358025] ; [57.41358025 13.58641975],0
s6,1,0.008667,6.890114,[34 56] ; [40 28],[42.15189873 47.84810127] ; [31.84810127 36.15189873],0
r4,1,0.009966,6.640932,[56 35] ; [57 14],[63.47530864 27.52469136] ; [49.52469136 21.47530864],0
v4,1,0.010139,6.610383,[70 20] ; [64  5],[75.8490566 14.1509434] ; [58.1509434 10.8490566],0
p7,1,0.013517,6.100204,[34 55] ; [40 29],[41.6835443 47.3164557] ; [32.3164557 36.6835443],0
p9,1,0.01645,5.754091,[52 36] ; [54 16],[59.03797468 28.96202532] ; [46.96202532 23.03797468],0
s3,1,0.017802,5.615491,[33 55] ; [40 31],[40.40251572 47.59748428] ; [32.59748428 38.40251572],0
d4,1,0.02077,5.346009,[50 40] ; [52 19],[57.01863354 32.98136646] ; [44.98136646 26.01863354],0
s8,1,0.021693,5.27028,[20 71] ; [27 43],[26.56521739 64.43478261] ; [20.43478261 49.56521739],0
v3,1,0.02458,5.053207,[17 71] ; [24 44],[23.12820513 64.87179487] ; [17.87179487 50.12820513],0
r2,1,0.030665,4.671629,[70 19] ; [63  6],[74.91772152 14.08227848] ; [58.08227848 10.91772152],0
p6,1,0.047619,3.923387,[15 73] ; [21 48],[20.17834395 67.82165605] ; [15.82165605 53.17834395],0
n3,1,0.058936,3.567073,[21 18] ; [20  6],[24.6 14.4] ; [16.4  9.6],0
p5,1,0.061803,3.488319,[ 2 89] ; [ 6 63],[ 4.55 86.45] ; [ 3.45 65.55],0
a4,1,0.071085,3.257785,[31 59] ; [34 36],[36.5625 53.4375] ; [28.4375 41.5625],0
p2,1,0.073082,3.212404,[51 39] ; [50 21],[56.45962733 33.54037267] ; [44.54037267 26.45962733],0
p4,1,0.074066,3.19054,[23 65] ; [28 43],[28.22641509 59.77358491] ; [22.77358491 48.22641509],0
a3,1,0.076257,3.142923,[49 42] ; [48 23],[54.48765432 36.51234568] ; [42.51234568 28.48765432],0
s5,1,0.079007,3.085206,[16 71] ; [21 48],[20.63461538 66.36538462] ; [16.36538462 52.63461538],0
p8,1,0.086064,2.946497,[21 69] ; [25 45],[25.875 64.125] ; [20.125 49.875],0
s7,1,0.088705,2.897727,[25 60] ; [29 39],[30. 55.] ; [24. 44.],0
d5,1,0.091947,2.839956,[51 40] ; [49 22],[56.17283951 34.82716049] ; [43.82716049 27.17283951],0
b3,1,0.180113,1.79669,[16 32] ; [22 25],[19.2 28.8] ; [18.8 28.2],0
b2,1,0.180113,1.79669,[16 32] ; [22 25],[19.2 28.8] ; [18.8 28.2],0
b5,1,0.226681,1.461566,[40 51] ; [38 33],[43.81481481 47.18518519] ; [34.18518519 36.81481481],0
u3,1,0.2508,1.318841,[14 28] ; [11 12],[16.15384615 25.84615385] ; [ 8.84615385 14.15384615],0
p11,1,0.253132,1.305936,[59 32] ; [52 19],[62.35185185 28.64814815] ; [48.64814815 22.35185185],0
n4,1,0.275899,1.187179,[58 33] ; [51 20],[61.22839506 29.77160494] ; [47.77160494 23.22839506],0
n2,1,0.287007,1.13361,[29 13] ; [21  5],[30.88235294 11.11764706] ; [19.11764706  6.88235294],0
