Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,59.541799,[87 57] ; [ 18 107],[56.20817844 87.79182156] ; [48.79182156 76.20817844],1
s3,1,0.0,51.056689,[99 45] ; [31 93],[69.85074627 74.14925373] ; [60.14925373 63.85074627],1
s8,1,0.0,40.952586,[66 78] ; [ 13 113],[ 42.13333333 101.86666667] ; [36.86666667 89.13333333],1
s5,1,0.0,37.700231,[54 90] ; [  7 115],[ 33.02255639 110.97744361] ; [27.97744361 94.02255639],1
s7,1,0.0,37.463344,[77 62] ; [22 98],[53.13127413 85.86872587] ; [45.86872587 74.13127413],1
r4,1,0.0,34.772179,[130  14] ; [75 51],[109.33333333  34.66666667] ; [95.66666667 30.33333333],1
p4,1,0.0,28.754989,[88 55] ; [36 89],[66.1641791 76.8358209] ; [57.8358209 67.1641791],1
r3,1,0.0,25.298405,[136   7] ; [92 34],[121.20446097  21.79553903] ; [106.79553903  19.20446097],1
p2,1,2e-06,22.666584,[123  21] ; [74 50],[105.85074627  38.14925373] ; [91.14925373 32.85074627],1
r1,1,1.2e-05,19.166698,[107  37] ; [61 65],[89.6 54.4] ; [78.4 47.6],1
v4,1,2e-05,18.186329,[137   7] ; [97 28],[125.26394052  18.73605948] ; [108.73605948  16.26394052],1
s4,1,5.6e-05,16.232386,[41 99] ; [ 12 114],[ 27.89473684 112.10526316] ; [ 25.10526316 100.89473684],1
p7,1,6.2e-05,16.038017,[87 53] ; [46 77],[70.79847909 69.20152091] ; [62.20152091 60.79847909],1
n6,1,0.000152,14.343673,[122  22] ; [81 44],[108.66914498  35.33085502] ; [94.33085502 30.66914498],1
p11,1,0.000178,14.047782,[109  35] ; [68 58],[94.4 49.6] ; [82.6 43.4],1
p10,1,0.000433,12.385059,[104  38] ; [65 59],[90.21804511 51.78195489] ; [78.78195489 45.21804511],1
p9,1,0.000572,11.863944,[110  32] ; [71 52],[96.98867925 45.01132075] ; [84.01132075 38.98867925],1
n4,1,0.001901,9.642857,[108  36] ; [72 54],[96. 48.] ; [84. 42.],0
u3,1,0.002061,9.494505,[34 18] ; [20 36],[26. 26.] ; [28. 28.],0
p3,1,0.002112,9.449561,[64 80] ; [33 92],[51.92565056 92.07434944] ; [45.07434944 79.92565056],0
p8,1,0.003718,8.416495,[70 74] ; [39 86],[58.34944238 85.65055762] ; [50.65055762 74.34944238],0
p5,1,0.005704,7.641544,[ 16 128] ; [  3 121],[ 10.20895522 133.79104478] ; [  8.79104478 115.20895522],0
r2,1,0.006032,7.540807,[129  13] ; [97 26],[121.10188679  20.89811321] ; [104.89811321  18.10188679],0
n5,1,0.013311,6.127318,[103  40] ; [72 53],[93.37686567 49.62313433] ; [81.62313433 43.37686567],0
u1,1,0.019861,5.424107,[ 22 122] ; [  8 118],[ 16. 128.] ; [ 14. 112.],0
p6,1,0.029126,4.760154,[50 94] ; [28 96],[ 41.91044776 102.08955224] ; [36.08955224 87.91044776],0
d4,1,0.031943,4.601563,[112  31] ; [84 42],[104.19330855  38.80669145] ; [91.80669145 34.19330855],0
d1,1,0.041477,4.156404,[75 69] ; [50 76],[66.66666667 77.33333333] ; [58.33333333 67.66666667],0
a5,1,0.042055,4.133004,[93 51] ; [66 60],[84.8 59.2] ; [74.2 51.8],0
v3,1,0.050037,3.840222,[ 23 119] ; [ 10 112],[ 17.75 124.25] ; [ 15.25 106.75],0
d5,1,0.072723,3.220469,[106  37] ; [80 45],[99.24626866 43.75373134] ; [86.75373134 38.24626866],0
d3,1,0.120172,2.415083,[94 49] ; [70 54],[87.83520599 55.16479401] ; [76.16479401 47.83520599],0
u2,1,0.144632,2.127968,[32 21] ; [26 30],[28.20183486 24.79816514] ; [29.79816514 26.20183486],0
b2,1,0.202832,1.621865,[20 58] ; [26 48],[23.60526316 54.39473684] ; [22.39473684 51.60526316],0
b3,1,0.202832,1.621865,[20 58] ; [26 48],[23.60526316 54.39473684] ; [22.39473684 51.60526316],0
p12,1,0.212398,1.555003,[  6 138] ; [  2 124],[  4.26666667 139.73333333] ; [  3.73333333 122.26666667],0
s1,1,0.247392,1.337974,[ 12 132] ; [  6 119],[  9.63568773 134.36431227] ; [  8.36431227 116.63568773],0
a3,1,0.278782,1.173019,[90 54] ; [70 55],[85.65055762 58.34944238] ; [74.34944238 50.65055762],0
n3,1,0.296389,1.09037,[28 14] ; [28 22],[25.56521739 16.43478261] ; [30.43478261 19.56521739],0
n2,1,0.447827,0.576146,[27 15] ; [30 23],[25.2 16.8] ; [31.8 21.2],0
a4,1,0.471601,0.518222,[58 86] ; [45 80],[55.13754647 88.86245353] ; [47.86245353 77.13754647],0
a7,1,0.53187,0.390817,[94 50] ; [77 48],[91.53903346 52.46096654] ; [79.46096654 45.53903346],0
a1,1,0.59484,0.282849,[  6 138] ; [  7 119],[  6.93333333 137.06666667] ; [  6.06666667 119.93333333],0
a2,1,0.612542,0.25649,[ 25 119] ; [ 19 107],[ 23.46666667 120.53333333] ; [ 20.53333333 105.46666667],0
b5,1,0.6682,0.183715,[82 62] ; [75 51],[83.73333333 60.26666667] ; [73.26666667 52.73333333],0
b4,1,0.706825,0.141469,[81 63] ; [68 58],[79.46666667 64.53333333] ; [69.53333333 56.46666667],0
d2,1,0.718188,0.130235,[58 85] ; [53 71],[59.4494382 83.5505618] ; [51.5505618 72.4494382],0
n1,1,0.843722,0.038862,[15 26] ; [18 34],[14.5483871 26.4516129] ; [18.4516129 33.5483871],0
b1,1,0.86854,0.027394,[58 86] ; [52 74],[58.66666667 85.33333333] ; [51.33333333 74.66666667],0
p1,1,0.950032,0.003927,[ 13 130] ; [ 11 113],[ 12.85393258 130.14606742] ; [ 11.14606742 112.85393258],0
a6,1,0.950823,0.003804,[88 55] ; [78 48],[88.24535316 54.75464684] ; [77.75464684 48.24535316],0
a8,1,0.997476,1e-05,[ 15 121] ; [ 13 105],[ 14.99212598 121.00787402] ; [ 13.00787402 104.99212598],0
