Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001236,10.435687,[30  6] ; [60 53],[21.74496644 14.25503356] ; [68.25503356 44.74496644],0
s2,1,0.005316,7.768531,[25 12] ; [47 67],[17.64238411 19.35761589] ; [54.35761589 59.64238411],0
s7,1,0.007911,7.053475,[21 14] ; [37 70],[14.29577465 20.70422535] ; [43.70422535 63.29577465],0
s4,1,0.010328,6.577353,[12 24] ; [16 97],[ 6.76510067 29.23489933] ; [21.23489933 91.76510067],0
b5,1,0.015564,5.851509,[15 22] ; [72 42],[21.31788079 15.68211921] ; [65.68211921 48.31788079],0
p8,1,0.017241,5.671682,[28  9] ; [61 53],[21.80794702 15.19205298] ; [67.19205298 46.80794702],0
p2,1,0.035708,4.410988,[35  2] ; [91 23],[30.87417219  6.12582781] ; [95.12582781 18.87417219],0
a7,1,0.0358,4.406585,[18 19] ; [76 36],[23.34228188 13.65771812] ; [70.65771812 41.34228188],0
n1,1,0.036203,4.3875,[8 7] ; [ 5 19],[ 5. 10.] ; [ 8. 16.],0
s3,1,0.066785,3.360327,[26 11] ; [60 53],[21.21333333 15.78666667] ; [64.78666667 48.21333333],0
r1,1,0.081659,3.031571,[29  8] ; [71 42],[24.66666667 12.33333333] ; [75.33333333 37.66666667],0
a8,1,0.085662,2.954062,[ 8 27] ; [12 95],[ 4.92957746 30.07042254] ; [15.07042254 91.92957746],0
p5,1,0.093539,2.812385,[ 7 30] ; [ 10 103],[ 4.19333333 32.80666667] ; [ 12.80666667 100.19333333],0
d1,1,0.115363,2.479169,[ 7 30] ; [37 77],[10.78145695 26.21854305] ; [33.21854305 80.78145695],0
p1,1,0.135186,2.231916,[ 5 31] ; [  7 107],[ 2.88 33.12] ; [  9.12 104.88],0
b3,1,0.135854,2.224298,[ 2 21] ; [16 54],[ 4.4516129 18.5483871] ; [13.5483871 56.4516129],0
b2,1,0.135854,2.224298,[ 2 21] ; [16 54],[ 4.4516129 18.5483871] ; [13.5483871 56.4516129],0
p12,1,0.138395,2.195711,[ 3 34] ; [  3 111],[ 1.47019868 35.52980132] ; [  4.52980132 109.47019868],0
p6,1,0.183529,1.768814,[20 16] ; [48 64],[16.54054054 19.45945946] ; [51.45945946 60.54054054],0
a6,1,0.197785,1.658658,[14 23] ; [57 57],[17.39735099 19.60264901] ; [53.60264901 60.39735099],0
a1,1,0.229511,1.443891,[ 2 35] ; [  2 112],[ 0.98013245 36.01986755] ; [  3.01986755 110.98013245],0
s1,1,0.229511,1.443891,[ 2 35] ; [  2 112],[ 0.98013245 36.01986755] ; [  3.01986755 110.98013245],0
u1,1,0.229511,1.443891,[ 2 35] ; [  2 112],[ 0.98013245 36.01986755] ; [  3.01986755 110.98013245],0
n2,1,0.253555,1.303611,[13  2] ; [17  7],[11.53846154  3.46153846] ; [18.46153846  5.53846154],0
b4,1,0.269484,1.219373,[23 14] ; [59 55],[20.09271523 16.90728477] ; [61.90728477 52.09271523],0
n4,1,0.303772,1.057563,[28  9] ; [76 38],[25.48344371 11.51655629] ; [78.51655629 35.48344371],0
v1,1,0.313384,1.016358,[20 16] ; [50 59],[17.37931034 18.62068966] ; [52.62068966 56.37931034],0
n3,1,0.323436,0.975,[9 6] ; [18  6],[10.38461538  4.61538462] ; [16.61538462  7.38461538],0
r3,1,0.3504,0.872009,[35  1] ; [106   8],[33.84  2.16] ; [107.16   6.84],0
p9,1,0.351389,0.868433,[29  7] ; [83 31],[26.88  9.12] ; [85.12 28.88],0
a3,1,0.371404,0.79896,[19 17] ; [50 63],[16.67114094 19.32885906] ; [52.32885906 60.67114094],0
n5,1,0.401864,0.70274,[28  9] ; [78 36],[25.97350993 11.02649007] ; [80.02649007 33.97350993],0
p4,1,0.468802,0.524798,[22 15] ; [60 54],[20.09271523 16.90728477] ; [61.90728477 52.09271523],0
d5,1,0.477645,0.504235,[25 12] ; [69 44],[23.18666667 13.81333333] ; [70.81333333 42.18666667],0
a4,1,0.49434,0.467065,[ 8 29] ; [19 95],[ 6.61589404 30.38410596] ; [20.38410596 93.61589404],0
v3,1,0.524742,0.404562,[14 23] ; [36 76],[12.41610738 24.58389262] ; [37.58389262 74.41610738],0
d3,1,0.53864,0.378065,[19 18] ; [64 48],[20.61073826 16.38926174] ; [62.38926174 49.61073826],0
p11,1,0.546526,0.363578,[30  7] ; [87 27],[28.66887417  8.33112583] ; [88.33112583 25.66887417],0
r4,1,0.566578,0.328441,[32  5] ; [94 20],[30.87417219  6.12582781] ; [95.12582781 18.87417219],0
u3,1,0.634668,0.225784,[10  8] ; [31 32],[9.11111111 8.88888889] ; [31.88888889 31.11111111],0
r2,1,0.658519,0.195328,[34  3] ; [101  12],[33.3  3.7] ; [101.7  11.3],0
b1,1,0.686775,0.162599,[15 22] ; [42 72],[13.96688742 23.03311258] ; [43.03311258 70.96688742],0
s8,1,0.688091,0.16116,[13 24] ; [36 78],[12.00662252 24.99337748] ; [36.99337748 77.00662252],0
u2,1,0.754488,0.097798,[10  8] ; [37 25],[10.575  7.425] ; [36.425 25.575],0
n6,1,0.861134,0.030601,[29  8] ; [87 26],[28.61333333  8.38666667] ; [87.38666667 25.61333333],0
d2,1,0.88077,0.022498,[ 8 29] ; [26 88],[ 8.33112583 28.66887417] ; [25.66887417 88.33112583],0
v2,1,0.883988,0.021291,[17 19] ; [53 56],[17.37931034 18.62068966] ; [52.62068966 56.37931034],0
p3,1,0.971908,0.00124,[17 20] ; [52 62],[16.90728477 20.09271523] ; [52.09271523 61.90728477],0
d4,1,0.972078,0.001225,[25 12] ; [76 37],[24.91333333 12.08666667] ; [76.08666667 36.91333333],0
p10,1,0.984265,0.000389,[27 10] ; [83 31],[26.95364238 10.04635762] ; [83.04635762 30.95364238],0
