Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.003665,8.442539,[16 16] ; [10 41],[10.02409639 21.97590361] ; [15.97590361 35.02409639],0
v2,1,0.058595,3.576706,[20 12] ; [21 30],[15.80722892 16.19277108] ; [25.19277108 25.80722892],0
s8,1,0.094001,2.804487,[15 17] ; [15 37],[11.42857143 20.57142857] ; [18.57142857 33.42857143],0
a2,1,0.112399,2.520167,[ 9 24] ; [ 7 45],[ 6.21176471 26.78823529] ; [ 9.78823529 42.21176471],0
n2,1,0.138795,2.191263,[10  1] ; [12  6],[8.34482759 2.65517241] ; [13.65517241  4.34482759],0
n4,1,0.160487,1.969634,[24  9] ; [30 22],[20.96470588 12.03529412] ; [33.03529412 18.96470588],0
s1,1,0.164342,1.933814,[ 1 32] ; [ 6 46],[ 2.71764706 30.28235294] ; [ 4.28235294 47.71764706],0
v4,1,0.193502,1.690754,[31  2] ; [44  8],[29.11764706  3.88235294] ; [45.88235294  6.11764706],0
p2,1,0.196604,1.667423,[27  6] ; [36 16],[24.45882353  8.54117647] ; [38.54117647 13.45882353],0
s2,1,0.201059,1.634665,[17 14] ; [21 31],[14.19277108 16.80722892] ; [23.80722892 28.19277108],0
s5,1,0.213679,1.546325,[10 21] ; [10 40],[ 7.65432099 23.34567901] ; [12.34567901 37.65432099],0
a5,1,0.217652,1.519787,[24  9] ; [31 21],[21.35294118 11.64705882] ; [33.64705882 18.35294118],0
r1,1,0.23535,1.408234,[25  8] ; [33 19],[22.51764706 10.48235294] ; [35.48235294 16.51764706],0
d3,1,0.251837,1.313086,[26  7] ; [35 17],[23.68235294  9.31764706] ; [37.31764706 14.68235294],0
s6,1,0.2548,1.296795,[23  9] ; [31 21],[20.57142857 11.42857143] ; [33.42857143 18.57142857],0
s7,1,0.283864,1.148498,[16 16] ; [19 31],[13.65853659 18.34146341] ; [21.34146341 28.65853659],0
b5,1,0.288975,1.124393,[24  9] ; [32 20],[21.74117647 11.25882353] ; [34.25882353 17.74117647],0
p6,1,0.307771,1.040217,[14 18] ; [17 35],[11.80952381 20.19047619] ; [19.19047619 32.80952381],0
u4,1,0.313698,1.01504,[ 2 31] ; [ 1 51],[ 1.16470588 31.83529412] ; [ 1.83529412 50.16470588],0
p11,1,0.353676,0.860224,[18 15] ; [23 29],[15.91764706 17.08235294] ; [25.08235294 26.91764706],0
p1,1,0.399271,0.710521,[ 2 31] ; [ 6 46],[ 3.10588235 29.89411765] ; [ 4.89411765 47.10588235],0
r3,1,0.399271,0.710521,[31  2] ; [46  6],[29.89411765  3.10588235] ; [47.10588235  4.89411765],0
