Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,186.959143,[273  38] ; [19 89],[216.73508353  94.26491647] ; [75.26491647 32.73508353],1
p11,1,0.0,63.499453,[266  48] ; [51 59],[234.75943396  79.24056604] ; [82.24056604 27.75943396],1
p2,1,0.0,60.032587,[265  44] ; [54 56],[235.25298329  73.74701671] ; [83.74701671 26.25298329],1
r4,1,1e-06,23.848851,[272  42] ; [72 38],[254.75471698  59.24528302] ; [89.24528302 20.75471698],1
r3,1,2e-06,22.842258,[294  19] ; [84 24],[281.03087886  31.96912114] ; [96.96912114 11.03087886],1
v1,1,2.5e-05,17.752078,[159 144] ; [32 78],[140.1283293 162.8716707] ; [50.8716707 59.1283293],1
v4,1,2.9e-05,17.472885,[289  23] ; [85 24],[277.16864608  34.83135392] ; [96.83135392 12.16864608],1
n6,1,6.2e-05,16.033766,[250  64] ; [65 43],[234.38388626  79.61611374] ; [80.61611374 27.38388626],1
p8,1,8.7e-05,15.409362,[158 151] ; [32 77],[140.45454545 168.54545455] ; [49.54545455 59.45454545],1
b1,1,0.00048,12.193219,[109 205] ; [59 51],[124.41509434 189.58490566] ; [43.58490566 66.41509434],1
d5,1,0.001056,10.726501,[249  65] ; [70 40],[236.24056604  77.75943396] ; [82.75943396 27.24056604],0
s6,1,0.002252,9.331787,[149 161] ; [34 75],[135.39379475 174.60620525] ; [47.60620525 61.39379475],0
s1,1,0.002684,9.01077,[  5 304] ; [ 8 99],[  9.65625 299.34375] ; [  3.34375 103.65625],0
r2,1,0.003848,8.354041,[285  24] ; [89 19],[277.13669065  31.86330935] ; [96.86330935 11.13669065],0
n5,1,0.00412,8.229978,[213  98] ; [58 51],[200.66904762 110.33095238] ; [70.33095238 38.66904762],0
p3,1,0.005236,7.796178,[130 182] ; [29 80],[117.83372922 194.16627078] ; [41.16627078 67.83372922],0
p4,1,0.006036,7.539377,[157 154] ; [38 70],[144.73747017 166.26252983] ; [50.26252983 57.73747017],0
a7,1,0.010088,6.619251,[227  86] ; [64 44],[216.34916865  96.65083135] ; [74.65083135 33.34916865],0
d3,1,0.01565,5.841732,[203 110] ; [57 53],[192.38770686 120.61229314] ; [67.61229314 42.38770686],0
p6,1,0.018066,5.589697,[ 84 224] ; [17 90],[ 74.95903614 233.04096386] ; [26.04096386 80.95903614],0
n3,1,0.024509,5.058243,[55 15] ; [24 17],[49.81981982 20.18018018] ; [29.18018018 11.81981982],0
s8,1,0.028084,4.822918,[ 64 250] ; [12 97],[ 56.41607565 257.58392435] ; [19.58392435 89.41607565],0
d1,1,0.030235,4.695884,[169 145] ; [46 64],[159.22169811 154.77830189] ; [55.77830189 54.22169811],0
p7,1,0.031373,4.632438,[175 130] ; [49 59],[165.42372881 139.57627119] ; [58.57627119 49.42372881],0
d4,1,0.034275,4.480937,[250  64] ; [76 33],[241.99527187  72.00472813] ; [84.00472813 24.99527187],0
v2,1,0.034499,4.469814,[156 141] ; [43 63],[146.65756824 150.34243176] ; [52.34243176 53.65756824],0
b5,1,0.04256,4.112782,[200 114] ; [58 52],[191.06603774 122.93396226] ; [66.93396226 43.06603774],0
p12,1,0.062472,3.470523,[ 20 292] ; [  2 108],[ 16.26540284 295.73459716] ; [  5.73459716 104.26540284],0
a4,1,0.064732,3.411802,[130 183] ; [34 74],[121.92874109 191.07125891] ; [42.07125891 65.92874109],0
n4,1,0.06745,3.344001,[220  94] ; [66 43],[212.30260047 101.69739953] ; [73.69739953 35.30260047],0
n2,1,0.076383,3.140239,[53 18] ; [24 17],[48.8125 22.1875] ; [28.1875 12.8125],0
v3,1,0.084539,2.975399,[101 200] ; [26 80],[ 93.92383292 207.07616708] ; [33.07616708 72.92383292],0
p5,1,0.102079,2.672764,[ 22 290] ; [  3 106],[ 18.52731591 293.47268409] ; [  6.47268409 102.52731591],0
a5,1,0.114279,2.494026,[209 105] ; [64 46],[202.1745283 111.8254717] ; [70.8254717 39.1745283],0
u2,1,0.157621,1.996908,[65 56] ; [20 28],[60.85798817 60.14201183] ; [24.14201183 23.85798817],0
a6,1,0.161012,1.964696,[217  97] ; [68 42],[211.06132075 102.93867925] ; [73.93867925 36.06132075],0
s5,1,0.167468,1.90546,[ 64 242] ; [16 92],[ 59.13043478 246.86956522] ; [20.86956522 87.13043478],0
a8,1,0.171732,1.867759,[ 37 253] ; [ 8 95],[ 33.20610687 256.79389313] ; [11.79389313 91.20610687],0
d2,1,0.227925,1.453764,[127 186] ; [51 57],[132.33729216 180.66270784] ; [45.66270784 62.33729216],0
a3,1,0.233875,1.417137,[192 120] ; [60 49],[186.75534442 125.24465558] ; [65.24465558 43.75534442],0
s3,1,0.30201,1.065296,[113 195] ; [34 75],[108.57553957 199.42446043] ; [38.42446043 70.57553957],0
u3,1,0.317267,1.000178,[60 59] ; [21 29],[57.03550296 61.96449704] ; [23.96449704 26.03550296],0
s2,1,0.343983,0.895529,[ 83 229] ; [24 85],[ 79.29691211 232.70308789] ; [27.70308789 81.29691211],0
