Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.001127,10.606731,[2 3] ; [73  8],[4.36046512 0.63953488] ; [70.63953488 10.36046512],0
r1,1,0.003741,8.405301,[1 4] ; [64 18],[3.73563218 1.26436782] ; [61.26436782 20.73563218],0
s3,1,0.014779,5.942642,[1 4] ; [59 23],[3.44827586 1.55172414] ; [56.55172414 25.44827586],0
p4,1,0.110179,2.551647,[1 4] ; [47 36],[2.72727273 2.27272727] ; [45.27272727 37.72727273],0
v2,1,0.132841,2.258981,[1 4] ; [41 34],[2.625 2.375] ; [39.375 35.625],0
v1,1,0.158497,1.988511,[4 1] ; [38 42],[2.47058824 2.52941176] ; [39.52941176 40.47058824],0
p5,1,0.162484,1.950959,[1 4] ; [ 4 77],[0.29069767 4.70930233] ; [ 4.70930233 76.29069767],0
n2,1,0.16673,1.912099,[1 1] ; [26  4],[1.6875 0.3125] ; [25.3125  4.6875],0
b1,1,0.167137,1.908434,[4 1] ; [40 43],[2.5 2.5] ; [41.5 41.5],0
p10,1,0.192607,1.697561,[2 3] ; [56 26],[3.33333333 1.66666667] ; [54.66666667 27.33333333],0
a5,1,0.208217,1.583781,[2 3] ; [56 27],[3.29545455 1.70454545] ; [54.70454545 28.29545455],0
a2,1,0.227756,1.454823,[2 3] ; [15 68],[0.96590909 4.03409091] ; [16.03409091 66.96590909],0
p8,1,0.240721,1.376366,[1 4] ; [38 43],[2.26744186 2.73255814] ; [36.73255814 44.26744186],0
b5,1,0.257925,1.279862,[2 3] ; [54 29],[3.18181818 1.81818182] ; [52.81818182 30.18181818],0
p3,1,0.281231,1.161131,[1 4] ; [37 46],[2.15909091 2.84090909] ; [35.84090909 47.15909091],0
p2,1,0.302939,1.061211,[3 2] ; [66 17],[3.92045455 1.07954545] ; [65.07954545 17.92045455],0
v4,1,0.311431,1.024599,[4 1] ; [76  6],[4.59770115 0.40229885] ; [75.40229885  6.59770115],0
d2,1,0.383866,0.758286,[3 2] ; [33 49],[2.06896552 2.93103448] ; [33.93103448 48.06896552],0
d5,1,0.393239,0.728904,[3 2] ; [63 19],[3.79310345 1.20689655] ; [62.20689655 19.79310345],0
p9,1,0.393239,0.728904,[3 2] ; [63 19],[3.79310345 1.20689655] ; [62.20689655 19.79310345],0
u3,1,0.456511,0.554435,[1 1] ; [23  8],[1.45454545 0.54545455] ; [22.54545455  8.45454545],0
d1,1,0.467327,0.52829,[2 3] ; [47 36],[2.78409091 2.21590909] ; [46.21590909 36.78409091],0
v3,1,0.470479,0.52085,[2 3] ; [19 56],[1.3125 3.6875] ; [19.6875 55.3125],0
a7,1,0.493698,0.468456,[4 1] ; [54 29],[3.29545455 1.70454545] ; [54.70454545 28.29545455],0
s7,1,0.533235,0.388223,[3 2] ; [37 44],[2.3255814 2.6744186] ; [37.6744186 43.3255814],0
p7,1,0.591875,0.287425,[2 2] ; [50 29],[2.5060241 1.4939759] ; [49.4939759 29.5060241],0
n4,1,0.607988,0.263115,[2 3] ; [43 40],[2.55681818 2.44318182] ; [42.44318182 40.55681818],0
a4,1,0.641777,0.216426,[2 3] ; [25 58],[1.53409091 3.46590909] ; [25.46590909 57.53409091],0
d3,1,0.699987,0.148485,[3 2] ; [56 26],[3.3908046 1.6091954] ; [55.6091954 26.3908046],0
n1,1,0.706082,0.142222,[1 1] ; [11 19],[0.75 1.25] ; [11.25 18.75],0
s5,1,0.713034,0.135265,[2 3] ; [25 53],[1.62650602 3.37349398] ; [25.37349398 52.62650602],0
s8,1,0.721692,0.126878,[2 3] ; [40 43],[2.38636364 2.61363636] ; [39.61363636 43.38636364],0
a6,1,0.744632,0.106098,[3 2] ; [55 27],[3.33333333 1.66666667] ; [54.66666667 27.33333333],0
p11,1,0.818055,0.052922,[3 2] ; [54 29],[3.23863636 1.76136364] ; [53.76136364 29.23863636],0
n5,1,0.823084,0.049988,[2 3] ; [37 45],[2.24137931 2.75862069] ; [36.75862069 45.24137931],0
b4,1,0.841369,0.040057,[3 2] ; [46 37],[2.78409091 2.21590909] ; [46.21590909 36.78409091],0
s4,1,0.929062,0.007926,[1 4] ; [18 65],[1.07954545 3.92045455] ; [17.92045455 65.07954545],0
a3,1,0.948587,0.004158,[3 2] ; [51 32],[3.06818182 1.93181818] ; [50.93181818 32.06818182],0
d4,1,0.968721,0.001538,[4 1] ; [65 17],[3.96551724 1.03448276] ; [65.03448276 16.96551724],0
