Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.0052,7.808443,[ 56 109] ; [6 1],[ 59.47674419 105.52325581] ; [2.52325581 4.47674419],0
b3,1,0.0052,7.808443,[ 56 109] ; [6 1],[ 59.47674419 105.52325581] ; [2.52325581 4.47674419],0
v3,1,0.024247,5.076907,[101 165] ; [5 1],[103.66176471 162.33823529] ; [2.33823529 3.66176471],0
a8,1,0.032505,4.571669,[ 33 220] ; [2 2],[ 34.45525292 218.54474708] ; [0.54474708 3.45525292],0
a1,1,0.040305,4.205009,[ 20 251] ; [2 5],[ 21.44604317 249.55395683] ; [0.55395683 6.44604317],0
a2,1,0.048459,3.894008,[ 66 205] ; [4 3],[ 68.23741007 202.76258993] ; [1.76258993 5.23741007],0
u1,1,0.075995,3.148538,[ 46 225] ; [3 4],[ 47.76618705 223.23381295] ; [1.23381295 5.76618705],0
d2,1,0.08439,2.978253,[143 128] ; [6 1],[145.24820144 125.75179856] ; [3.75179856 3.24820144],0
d1,1,0.126823,2.33097,[154 117] ; [6 1],[155.97122302 115.02877698] ; [4.02877698 2.97122302],0
v2,1,0.134671,2.23782,[136 123] ; [5 1],[137.80754717 121.19245283] ; [3.19245283 2.80754717],0
p5,1,0.175759,1.833122,[ 37 231] ; [2 4],[ 38.1459854 229.8540146] ; [0.8540146 5.1459854],0
a4,1,0.242906,1.363647,[133 138] ; [5 2],[134.52517986 136.47482014] ; [3.47482014 3.52517986],0
s8,1,0.254774,1.296936,[134 136] ; [5 2],[135.48736462 134.51263538] ; [3.51263538 3.48736462],0
b5,1,0.337991,0.918038,[144 127] ; [5 2],[145.24820144 125.75179856] ; [3.75179856 3.24820144],0
s7,1,0.363234,0.826681,[139 118] ; [5 2],[140.18181818 116.81818182] ; [3.81818182 3.18181818],0
b4,1,0.451912,0.565852,[155 116] ; [5 2],[155.97122302 115.02877698] ; [4.02877698 2.97122302],0
p12,1,0.466817,0.529501,[ 19 250] ; [1 6],[ 19.49275362 249.50724638] ; [0.50724638 6.49275362],0
s3,1,0.539322,0.376797,[160 107] ; [5 2],[160.78467153 106.21532847] ; [4.21532847 2.78467153],0
s5,1,0.661494,0.191714,[ 96 166] ; [2 5],[ 95.44981413 166.55018587] ; [2.55018587 4.44981413],0
d5,1,0.673406,0.177644,[213  56] ; [6 1],[213.44565217  55.55434783] ; [5.55434783 1.44565217],0
r1,1,0.676619,0.173956,[214  56] ; [6 1],[214.44043321  55.55956679] ; [5.55956679 1.44043321],0
a6,1,0.688521,0.160691,[173  97] ; [5 2],[173.50180505  96.49819495] ; [4.49819495 2.50180505],0
n4,1,0.6955,0.153196,[216  55] ; [6 1],[216.41007194  54.58992806] ; [5.58992806 1.41007194],0
p4,1,0.707884,0.1404,[175  96] ; [5 2],[175.4676259  95.5323741] ; [4.5323741 2.4676259],0
a7,1,0.817466,0.053271,[181  88] ; [5 2],[181.2826087  87.7173913] ; [4.7173913 2.2826087],0
p2,1,0.880342,0.022661,[224  44] ; [6 1],[224.14545455  43.85454545] ; [5.85454545 1.14545455],0
s2,1,0.895796,0.017154,[147 122] ; [4 3],[147.17028986 121.82971014] ; [3.82971014 3.17028986],0
p6,1,0.929877,0.007744,[110 157] ; [3 4],[110.11313869 156.88686131] ; [2.88686131 4.11313869],0
p8,1,0.942108,0.005274,[150 119] ; [4 3],[150.0942029 118.9057971] ; [3.9057971 3.0942029],0
p7,1,0.960572,0.002444,[187  78] ; [5 2],[187.05882353  77.94117647] ; [4.94117647 2.05882353],0
p3,1,0.964136,0.002022,[156 113] ; [4 3],[155.94202899 113.05797101] ; [4.05797101 2.94202899],0
