Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00442,8.102679,[ 1 47] ; [3 9],[ 3.2 44.8] ; [ 0.8 11.2],0
r2,1,0.042012,4.134721,[22 24] ; [9 2],[25.01754386 20.98245614] ; [5.98245614 5.01754386],0
r1,1,0.045126,4.013937,[13 34] ; [7 5],[15.93220339 31.06779661] ; [4.06779661 7.93220339],0
v4,1,0.06078,3.515976,[21 26] ; [9 3],[23.89830508 23.10169492] ; [6.10169492 5.89830508],0
p7,1,0.061154,3.505803,[12 35] ; [6 5],[14.5862069 32.4137931] ; [3.4137931 7.5862069],0
a3,1,0.080895,3.046824,[22 25] ; [9 3],[24.69491525 22.30508475] ; [6.30508475 5.69491525],0
p2,1,0.081622,3.032297,[15 33] ; [7 5],[17.6 30.4] ; [4.4 7.6],0
a6,1,0.092562,2.829241,[25 23] ; [3 9],[22.4 25.6] ; [5.6 6.4],0
b4,1,0.092562,2.829241,[23 25] ; [9 3],[25.6 22.4] ; [6.4 5.6],0
p8,1,0.101732,2.67818,[ 9 38] ; [5 7],[11.15254237 35.84745763] ; [2.84745763 9.15254237],0
n4,1,0.103416,2.652055,[28 19] ; [4 8],[25.49152542 21.50847458] ; [6.50847458 5.49152542],0
a5,1,0.15189,2.053167,[23 25] ; [3 9],[20.8 27.2] ; [5.2 6.8],0
u3,1,0.158868,1.984972,[ 7 19] ; [2 1],[ 8.06896552 17.93103448] ; [0.93103448 2.06896552],0
b5,1,0.196706,1.666667,[26 22] ; [4 8],[24. 24.] ; [6. 6.],0
s7,1,0.256864,1.285583,[ 8 36] ; [4 8],[ 9.42857143 34.57142857] ; [2.57142857 9.42857143],0
p3,1,0.304173,1.055807,[10 37] ; [ 1 11],[ 8.76271186 38.23728814] ; [2.23728814 9.76271186],0
d4,1,0.324003,0.972718,[28 19] ; [9 3],[29.47457627 17.52542373] ; [7.52542373 4.47457627],0
n2,1,0.326359,0.963291,[12 16] ; [5 3],[13.22222222 14.77777778] ; [3.77777778 4.22222222],0
n5,1,0.327427,0.959045,[27 20] ; [5 7],[25.49152542 21.50847458] ; [6.50847458 5.49152542],0
u2,1,0.377822,0.777778,[10 15] ; [2 1],[10.71428571 14.28571429] ; [1.28571429 1.71428571],0
d1,1,0.429195,0.625,[18 30] ; [6 6],[19.2 28.8] ; [4.8 7.2],0
n6,1,0.433689,0.612923,[21 25] ; [7 5],[22.20689655 23.79310345] ; [5.79310345 6.20689655],0
b1,1,0.438323,0.600667,[26 22] ; [5 7],[24.8 23.2] ; [6.2 5.8],0
a4,1,0.46564,0.532304,[17 30] ; [3 9],[15.93220339 31.06779661] ; [4.06779661 7.93220339],0
r3,1,0.495967,0.463555,[18 28] ; [6 6],[19.03448276 26.96551724] ; [4.96551724 7.03448276],0
v3,1,0.526469,0.401203,[ 8 39] ; [3 9],[ 8.76271186 38.23728814] ; [2.23728814 9.76271186],0
v1,1,0.541552,0.372671,[12 36] ; [ 2 10],[11.2 36.8] ; [2.8 9.2],0
p4,1,0.63162,0.22987,[12 36] ; [2 9],[11.38983051 36.61016949] ; [2.61016949 8.38983051],0
p6,1,0.655561,0.198961,[ 6 40] ; [ 1 11],[ 5.55172414 40.44827586] ; [ 1.44827586 10.55172414],0
p11,1,0.667383,0.184679,[13 35] ; [4 8],[13.6 34.4] ; [3.4 8.6],0
d2,1,0.685799,0.163671,[20 26] ; [6 6],[20.62068966 25.37931034] ; [5.37931034 6.62068966],0
b3,1,0.686225,0.163202,[11 19] ; [2 5],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
b2,1,0.686225,0.163202,[11 19] ; [2 5],[10.54054054 19.45945946] ; [2.45945946 4.54054054],0
a2,1,0.687573,0.161725,[ 6 42] ; [ 1 11],[ 5.6 42.4] ; [ 1.4 10.6],0
s3,1,0.698508,0.150029,[13 34] ; [4 8],[13.54237288 33.45762712] ; [3.45762712 8.54237288],0
s4,1,0.754001,0.0982,[10 38] ; [3 9],[10.4 37.6] ; [2.6 9.4],0
s6,1,0.774499,0.082079,[14 34] ; [3 9],[13.6 34.4] ; [3.4 8.6],0
n1,1,0.776814,0.080357,[ 9 19] ; [3 5],[ 9.33333333 18.66666667] ; [2.66666667 5.33333333],0
a7,1,0.788006,0.072308,[21 25] ; [6 6],[21.4137931 24.5862069] ; [5.5862069 6.4137931],0
p1,1,0.829638,0.046296,[ 5 43] ; [ 1 11],[ 4.8 43.2] ; [ 1.2 10.8],0
s2,1,0.8787,0.023292,[11 37] ; [3 9],[11.2 36.8] ; [2.8 9.2],0
s5,1,0.878817,0.023247,[ 7 40] ; [ 2 10],[ 7.16949153 39.83050847] ; [ 1.83050847 10.16949153],0
d3,1,0.897222,0.016685,[23 25] ; [6 6],[23.2 24.8] ; [5.8 6.2],0
v2,1,0.963053,0.002146,[16 31] ; [4 8],[15.93220339 31.06779661] ; [4.06779661 7.93220339],0
d5,1,1.0,0.0,[28 20] ; [7 5],[28. 20.] ; [7. 5.],0
n3,1,1.0,0.0,[12 16] ; [3 4],[12. 16.] ; [3. 4.],0
