Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,193.086703,[480  85] ; [ 53 119],[408.60922659 156.39077341] ; [124.39077341  47.60922659],1
b4,1,0.234741,1.411899,[333 236] ; [110  63],[339.71293801 229.28706199] ; [103.28706199  69.71293801],0
b2,1,0.249368,1.326839,[150 210] ; [30 56],[145.29147982 214.70852018] ; [34.70852018 51.29147982],0
b3,1,0.249368,1.326839,[150 210] ; [30 56],[145.29147982 214.70852018] ; [34.70852018 51.29147982],0
b5,1,0.279843,1.167853,[339 230] ; [111  62],[345.08086253 223.91913747] ; [104.91913747  68.08086253],0
n2,1,0.294259,1.100034,[80 27] ; [41 20],[77.06547619 29.93452381] ; [43.93452381 17.06547619],0
s3,1,0.294472,1.099062,[324 237] ; [91 80],[318.05327869 242.94672131] ; [96.94672131 74.05327869],0
d3,1,0.373351,0.792482,[432 137] ; [137  36],[436.33557951 132.66442049] ; [132.66442049  40.33557951],0
a1,1,0.415473,0.663084,[ 32 537] ; [  7 166],[ 29.90700809 539.09299191] ; [  9.09299191 163.90700809],0
p1,1,0.437795,0.602056,[ 43 523] ; [ 10 161],[ 40.70284939 525.29715061] ; [ 12.29715061 158.70284939],0
a7,1,0.475711,0.508679,[418 150] ; [132  41],[421.59244265 146.40755735] ; [128.40755735  44.59244265],0
a6,1,0.626512,0.23682,[392 176] ; [116  57],[389.39811066 178.60188934] ; [118.60188934  54.39811066],0
u3,1,0.755898,0.096642,[74 49] ; [40 24],[74.98395722 48.01604278] ; [39.01604278 24.98395722],0
s5,1,0.773637,0.082725,[190 354] ; [ 60 106],[191.54929577 352.45070423] ; [ 58.45070423 107.54929577],0
s1,1,0.924712,0.00893,[ 17 544] ; [  5 168],[ 16.8147139 544.1852861] ; [  5.1852861 167.8147139],0
u2,1,0.942959,0.00512,[75 47] ; [39 25],[74.77419355 47.22580645] ; [39.22580645 24.77419355],0
