Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.9e-05,15.836297,[34  5] ; [56 54],[23.55704698 15.44295302] ; [66.44295302 43.55704698],1
a3,1,0.397855,0.714799,[22 19] ; [71 45],[24.2866242 16.7133758] ; [68.7133758 47.2866242],0
b4,1,0.397855,0.714799,[22 19] ; [71 45],[24.2866242 16.7133758] ; [68.7133758 47.2866242],0
s5,1,0.398671,0.712331,[14 25] ; [33 82],[11.9025974 27.0974026] ; [35.0974026 79.9025974],0
d4,1,0.414521,0.665796,[33  8] ; [86 30],[31.07643312  9.92356688] ; [87.92356688 28.07643312],0
a6,1,0.424309,0.63835,[24 17] ; [76 40],[26.11464968 14.88535032] ; [73.88535032 42.11464968],0
s1,1,0.438964,0.598989,[ 1 40] ; [  1 115],[ 0.52229299 40.47770701] ; [  1.47770701 114.52229299],0
a5,1,0.454975,0.558227,[22 19] ; [70 46],[24.02547771 16.97452229] ; [67.97452229 48.02547771],0
n2,1,0.550491,0.356438,[14  3] ; [27  9],[13.1509434  3.8490566] ; [27.8490566  8.1509434],0
n6,1,0.554171,0.349897,[27 13] ; [84 32],[28.46153846 11.53846154] ; [82.53846154 33.46153846],0
v2,1,0.554729,0.348913,[22 18] ; [54 55],[20.40268456 19.59731544] ; [55.59731544 53.40268456],0
r2,1,0.575659,0.313306,[35  6] ; [102  13],[36.00641026  4.99358974] ; [100.99358974  14.00641026],0
n1,1,0.577962,0.309541,[ 6 11] ; [10 26],[ 5.13207547 11.86792453] ; [10.86792453 25.13207547],0
d3,1,0.608988,0.261651,[29 12] ; [77 39],[27.68152866 13.31847134] ; [78.31847134 37.68152866],0
b2,1,0.615315,0.252508,[ 9 16] ; [17 39],[ 8.02469136 16.97530864] ; [17.97530864 38.02469136],0
b3,1,0.615315,0.252508,[ 9 16] ; [17 39],[ 8.02469136 16.97530864] ; [17.97530864 38.02469136],0
n5,1,0.662714,0.190244,[18 23] ; [46 69],[16.82051282 24.17948718] ; [47.17948718 67.82051282],0
d2,1,0.680087,0.170028,[12 29] ; [38 78],[13.05732484 27.94267516] ; [36.94267516 79.05732484],0
u3,1,0.688867,0.160314,[12  7] ; [26 19],[11.28125  7.71875] ; [26.71875 18.28125],0
u1,1,0.689943,0.159147,[ 4 37] ; [  9 107],[ 3.39490446 37.60509554] ; [  9.60509554 106.39490446],0
d1,1,0.71954,0.128934,[19 22] ; [50 66],[18.01910828 22.98089172] ; [50.98089172 65.01910828],0
d5,1,0.754891,0.097467,[29 12] ; [79 37],[28.20382166 12.79617834] ; [79.79617834 36.20382166],0
r3,1,0.772529,0.08356,[38  3] ; [109   7],[38.38853503  2.61146497] ; [108.61146497   7.38853503],0
a2,1,0.797199,0.066036,[ 4 37] ; [ 13 103],[ 4.43949045 36.56050955] ; [ 12.56050955 103.43949045],0
r4,1,0.841635,0.039921,[33  8] ; [95 21],[33.42675159  7.57324841] ; [94.57324841 21.42675159],0
p9,1,0.918173,0.010555,[34  7] ; [97 19],[34.21019108  6.78980892] ; [96.78980892 19.21019108],0
v1,1,0.920385,0.00999,[17 23] ; [47 66],[16.73202614 23.26797386] ; [47.26797386 65.73202614],0
p2,1,0.927451,0.008291,[33  8] ; [91 23],[32.8  8.2] ; [91.2 22.8],0
p10,1,0.977469,0.000798,[32  9] ; [90 25],[32.06410256  8.93589744] ; [89.93589744 25.06410256],0
a7,1,0.995943,2.6e-05,[29 12] ; [82 34],[28.98726115 12.01273885] ; [82.01273885 33.98726115],0
