Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.4e-05,17.154135,[80 15] ; [20 20],[70.37037037 24.62962963] ; [29.62962963 10.37037037],1
v4,1,0.000114,14.888057,[83 12] ; [23 17],[74.59259259 20.40740741] ; [31.40740741  8.59259259],1
r4,1,0.000197,13.862275,[60 36] ; [11 29],[50.11764706 45.88235294] ; [20.88235294 19.11764706],1
p11,1,0.000453,12.298254,[67 29] ; [15 25],[57.88235294 38.11764706] ; [24.11764706 15.88235294],1
p10,1,0.002902,8.868384,[67 26] ; [18 22],[59.43609023 33.56390977] ; [25.56390977 14.43609023],0
b1,1,0.003987,8.289524,[32 64] ; [24 16],[39.52941176 56.47058824] ; [16.47058824 23.52941176],0
p2,1,0.008243,6.979853,[71 24] ; [20 19],[64.51492537 30.48507463] ; [26.48507463 12.51492537],0
a1,1,0.009363,6.752194,[ 4 92] ; [ 7 33],[ 7.76470588 88.23529412] ; [ 3.23529412 36.76470588],0
p9,1,0.009592,6.709103,[73 19] ; [23 17],[66.90909091 25.09090909] ; [29.09090909 10.90909091],0
p8,1,0.041758,4.144975,[40 56] ; [ 9 30],[34.84444444 61.15555556] ; [14.15555556 24.84444444],0
n4,1,0.042472,4.116287,[59 37] ; [17 23],[53.64705882 42.35294118] ; [22.35294118 17.64705882],0
d2,1,0.089658,2.880504,[28 66] ; [18 22],[32.26865672 61.73134328] ; [13.73134328 26.26865672],0
n5,1,0.102356,2.668444,[64 31] ; [21 19],[59.81481481 35.18518519] ; [25.18518519 14.81481481],0
s6,1,0.109265,2.564819,[43 53] ; [12 28],[38.82352941 57.17647059] ; [16.17647059 23.82352941],0
n2,1,0.110972,2.540323,[23  8] ; [7 7],[20.66666667 10.33333333] ; [9.33333333 4.66666667],0
a5,1,0.132184,2.266667,[52 44] ; [16 24],[48. 48.] ; [20. 20.],0
a2,1,0.13768,2.203704,[ 5 91] ; [ 5 35],[ 7.05882353 88.94117647] ; [ 2.94117647 37.05882353],0
p4,1,0.184472,1.76122,[43 53] ; [13 27],[39.52941176 56.47058824] ; [16.47058824 23.52941176],0
u3,1,0.201015,1.634985,[13 31] ; [10 12],[15.33333333 28.66666667] ; [ 7.66666667 14.33333333],0
p3,1,0.219543,1.507355,[37 59] ; [11 29],[33.88235294 62.11764706] ; [14.11764706 25.88235294],0
b5,1,0.230478,1.43791,[61 35] ; [21 19],[57.88235294 38.11764706] ; [24.11764706 15.88235294],0
d5,1,0.235132,1.409546,[58 37] ; [20 20],[54.88888889 40.11111111] ; [23.11111111 16.88888889],0
a4,1,0.250688,1.319466,[24 71] ; [14 26],[26.74074074 68.25925926] ; [11.25925926 28.74074074],0
p1,1,0.252261,1.310741,[ 8 87] ; [ 6 34],[ 9.85185185 85.14814815] ; [ 4.14814815 35.85185185],0
n1,1,0.25577,1.291509,[10 21] ; [7 7],[11.71111111 19.28888889] ; [5.28888889 8.71111111],0
r2,1,0.257162,1.28397,[73 20] ; [27 12],[70.45454545 22.54545455] ; [29.54545455  9.45454545],0
s2,1,0.314344,1.012335,[35 61] ; [11 29],[32.47058824 63.52941176] ; [13.52941176 26.47058824],0
s7,1,0.330101,0.948501,[29 63] ; [ 9 30],[26.6870229 65.3129771] ; [11.3129771 27.6870229],0
a3,1,0.356682,0.849542,[51 44] ; [18 22],[48.55555556 46.44444444] ; [20.44444444 19.55555556],0
n3,1,0.357467,0.846774,[20 11] ; [7 7],[18.6 12.4] ; [8.4 5.6],0
s1,1,0.358993,0.841414,[ 2 94] ; [ 2 38],[ 2.82352941 93.17647059] ; [ 1.17647059 38.82352941],0
s5,1,0.385644,0.752631,[20 73] ; [ 6 34],[18.18045113 74.81954887] ; [ 7.81954887 32.18045113],0
v1,1,0.407403,0.686366,[20 73] ; [11 28],[21.84090909 71.15909091] ; [ 9.15909091 29.84090909],0
b4,1,0.411866,0.673409,[53 43] ; [19 21],[50.82352941 45.17647059] ; [21.17647059 18.82352941],0
s8,1,0.482236,0.493802,[22 74] ; [ 7 33],[20.47058824 75.52941176] ; [ 8.52941176 31.47058824],0
u1,1,0.483432,0.491111,[ 5 91] ; [ 1 39],[ 4.23529412 91.76470588] ; [ 1.76470588 38.23529412],0
p5,1,0.500668,0.453521,[ 8 86] ; [ 2 37],[ 7.06766917 86.93233083] ; [ 2.93233083 36.06766917],0
p7,1,0.511002,0.432015,[43 51] ; [15 23],[41.3030303 52.6969697] ; [16.6969697 21.3030303],0
u2,1,0.547679,0.361491,[19 26] ; [11 11],[20.14925373 24.85074627] ; [ 9.85074627 12.14925373],0
a6,1,0.640666,0.217873,[51 45] ; [23 17],[52.23529412 43.76470588] ; [21.76470588 18.23529412],0
a7,1,0.642927,0.214934,[54 41] ; [21 19],[52.77777778 42.22222222] ; [22.22222222 17.77777778],0
b2,1,0.698512,0.150025,[20 33] ; [ 9 18],[19.2125 33.7875] ; [ 9.7875 17.2125],0
b3,1,0.698512,0.150025,[20 33] ; [ 9 18],[19.2125 33.7875] ; [ 9.7875 17.2125],0
s3,1,0.82315,0.04995,[37 58] ; [16 23],[37.57462687 57.42537313] ; [15.42537313 23.57462687],0
p6,1,0.838872,0.041346,[21 74] ; [ 8 31],[20.55970149 74.44029851] ; [ 8.44029851 30.55970149],0
s4,1,0.936162,0.006415,[21 75] ; [ 9 31],[21.17647059 74.82352941] ; [ 8.82352941 31.17647059],0
d1,1,0.96032,0.002475,[26 70] ; [11 29],[26.11764706 69.88235294] ; [10.88235294 29.11764706],0
d3,1,0.963445,0.0021,[41 54] ; [17 22],[41.11940299 53.88059701] ; [16.88059701 22.11940299],0
d4,1,0.963908,0.002048,[58 38] ; [24 16],[57.88235294 38.11764706] ; [24.11764706 15.88235294],0
v3,1,0.96865,0.001545,[14 81] ; [ 6 34],[14.07407407 80.92592593] ; [ 5.92592593 34.07407407],0
a8,1,0.984542,0.000375,[ 9 82] ; [ 4 36],[ 9.03053435 81.96946565] ; [ 3.96946565 36.03053435],0
