Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001266,10.391925,[86  4] ; [6 3],[83.63636364  6.36363636] ; [8.36363636 0.63636364],0
r4,1,0.003532,8.50975,[81  9] ; [5 4],[78.18181818 11.81818182] ; [7.81818182 1.18181818],0
r1,1,0.011644,6.364286,[73 17] ; [4 5],[70. 20.] ; [7. 2.],0
p5,1,0.034003,4.494555,[14 75] ; [4 5],[16.34693878 72.65306122] ; [1.65306122 7.34693878],0
p1,1,0.062914,3.458851,[ 5 85] ; [2 7],[ 6.36363636 83.63636364] ; [0.63636364 8.36363636],0
s7,1,0.105148,2.625667,[57 29] ; [3 5],[54.89361702 31.10638298] ; [5.10638298 2.89361702],0
n5,1,0.110594,2.545714,[78 12] ; [6 3],[76.36363636 13.63636364] ; [7.63636364 1.36363636],0
v2,1,0.110978,2.540244,[62 26] ; [4 5],[59.87628866 28.12371134] ; [6.12371134 2.87628866],0
v1,1,0.116909,2.458253,[61 26] ; [4 5],[58.90625 28.09375] ; [6.09375 2.90625],0
u3,1,0.185877,1.75,[ 5 13] ; [2 1],[ 6. 12.] ; [1. 2.],0
p9,1,0.223712,1.4804,[74 15] ; [6 3],[72.65306122 16.34693878] ; [7.34693878 1.65306122],0
d5,1,0.223712,1.4804,[74 15] ; [6 3],[72.65306122 16.34693878] ; [7.34693878 1.65306122],0
b4,1,0.226562,1.462316,[49 41] ; [3 6],[47.27272727 42.72727273] ; [4.72727273 4.27272727],0
p7,1,0.239879,1.381308,[62 26] ; [8 1],[63.50515464 24.49484536] ; [6.49484536 2.50515464],0
s3,1,0.247711,1.336169,[57 32] ; [4 5],[55.39795918 33.60204082] ; [5.60204082 3.39795918],0
p4,1,0.247987,1.334607,[51 37] ; [7 2],[52.6185567 35.3814433] ; [5.3814433 3.6185567],0
p6,1,0.263239,1.251643,[36 51] ; [2 7],[34.4375 52.5625] ; [3.5625 5.4375],0
p12,1,0.268367,1.225077,[ 3 85] ; [1 8],[ 3.62886598 84.37113402] ; [0.37113402 8.62886598],0
a4,1,0.295729,1.093356,[36 54] ; [2 7],[34.54545455 55.45454545] ; [3.45454545 5.54545455],0
s5,1,0.30187,1.065916,[35 53] ; [2 7],[33.56701031 54.43298969] ; [3.43298969 5.56701031],0
p2,1,0.322229,0.979878,[71 17] ; [6 3],[69.8556701 18.1443299] ; [7.1443299 1.8556701],0
n1,1,0.347755,0.881633,[ 8 13] ; [2 1],[ 8.75 12.25] ; [1.25 1.75],0
a3,1,0.350864,0.87033,[72 18] ; [6 3],[70.90909091 19.09090909] ; [7.09090909 1.90909091],0
s1,1,0.383862,0.758298,[ 4 86] ; [1 8],[ 4.54545455 85.45454545] ; [0.45454545 8.54545455],0
a5,1,0.451708,0.566362,[70 20] ; [6 3],[69.09090909 20.90909091] ; [6.90909091 2.09090909],0
p11,1,0.451708,0.566362,[70 20] ; [6 3],[69.09090909 20.90909091] ; [6.90909091 2.09090909],0
n6,1,0.465584,0.532437,[78 12] ; [7 2],[77.27272727 12.72727273] ; [7.72727273 1.27272727],0
d4,1,0.509853,0.434369,[71 18] ; [8 1],[71.74489796 17.25510204] ; [7.25510204 1.74489796],0
a6,1,0.562752,0.334962,[39 51] ; [3 6],[38.18181818 51.81818182] ; [3.81818182 5.18181818],0
b1,1,0.566297,0.328917,[41 49] ; [5 4],[41.81818182 48.18181818] ; [4.18181818 4.81818182],0
n3,1,0.56873,0.324812,[17  4] ; [2 1],[16.625  4.375] ; [2.375 0.625],0
u2,1,0.59256,0.286364,[9 9] ; [2 1],[9.42857143 8.57142857] ; [1.57142857 1.42857143],0
s6,1,0.59749,0.278798,[61 27] ; [7 2],[61.69072165 26.30927835] ; [6.30927835 2.69072165],0
p3,1,0.613057,0.255747,[51 37] ; [6 3],[51.71134021 36.28865979] ; [5.28865979 3.71134021],0
d2,1,0.656209,0.198162,[43 47] ; [5 4],[43.63636364 46.36363636] ; [4.36363636 4.63636364],0
s4,1,0.665955,0.18637,[15 75] ; [1 8],[14.54545455 75.45454545] ; [1.45454545 7.54545455],0
s8,1,0.694974,0.153753,[56 34] ; [5 4],[55.45454545 34.54545455] ; [5.54545455 3.45454545],0
n2,1,0.72158,0.126984,[16  5] ; [2 1],[15.75  5.25] ; [2.25 0.75],0
r3,1,0.726457,0.12239,[83  7] ; [8 1],[82.72727273  7.27272727] ; [8.27272727 0.72727273],0
d1,1,0.750609,0.10102,[45 45] ; [4 5],[44.54545455 45.45454545] ; [4.45454545 4.54545455],0
s2,1,0.795579,0.067119,[54 36] ; [5 4],[53.63636364 36.36363636] ; [5.36363636 3.63636364],0
b5,1,0.846514,0.037468,[37 53] ; [4 5],[37.27272727 52.72727273] ; [3.72727273 5.27272727],0
d3,1,0.898586,0.016243,[42 48] ; [4 5],[41.81818182 48.18181818] ; [4.18181818 4.81818182],0
p10,1,0.900642,0.015588,[70 18] ; [7 2],[69.8556701 18.1443299] ; [7.1443299 1.8556701],0
p8,1,0.905805,0.014002,[46 40] ; [5 4],[46.16842105 39.83157895] ; [4.83157895 4.16842105],0
a8,1,0.932199,0.007238,[10 77] ; [1 7],[10.07368421 76.92631579] ; [0.92631579 7.07368421],0
b2,1,0.962933,0.00216,[28 29] ; [4 4],[28.06153846 28.93846154] ; [3.93846154 4.06153846],0
b3,1,0.962933,0.00216,[28 29] ; [4 4],[28.06153846 28.93846154] ; [3.93846154 4.06153846],0
n4,1,1.0,0.0,[80 10] ; [8 1],[80. 10.] ; [8. 1.],0
