Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.190679,[69 20] ; [37 51],[53.29943503 35.70056497] ; [52.70056497 35.29943503],1
r1,1,1.4e-05,18.826951,[76 13] ; [49 39],[62.85310734 26.14689266] ; [62.14689266 25.85310734],1
a3,1,2.4e-05,17.837254,[58 31] ; [29 58],[43.99431818 45.00568182] ; [43.00568182 43.99431818],1
s7,1,0.00029,13.133146,[45 39] ; [22 62],[33.5 50.5] ; [33.5 50.5],1
p3,1,0.00066,11.599129,[45 43] ; [23 65],[34. 54.] ; [34. 54.],1
a4,1,0.001662,9.889948,[27 61] ; [10 78],[18.5 69.5] ; [18.5 69.5],0
p10,1,0.002618,9.056522,[71 15] ; [54 33],[62.13872832 23.86127168] ; [62.86127168 24.13872832],0
b2,1,0.00423,8.182462,[26 27] ; [11 39],[19.03883495 33.96116505] ; [17.96116505 32.03883495],0
b3,1,0.00423,8.182462,[26 27] ; [11 39],[19.03883495 33.96116505] ; [17.96116505 32.03883495],0
r4,1,0.004565,8.044081,[83  6] ; [69 19],[76.42937853 12.57062147] ; [75.57062147 12.42937853],0
p8,1,0.005106,7.841601,[52 36] ; [33 54],[42.74285714 45.25714286] ; [42.25714286 44.74285714],0
v3,1,0.01008,6.62069,[37 50] ; [21 66],[29. 58.] ; [29. 58.],0
d2,1,0.015029,5.913058,[28 61] ; [14 74],[21.11864407 67.88135593] ; [20.88135593 67.11864407],0
p9,1,0.016311,5.768984,[75 13] ; [61 26],[68.38857143 19.61142857] ; [67.61142857 19.38857143],0
a7,1,0.017698,5.62577,[62 27] ; [46 42],[54.30508475 34.69491525] ; [53.69491525 34.30508475],0
p4,1,0.01782,5.613762,[48 39] ; [32 54],[40.23121387 46.76878613] ; [39.76878613 46.23121387],0
p12,1,0.025769,4.971429,[11 76] ; [ 3 84],[ 7. 80.] ; [ 7. 80.],0
d1,1,0.030767,4.665912,[ 9 80] ; [ 2 86],[ 5.53107345 83.46892655] ; [ 5.46892655 82.53107345],0
v2,1,0.034541,4.467703,[47 40] ; [31 51],[40.15384615 46.84615385] ; [37.84615385 44.15384615],0
p1,1,0.036369,4.379724,[15 73] ; [ 6 82],[10.5 77.5] ; [10.5 77.5],0
d3,1,0.039327,4.246701,[45 44] ; [31 57],[38.21468927 50.78531073] ; [37.78531073 50.21468927],0
n4,1,0.044972,4.019671,[64 25] ; [50 37],[57.64772727 31.35227273] ; [56.35227273 30.64772727],0
s5,1,0.070572,3.269666,[27 59] ; [16 67],[21.8816568 64.1183432] ; [21.1183432 61.8816568],0
s8,1,0.076412,3.139614,[34 54] ; [23 65],[28.5 59.5] ; [28.5 59.5],0
v1,1,0.106366,2.607402,[44 43] ; [33 53],[38.72254335 48.27745665] ; [38.27745665 47.72254335],0
s2,1,0.109054,2.567879,[42 44] ; [32 55],[36.78612717 49.21387283] ; [37.21387283 49.78612717],0
b1,1,0.144236,2.132177,[42 47] ; [32 56],[37.20903955 51.79096045] ; [36.79096045 51.20903955],0
n5,1,0.148575,2.086821,[64 25] ; [53 33],[59.50285714 29.49714286] ; [57.49714286 28.50285714],0
p7,1,0.198041,1.656762,[47 41] ; [53 31],[51.1627907 36.8372093] ; [48.8372093 35.1627907],0
p2,1,0.239111,1.385827,[67 21] ; [60 28],[63.5 24.5] ; [63.5 24.5],0
u1,1,0.25355,1.303636,[ 5 84] ; [ 2 86],[ 3.51977401 85.48022599] ; [ 3.48022599 84.51977401],0
s6,1,0.254093,1.300658,[53 34] ; [45 41],[49.28323699 37.71676301] ; [48.71676301 37.28323699],0
s1,1,0.304309,1.055215,[ 3 83] ; [ 6 80],[ 4.5 81.5] ; [ 4.5 81.5],0
b5,1,0.314479,1.011769,[49 40] ; [55 33],[52.29378531 36.70621469] ; [51.70621469 36.29378531],0
r2,1,0.315341,1.008172,[81  8] ; [75 12],[78.88636364 10.11363636] ; [77.11363636  9.88636364],0
b4,1,0.329498,0.950869,[53 36] ; [46 42],[49.77966102 39.22033898] ; [49.22033898 38.77966102],0
p11,1,0.343783,0.896274,[72 17] ; [66 22],[69.38983051 19.61016949] ; [68.61016949 19.38983051],0
d4,1,0.369465,0.805463,[50 39] ; [43 44],[47.02840909 41.97159091] ; [45.97159091 41.02840909],0
u3,1,0.378621,0.775174,[18 13] ; [28 30],[16.02247191 14.97752809] ; [29.97752809 28.02247191],0
n1,1,0.4603,0.545165,[ 4 12] ; [ 9 16],[ 5.07317073 10.92682927] ; [ 7.92682927 17.07317073],0
p5,1,0.502884,0.448846,[12 76] ; [ 9 78],[10.56 77.44] ; [10.44 76.56],0
s3,1,0.553168,0.351673,[51 37] ; [46 40],[49.05747126 38.94252874] ; [47.94252874 38.05747126],0
p6,1,0.585982,0.296663,[30 58] ; [26 60],[28.32183908 59.67816092] ; [27.67816092 58.32183908],0
n2,1,0.622358,0.242567,[14  3] ; [19  6],[13.35714286  3.64285714] ; [19.64285714  5.35714286],0
