Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.9e-05,17.47922,[ 5 41] ; [27 27],[14.72 31.28] ; [17.28 36.72],1
p3,1,0.000328,12.901141,[14 33] ; [36 19],[23.03921569 23.96078431] ; [26.96078431 28.03921569],1
p8,1,0.001707,9.84049,[17 30] ; [37 18],[24.88235294 22.11764706] ; [29.11764706 25.88235294],0
d3,1,0.007695,7.103112,[24 23] ; [42 13],[30.41176471 16.58823529] ; [35.58823529 19.41176471],0
p5,1,0.018979,5.503484,[ 3 43] ; [13 42],[ 7.28712871 38.71287129] ; [ 8.71287129 46.28712871],0
a5,1,0.038542,4.280961,[31 16] ; [46  9],[35.48039216 11.51960784] ; [41.51960784 13.48039216],0
d1,1,0.0398,4.226386,[24 23] ; [39 16],[29.02941176 17.97058824] ; [33.97058824 21.02941176],0
n4,1,0.041479,4.156326,[26 21] ; [41 14],[30.87254902 16.12745098] ; [36.12745098 18.87254902],0
v3,1,0.04172,4.146522,[ 9 36] ; [21 33],[13.63636364 31.36363636] ; [16.36363636 37.63636364],0
p7,1,0.044423,4.040404,[24 21] ; [40 15],[28.8 16.2] ; [35.2 19.8],0
b1,1,0.049247,3.866925,[11 36] ; [23 32],[15.66666667 31.33333333] ; [18.33333333 36.66666667],0
p11,1,0.058309,3.584845,[34 13] ; [48  7],[37.78431373  9.21568627] ; [44.21568627 10.78431373],0
n5,1,0.107177,2.595365,[28 19] ; [41 14],[31.79411765 15.20588235] ; [37.20588235 17.79411765],0
r4,1,0.127707,2.320155,[39  8] ; [51  4],[41.47058824  5.52941176] ; [48.52941176  6.47058824],0
p10,1,0.143498,2.140046,[35 11] ; [48  7],[37.8019802  8.1980198] ; [45.1980198  9.8019802],0
a8,1,0.156715,2.005643,[ 6 37] ; [ 3 51],[ 3.98969072 39.01030928] ; [ 5.01030928 48.98969072],0
n2,1,0.200441,1.639156,[8 1] ; [5 3],[6.88235294 2.11764706] ; [6.11764706 1.88235294],0
b3,1,0.221249,1.49625,[ 7 18] ; [14 18],[ 9.21052632 15.78947368] ; [11.78947368 20.21052632],0
b2,1,0.221249,1.49625,[ 7 18] ; [14 18],[ 9.21052632 15.78947368] ; [11.78947368 20.21052632],0
s6,1,0.239519,1.383424,[30 16] ; [41 13],[32.66 13.34] ; [38.34 15.66],0
v4,1,0.271196,1.210688,[41  4] ; [53  2],[42.3  2.7] ; [51.7  3.3],0
s3,1,0.276841,1.182531,[25 21] ; [23 30],[22.3030303 23.6969697] ; [25.6969697 27.3030303],0
u1,1,0.283604,1.149737,[ 5 42] ; [10 45],[ 6.91176471 40.08823529] ; [ 8.08823529 46.91176471],0
b5,1,0.320609,0.98646,[26 21] ; [25 30],[23.5 23.5] ; [27.5 27.5],0
a7,1,0.372938,0.79385,[27 19] ; [37 18],[29.14851485 16.85148515] ; [34.85148515 20.14851485],0
d5,1,0.374068,0.790108,[37 10] ; [47  8],[38.70588235  8.29411765] ; [45.29411765  9.70588235],0
n1,1,0.402388,0.701178,[4 5] ; [2 6],[3.17647059 5.82352941] ; [2.82352941 5.17647059],0
s8,1,0.482831,0.492462,[10 37] ; [15 40],[11.51960784 35.48039216] ; [13.48039216 41.51960784],0
v2,1,0.485607,0.486245,[21 24] ; [29 25],[22.72727273 22.27272727] ; [27.27272727 26.72727273],0
p2,1,0.491186,0.473927,[36 10] ; [46  9],[37.34653465  8.65346535] ; [44.65346535 10.34653465],0
r3,1,0.527473,0.399258,[41  5] ; [51  4],[41.9009901  4.0990099] ; [50.0990099  4.9009901],0
p9,1,0.528503,0.39727,[37  9] ; [46  8],[38.18  7.82] ; [44.82  9.18],0
r2,1,0.535725,0.383521,[44  2] ; [51  4],[43.26732673  2.73267327] ; [51.73267327  3.26732673],0
p1,1,0.541662,0.372468,[ 4 41] ; [ 7 48],[ 4.95 40.05] ; [ 6.05 48.95],0
a1,1,0.542832,0.370316,[ 4 43] ; [ 3 52],[ 3.2254902 43.7745098] ; [ 3.7745098 51.2254902],0
r1,1,0.546172,0.36422,[36 11] ; [44 10],[37.22772277  9.77227723] ; [42.77227723 11.22772277],0
