Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2.9e-05,17.47922,[ 5 41] ; [27 27],[14.72 31.28] ; [17.28 36.72],1
v1,1,0.576311,0.312237,[25 20] ; [33 21],[26.36363636 18.63636364] ; [31.63636364 22.36363636],0
u2,1,0.583713,0.300271,[ 6 13] ; [ 8 12],[ 6.82051282 12.17948718] ; [ 7.17948718 12.82051282],0
n3,1,0.627477,0.235498,[6 4] ; [5 2],[6.47058824 3.52941176] ; [4.52941176 2.47058824],0
a4,1,0.65647,0.19784,[21 26] ; [27 28],[22.11764706 24.88235294] ; [25.88235294 29.11764706],0
a2,1,0.700117,0.148351,[ 8 39] ; [11 44],[ 8.75490196 38.24509804] ; [10.24509804 44.75490196],0
n6,1,0.751303,0.10044,[40  7] ; [48  7],[40.54901961  6.45098039] ; [47.45098039  7.54901961],0
u3,1,0.751529,0.100251,[ 9 10] ; [11 10],[9.5 9.5] ; [10.5 10.5],0
d2,1,0.828413,0.046975,[22 24] ; [27 27],[22.54 23.46] ; [26.46 27.54],0
a6,1,0.840386,0.040562,[29 18] ; [35 20],[29.49019608 17.50980392] ; [34.50980392 20.49019608],0
s4,1,0.849319,0.036095,[ 8 38] ; [10 43],[ 8.36363636 37.63636364] ; [ 9.63636364 43.36363636],0
b4,1,0.8641,0.029295,[30 17] ; [36 19],[30.41176471 16.58823529] ; [35.58823529 19.41176471],0
s2,1,0.870828,0.026441,[21 26] ; [25 29],[21.40594059 25.59405941] ; [24.59405941 29.40594059],0
a3,1,0.922315,0.00951,[28 18] ; [34 21],[28.23762376 17.76237624] ; [33.76237624 21.23762376],0
d4,1,0.944643,0.004821,[42  4] ; [50  5],[41.9009901  4.0990099] ; [50.0990099  4.9009901],0
p12,1,0.944643,0.004821,[ 4 42] ; [ 5 50],[ 4.0990099 41.9009901] ; [ 4.9009901 50.0990099],0
