Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001992,9.55714,[319  27] ; [8 4],[316.03910615  29.96089385] ; [10.96089385  1.03910615],0
r1,1,0.002528,9.120531,[287  56] ; [6 6],[283.09577465  59.90422535] ; [9.90422535 2.09577465],0
d4,1,0.002653,9.031959,[301  41] ; [7 5],[297.55932203  44.44067797] ; [10.44067797  1.55932203],0
d5,1,0.00388,8.338908,[284  59] ; [6 6],[280.1971831  62.8028169] ; [9.8028169 2.1971831],0
d1,1,0.027805,4.840091,[223 123] ; [4 8],[219.39106145 126.60893855] ; [7.60893855 4.39106145],0
v4,1,0.029291,4.750448,[330  13] ; [10  2],[328.50704225  14.49295775] ; [11.49295775  0.50704225],0
r2,1,0.029291,4.750448,[330  13] ; [10  2],[328.50704225  14.49295775] ; [11.49295775  0.50704225],0
p1,1,0.066362,3.370788,[ 31 310] ; [3 9],[ 32.84419263 308.15580737] ; [ 1.15580737 10.84419263],0
a7,1,0.080926,3.046202,[251  93] ; [6 6],[248.33707865  95.66292135] ; [8.66292135 3.33707865],0
p11,1,0.09584,2.773439,[272  74] ; [7 5],[269.64804469  76.35195531] ; [9.35195531 2.64804469],0
n1,1,0.128027,2.31627,[30 37] ; [4 1],[31.63888889 35.36111111] ; [2.36111111 2.63888889],0
v2,1,0.13365,2.249585,[208 122] ; [5 7],[205.52631579 124.47368421] ; [7.47368421 4.52631579],0
a2,1,0.141534,2.161196,[ 95 251] ; [ 1 11],[ 92.78212291 253.21787709] ; [3.21787709 8.78212291],0
a4,1,0.149201,2.080399,[159 186] ; [3 9],[156.55462185 188.44537815] ; [5.44537815 6.55462185],0
d3,1,0.154434,2.027897,[238 105] ; [6 6],[235.75211268 107.24788732] ; [8.24788732 3.75211268],0
s7,1,0.178111,1.813311,[226 104] ; [6 6],[223.85964912 106.14035088] ; [8.14035088 3.85964912],0
d2,1,0.178615,1.809112,[182 161] ; [4 8],[179.71267606 163.28732394] ; [6.28732394 5.71267606],0
p9,1,0.199092,1.649024,[297  42] ; [9 3],[295.53846154  43.46153846] ; [10.46153846  1.53846154],0
b4,1,0.242301,1.367159,[201 145] ; [9 3],[202.96089385 143.03910615] ; [7.03910615 4.96089385],0
b5,1,0.257797,1.280549,[203 143] ; [9 3],[204.89385475 141.10614525] ; [7.10614525 4.89385475],0
u1,1,0.283034,1.152464,[ 73 273] ; [ 1 11],[ 71.51955307 274.48044693] ; [2.48044693 9.51955307],0
p10,1,0.309664,1.032109,[291  49] ; [9 3],[289.77272727  50.22727273] ; [10.22727273  1.77272727],0
s6,1,0.362783,0.828235,[288  52] ; [9 3],[286.875  53.125] ; [10.125  1.875],0
s8,1,0.380331,0.769633,[215 129] ; [6 6],[213.5505618 130.4494382] ; [7.4494382 4.5505618],0
p2,1,0.415026,0.664358,[286  55] ; [9 3],[284.97167139  56.02832861] ; [10.02832861  1.97167139],0
b1,1,0.522015,0.40991,[141 205] ; [6 6],[142.0726257 203.9273743] ; [4.9273743 7.0726257],0
a3,1,0.523916,0.406177,[259  85] ; [10  2],[259.93258427  84.06741573] ; [9.06741573 2.93258427],0
n6,1,0.553318,0.351406,[291  49] ; [11  1],[291.70454545  48.29545455] ; [10.29545455  1.70454545],0
p7,1,0.558596,0.342142,[220 111] ; [7 5],[219.05830904 111.94169096] ; [7.94169096 4.05830904],0
s1,1,0.562559,0.335292,[ 16 325] ; [ 1 11],[ 16.42209632 324.57790368] ; [ 0.57790368 11.42209632],0
n3,1,0.602835,0.270741,[49 20] ; [3 2],[48.48648649 20.51351351] ; [3.51351351 1.48648649],0
s5,1,0.649286,0.206802,[144 188] ; [6 6],[144.76744186 187.23255814] ; [5.23255814 6.76744186],0
v3,1,0.658374,0.195505,[157 169] ; [5 7],[156.24852071 169.75147929] ; [5.75147929 6.24852071],0
u3,1,0.667748,0.184247,[55 30] ; [1 1],[54.71264368 30.28735632] ; [1.28735632 0.71264368],0
p8,1,0.668885,0.182909,[177 163] ; [7 5],[177.72727273 162.27272727] ; [6.27272727 5.72727273],0
v1,1,0.669493,0.182196,[201 131] ; [8 4],[201.70930233 130.29069767] ; [7.29069767 4.70930233],0
s3,1,0.675113,0.175679,[295  47] ; [9 2],[294.52691218  47.47308782] ; [9.47308782 1.52691218],0
p12,1,0.680755,0.169277,[ 42 300] ; [ 1 11],[ 41.54237288 300.45762712] ; [ 1.45762712 10.54237288],0
p3,1,0.734867,0.11469,[182 159] ; [7 5],[182.57507082 158.42492918] ; [6.42492918 5.57507082],0
n5,1,0.747803,0.103386,[272  70] ; [10  2],[272.44067797  69.55932203] ; [9.55932203 2.44067797],0
p5,1,0.789833,0.071037,[ 47 290] ; [ 2 10],[ 47.31518625 289.68481375] ; [ 1.68481375 10.31518625],0
a6,1,0.819992,0.051781,[217 125] ; [8 4],[217.37288136 124.62711864] ; [7.62711864 4.37288136],0
n4,1,0.846052,0.037698,[279  65] ; [10  2],[279.25842697  64.74157303] ; [9.74157303 2.25842697],0
a1,1,0.851928,0.034842,[ 24 322] ; [ 1 11],[ 24.16201117 321.83798883] ; [ 0.83798883 11.16201117],0
a5,1,0.902767,0.014925,[264  81] ; [9 3],[263.82352941  81.17647059] ; [9.17647059 2.82352941],0
b3,1,0.903678,0.014645,[ 95 129] ; [4 5],[ 95.17596567 128.82403433] ; [3.82403433 5.17596567],0
b2,1,0.903678,0.014645,[ 95 129] ; [4 5],[ 95.17596567 128.82403433] ; [3.82403433 5.17596567],0
p4,1,0.944098,0.004917,[224 117] ; [8 4],[224.11331445 116.88668555] ; [7.88668555 4.11331445],0
p6,1,0.963361,0.00211,[139 200] ; [5 7],[139.07692308 199.92307692] ; [4.92307692 7.07692308],0
