Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,2e-06,23.143143,[4 4] ; [70  2],[7.4 0.6] ; [66.6  5.4],1
a5,1,0.001483,10.099113,[1 8] ; [47 24],[5.4 3.6] ; [42.6 28.4],0
n6,1,0.004147,8.218344,[5 4] ; [65  7],[7.77777778 1.22222222] ; [62.22222222  9.77777778],0
b1,1,0.004427,8.1,[8 1] ; [28 44],[4. 5.] ; [32. 40.],0
a7,1,0.005217,7.802552,[3 6] ; [55 16],[6.525 2.475] ; [51.475 19.525],0
v3,1,0.005777,7.618627,[1 8] ; [43 29],[4.88888889 4.11111111] ; [39.11111111 32.88888889],0
a6,1,0.005942,7.56769,[2 7] ; [49 22],[5.7375 3.2625] ; [45.2625 25.7375],0
s3,1,0.02787,4.836085,[2 7] ; [42 27],[5.07692308 3.92307692] ; [38.92307692 30.07692308],0
s4,1,0.073973,3.19259,[3 6] ; [ 8 62],[1.25316456 7.74683544] ; [ 9.74683544 60.25316456],0
r3,1,0.076392,3.140032,[8 1] ; [71  1],[8.77777778 0.22222222] ; [70.22222222  1.77777778],0
d3,1,0.091015,2.856324,[2 7] ; [37 34],[4.3875 4.6125] ; [34.6125 36.3875],0
b4,1,0.111388,2.534418,[3 6] ; [44 28],[5.22222222 3.77777778] ; [41.77777778 30.22222222],0
s2,1,0.135162,2.232193,[2 7] ; [34 36],[4.10126582 4.89873418] ; [31.89873418 38.10126582],0
p10,1,0.135565,2.227592,[5 4] ; [54 15],[6.80769231 2.19230769] ; [52.19230769 16.80769231],0
s7,1,0.252028,1.312028,[2 6] ; [31 36],[3.52 4.48] ; [29.48 37.52],0
u3,1,0.257673,1.281218,[1 3] ; [16 13],[2.06060606 1.93939394] ; [14.93939394 14.06060606],0
p6,1,0.266664,1.233827,[2 7] ; [29 41],[3.53164557 5.46835443] ; [27.46835443 42.53164557],0
d4,1,0.288467,1.126761,[3 6] ; [37 34],[4.5 4.5] ; [35.5 35.5],0
v4,1,0.304902,1.052632,[7 1] ; [69  3],[7.6 0.4] ; [68.4  3.6],0
p8,1,0.32856,0.954567,[4 5] ; [43 27],[5.35443038 3.64556962] ; [41.64556962 28.35443038],0
p3,1,0.346195,0.887356,[3 6] ; [35 35],[4.32911392 4.67088608] ; [33.67088608 36.32911392],0
p9,1,0.372688,0.794684,[6 3] ; [55 14],[7.03846154 1.96153846] ; [53.96153846 15.03846154],0
s6,1,0.373088,0.793354,[4 5] ; [42 28],[5.24050633 3.75949367] ; [40.75949367 29.24050633],0
u2,1,0.400628,0.70644,[1 2] ; [17 12],[1.6875 1.3125] ; [16.3125 12.6875],0
a4,1,0.592341,0.286703,[1 8] ; [13 58],[1.575 7.425] ; [12.425 58.575],0
p11,1,0.603428,0.269856,[8 1] ; [59 13],[7.44444444 1.55555556] ; [59.55555556 12.44444444],0
b5,1,0.637121,0.222527,[4 5] ; [38 34],[4.66666667 4.33333333] ; [37.33333333 34.66666667],0
v1,1,0.670941,0.180503,[5 4] ; [44 26],[5.58227848 3.41772152] ; [43.41772152 26.58227848],0
n4,1,0.677392,0.173076,[6 3] ; [52 19],[6.525 2.475] ; [51.475 19.525],0
n1,1,0.698535,0.15,[2 3] ; [3 7],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
a3,1,0.772657,0.083464,[5 4] ; [43 28],[5.4 3.6] ; [42.6 28.4],0
p4,1,0.785076,0.074371,[4 5] ; [34 35],[4.38461538 4.61538462] ; [33.61538462 35.38461538],0
p2,1,0.820587,0.051434,[7 2] ; [52 18],[6.72151899 2.27848101] ; [52.27848101 17.72151899],0
s8,1,0.846794,0.03733,[3 6] ; [26 45],[3.2625 5.7375] ; [25.7375 45.2625],0
d2,1,0.855426,0.033197,[2 7] ; [18 54],[2.22222222 6.77777778] ; [17.77777778 54.22222222],0
n5,1,0.908979,0.01307,[7 2] ; [54 17],[6.8625 2.1375] ; [54.1375 16.8625],0
p7,1,0.931501,0.007388,[6 3] ; [45 24],[5.88461538 3.11538462] ; [45.11538462 23.88461538],0
