Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.548235,[66  2] ; [9 7],[60.71428571  7.28571429] ; [14.28571429  1.71428571],1
p6,1,0.000628,11.690873,[53 13] ; [ 6 10],[47.48780488 18.51219512] ; [11.51219512  4.48780488],1
p2,1,0.001,10.827109,[65  3] ; [11  5],[61.52380952  6.47619048] ; [14.47619048  1.52380952],0
p7,1,0.012274,6.270886,[61  6] ; [10  5],[58.01219512  8.98780488] ; [12.98780488  2.01219512],0
a3,1,0.015587,5.84893,[57 11] ; [9 7],[53.42857143 14.57142857] ; [12.57142857  3.42857143],0
r3,1,0.050298,3.831489,[63  3] ; [13  3],[61.17073171  4.82926829] ; [14.82926829  1.17073171],0
d2,1,0.095483,2.779412,[37 31] ; [ 5 11],[34. 34.] ; [8. 8.],0
a6,1,0.096507,2.762337,[45 23] ; [7 9],[42.0952381 25.9047619] ; [9.9047619 6.0952381],0
b5,1,0.098444,2.730575,[27 41] ; [10  6],[29.95238095 38.04761905] ; [7.04761905 8.95238095],0
u1,1,0.100063,2.704545,[17 51] ; [ 1 15],[14.57142857 53.42857143] ; [ 3.42857143 12.57142857],0
n6,1,0.110353,2.549157,[65  2] ; [14  2],[63.77108434  3.22891566] ; [15.22891566  0.77108434],0
s3,1,0.116664,2.461544,[45 21] ; [7 8],[42.37037037 23.62962963] ; [9.62962963 5.37037037],0
v2,1,0.117105,2.455621,[41 25] ; [6 9],[38.2962963 27.7037037] ; [8.7037037 6.2962963],0
v1,1,0.131635,2.273121,[43 23] ; [12  2],[45.375 20.625] ; [9.625 4.375],0
s8,1,0.159637,1.97766,[46 21] ; [8 8],[43.59036145 23.40963855] ; [10.40963855  5.59036145],0
n5,1,0.162318,1.952496,[63  5] ; [13  3],[61.52380952  6.47619048] ; [14.47619048  1.52380952],0
n4,1,0.162318,1.952496,[63  5] ; [13  3],[61.52380952  6.47619048] ; [14.47619048  1.52380952],0
d5,1,0.167122,1.908575,[57 11] ; [11  5],[55.04761905 12.95238095] ; [12.95238095  3.04761905],0
d4,1,0.173442,1.852941,[60  8] ; [12  4],[58.28571429  9.71428571] ; [13.71428571  2.28571429],0
a4,1,0.176037,1.830769,[34 34] ; [ 5 11],[31.57142857 36.42857143] ; [7.42857143 8.57142857],0
