Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.138889,[306  14] ; [4 5],[301.51975684  18.48024316] ; [8.48024316 0.51975684],1
r1,1,1e-06,24.580539,[270  48] ; [2 7],[264.51376147  53.48623853] ; [7.48623853 1.51376147],1
r3,1,5e-06,20.89453,[308  10] ; [6 3],[305.35779817  12.64220183] ; [8.64220183 0.35779817],1
s6,1,0.015369,5.873631,[222  91] ; [3 6],[218.71118012  94.28881988] ; [6.28881988 2.71118012],0
s3,1,0.033004,4.545546,[183 133] ; [2 7],[179.87692308 136.12307692] ; [5.12307692 3.87692308],0
a3,1,0.034927,4.448731,[240  78] ; [4 5],[237.28440367  80.71559633] ; [6.71559633 2.28440367],0
n4,1,0.046457,3.964961,[262  58] ; [5 4],[259.69604863  60.30395137] ; [7.30395137 1.69604863],0
s2,1,0.05609,3.649375,[172 144] ; [2 7],[169.18153846 146.81846154] ; [4.81846154 4.18153846],0
p10,1,0.068334,3.322584,[279  40] ; [6 3],[277.17987805  41.82012195] ; [7.82012195 1.17987805],0
d2,1,0.070055,3.281724,[169 151] ; [2 7],[166.32218845 153.67781155] ; [4.67781155 4.32218845],0
v1,1,0.070182,3.278768,[196 115] ; [3 6],[193.403125 117.596875] ; [5.596875 3.403125],0
v4,1,0.087234,2.924695,[312   7] ; [8 1],[311.2195122   7.7804878] ; [8.7804878 0.2195122],0
b4,1,0.099472,2.713991,[194 126] ; [3 6],[191.61094225 128.38905775] ; [5.38905775 3.61094225],0
v2,1,0.124802,2.355993,[199 112] ; [3 5],[196.93416928 114.06583072] ; [5.06583072 2.93416928],0
d4,1,0.154096,2.031229,[270  50] ; [6 3],[268.44984802  51.55015198] ; [7.55015198 1.44984802],0
a2,1,0.154717,2.025114,[108 212] ; [1 8],[106.01823708 213.98176292] ; [2.98176292 6.01823708],0
d1,1,0.160437,1.970103,[214 106] ; [4 5],[212.03647416 107.96352584] ; [5.96352584 3.03647416],0
s7,1,0.167226,1.907634,[163 134] ; [2 5],[161.20065789 135.79934211] ; [3.79934211 3.20065789],0
v3,1,0.17025,1.880736,[139 168] ; [2 7],[136.98417722 170.01582278] ; [4.01582278 4.98417722],0
u3,1,0.184519,1.760847,[55 25] ; [2 3],[53.64705882 26.35294118] ; [3.35294118 1.64705882],0
p5,1,0.2043,1.611367,[ 54 263] ; [3 6],[ 55.42638037 261.57361963] ; [1.57361963 7.42638037],0
n3,1,0.229276,1.445348,[40  8] ; [1 1],[39.36  8.64] ; [1.64 0.36],0
u1,1,0.26044,1.266418,[ 90 230] ; [1 8],[ 88.5106383 231.4893617] ; [2.4893617 6.5106383],0
p2,1,0.292733,1.107009,[284  35] ; [7 2],[283.0152439  35.9847561] ; [7.9847561 1.0152439],0
p12,1,0.34887,0.877563,[ 38 282] ; [2 7],[ 38.90577508 281.09422492] ; [1.09422492 7.90577508],0
n6,1,0.353665,0.860262,[280  38] ; [7 2],[279.10091743  38.89908257] ; [7.89908257 1.10091743],0
s5,1,0.356764,0.849251,[114 192] ; [2 7],[112.68571429 193.31428571] ; [3.31428571 5.68571429],0
b1,1,0.35867,0.842545,[129 191] ; [5 4],[130.3343465 189.6656535] ; [3.6656535 5.3343465],0
a8,1,0.410174,0.678296,[ 36 245] ; [2 7],[ 36.82068966 244.17931034] ; [1.17931034 7.82068966],0
d3,1,0.41456,0.665685,[250  70] ; [6 3],[248.99696049  71.00303951] ; [7.00303951 1.99696049],0
a5,1,0.41456,0.665685,[250  70] ; [6 3],[248.99696049  71.00303951] ; [7.00303951 1.99696049],0
a1,1,0.450609,0.569119,[ 17 303] ; [1 8],[ 17.50759878 302.49240122] ; [0.49240122 8.50759878],0
p7,1,0.470916,0.519825,[244  73] ; [6 3],[243.09815951  73.90184049] ; [6.90184049 2.09815951],0
p8,1,0.554523,0.349277,[207 111] ; [5 4],[206.16513761 111.83486239] ; [5.83486239 3.16513761],0
s4,1,0.588169,0.293213,[ 49 266] ; [2 7],[ 49.58333333 265.41666667] ; [1.41666667 7.58333333],0
p4,1,0.632387,0.228838,[265  55] ; [8 1],[265.53191489  54.46808511] ; [7.46808511 1.53191489],0
b5,1,0.642896,0.214974,[202 118] ; [5 4],[201.33738602 118.66261398] ; [5.66261398 3.33738602],0
p11,1,0.773243,0.083022,[261  59] ; [7 2],[260.66869301  59.33130699] ; [7.33130699 1.66869301],0
d5,1,0.782574,0.076157,[274  46] ; [8 1],[274.28571429  45.71428571] ; [7.71428571 1.28571429],0
p6,1,0.785175,0.0743,[155 161] ; [4 5],[154.59692308 161.40307692] ; [4.40307692 4.59692308],0
a4,1,0.791868,0.069636,[156 163] ; [4 5],[155.6097561 163.3902439] ; [4.3902439 4.6097561],0
n5,1,0.910943,0.01251,[253  66] ; [7 2],[252.86585366  66.13414634] ; [7.13414634 1.86585366],0
b3,1,0.930113,0.007692,[ 75 122] ; [2 3],[ 75.09405941 121.90594059] ; [1.90594059 3.09405941],0
b2,1,0.930113,0.007692,[ 75 122] ; [2 3],[ 75.09405941 121.90594059] ; [1.90594059 3.09405941],0
u2,1,0.96394,0.002044,[46 32] ; [3 2],[46.04819277 31.95180723] ; [2.95180723 2.04819277],0
a6,1,0.96607,0.001809,[250  69] ; [7 2],[249.94817073  69.05182927] ; [7.05182927 1.94817073],0
p9,1,0.967995,0.00161,[284  34] ; [8 1],[283.96330275  34.03669725] ; [8.03669725 0.96330275],0
