Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,25.349004,[17 33] ; [55 14],[30.25210084 19.74789916] ; [41.74789916 27.25210084],1
d5,1,3e-06,21.577534,[22 28] ; [59 11],[33.75 16.25] ; [47.25 22.75],1
a4,1,4e-06,21.175131,[ 6 44] ; [37 33],[17.91666667 32.08333333] ; [25.08333333 44.91666667],1
d1,1,8.7e-05,15.398514,[10 40] ; [39 31],[20.41666667 29.58333333] ; [28.58333333 41.41666667],1
d2,1,8.7e-05,15.398514,[10 40] ; [39 31],[20.41666667 29.58333333] ; [28.58333333 41.41666667],1
a6,1,0.001603,9.956571,[23 27] ; [52 18],[31.25 18.75] ; [43.75 26.25],0
p4,1,0.004968,7.890909,[11 38] ; [33 36],[18.27118644 30.72881356] ; [25.72881356 43.27118644],0
p3,1,0.005338,7.761167,[ 8 42] ; [27 41],[14.83050847 35.16949153] ; [20.16949153 47.83050847],0
a7,1,0.006233,7.481555,[25 25] ; [52 18],[32.08333333 17.91666667] ; [44.91666667 25.08333333],0
v3,1,0.009375,6.749869,[ 6 42] ; [22 43],[11.89380531 36.10619469] ; [16.10619469 48.89380531],0
d3,1,0.009591,6.70941,[19 30] ; [44 26],[25.94117647 23.05882353] ; [37.05882353 32.94117647],0
v2,1,0.013651,6.082679,[12 35] ; [32 34],[18.30088496 28.69911504] ; [25.69911504 40.30088496],0
n4,1,0.014755,5.945461,[18 32] ; [41 29],[24.58333333 25.41666667] ; [34.41666667 35.58333333],0
d4,1,0.015335,5.877551,[29 21] ; [55 15],[35. 15.] ; [49. 21.],0
s8,1,0.031318,4.635429,[ 4 46] ; [16 54],[ 8.33333333 41.66666667] ; [11.66666667 58.33333333],0
r3,1,0.061105,3.507131,[35 15] ; [59 11],[39.16666667 10.83333333] ; [54.83333333 15.16666667],0
r1,1,0.062125,3.479734,[28 22] ; [50 19],[32.77310924 17.22689076] ; [45.22689076 23.77310924],0
r4,1,0.080647,3.051805,[28 22] ; [50 20],[32.5 17.5] ; [45.5 24.5],0
u1,1,0.083265,3.0,[ 1 49] ; [ 7 63],[ 3.33333333 46.66666667] ; [ 4.66666667 65.33333333],0
p8,1,0.106747,2.601725,[13 37] ; [27 40],[17.09401709 32.90598291] ; [22.90598291 44.09401709],0
s2,1,0.12309,2.377558,[ 9 41] ; [21 48],[12.60504202 37.39495798] ; [17.39495798 51.60504202],0
r2,1,0.197154,1.663335,[39 11] ; [60  9],[41.59663866  8.40336134] ; [57.40336134 11.59663866],0
s6,1,0.22782,1.454423,[16 34] ; [30 40],[19.16666667 30.83333333] ; [26.83333333 43.16666667],0
n3,1,0.252252,1.310786,[15  6] ; [12 10],[13.18604651  7.81395349] ; [13.81395349  8.18604651],0
p2,1,0.260746,1.264794,[28 22] ; [45 23],[30.93220339 19.06779661] ; [42.06779661 25.93220339],0
s5,1,0.286374,1.136591,[ 4 44] ; [10 57],[ 5.84347826 42.15652174] ; [ 8.15652174 58.84347826],0
v4,1,0.307014,1.043478,[36 14] ; [56 14],[38.33333333 11.66666667] ; [53.66666667 16.33333333],0
p6,1,0.308925,1.035267,[11 37] ; [10 55],[ 8.92035398 39.07964602] ; [12.07964602 52.92035398],0
v1,1,0.311708,1.023424,[15 34] ; [27 41],[17.58974359 31.41025641] ; [24.41025641 43.58974359],0
s4,1,0.363315,0.826403,[ 6 44] ; [ 5 65],[ 4.58333333 45.41666667] ; [ 6.41666667 63.58333333],0
b5,1,0.449692,0.571429,[32 18] ; [40 30],[30. 20.] ; [42. 28.],0
p5,1,0.474378,0.51176,[ 1 49] ; [ 3 65],[ 1.69491525 48.30508475] ; [ 2.30508475 65.69491525],0
p1,1,0.576646,0.311688,[ 5 45] ; [ 5 65],[ 4.16666667 45.83333333] ; [ 5.83333333 64.16666667],0
p7,1,0.582992,0.301422,[19 28] ; [31 37],[20.43478261 26.56521739] ; [29.56521739 38.43478261],0
u3,1,0.587114,0.294874,[16 17] ; [8 6],[16.85106383 16.14893617] ; [7.14893617 6.85106383],0
a8,1,0.598126,0.277831,[ 4 46] ; [ 7 57],[ 4.8245614 45.1754386] ; [ 6.1754386 57.8245614],0
p10,1,0.628598,0.233967,[23 26] ; [35 33],[24.29059829 24.70940171] ; [33.70940171 34.29059829],0
s1,1,0.62961,0.23259,[ 4 45] ; [ 4 64],[ 3.35042735 45.64957265] ; [ 4.64957265 63.35042735],0
n1,1,0.665956,0.186369,[ 8 13] ; [ 7 15],[ 7.3255814 13.6744186] ; [ 7.6744186 14.3255814],0
n2,1,0.689691,0.15942,[14  7] ; [14  9],[13.36363636  7.63636364] ; [14.63636364  8.36363636],0
a1,1,0.708165,0.140117,[ 4 46] ; [ 7 63],[ 4.58333333 45.41666667] ; [ 6.41666667 63.58333333],0
u2,1,0.783602,0.075421,[19 14] ; [8 7],[18.5625 14.4375] ; [8.4375 6.5625],0
p9,1,0.804604,0.061203,[28 21] ; [41 28],[28.65254237 20.34745763] ; [40.34745763 28.65254237],0
b3,1,0.831359,0.045351,[ 8 20] ; [13 29],[ 8.4 19.6] ; [12.6 29.4],0
b2,1,0.831359,0.045351,[ 8 20] ; [13 29],[ 8.4 19.6] ; [12.6 29.4],0
s3,1,0.843613,0.038917,[19 30] ; [28 41],[19.51694915 29.48305085] ; [27.48305085 41.51694915],0
b1,1,0.877354,0.023816,[25 25] ; [36 34],[25.41666667 24.58333333] ; [35.58333333 34.41666667],0
p11,1,0.926144,0.008593,[26 24] ; [37 33],[26.25 23.75] ; [36.75 33.25],0
n5,1,0.929853,0.007749,[22 27] ; [32 38],[22.23529412 26.76470588] ; [31.76470588 38.23529412],0
b4,1,0.950088,0.003918,[29 21] ; [41 29],[29.16666667 20.83333333] ; [40.83333333 29.16666667],0
