Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.005019,7.872671,[21  3] ; [2 4],[18.4  5.6] ; [4.6 1.4],0
a6,1,0.015418,5.868056,[17  7] ; [1 5],[14.4  9.6] ; [3.6 2.4],0
b5,1,0.044136,4.051339,[15  9] ; [1 5],[12.8 11.2] ; [3.2 2.8],0
a7,1,0.044136,4.051339,[15  9] ; [1 5],[12.8 11.2] ; [3.2 2.8],0
r4,1,0.052808,3.75,[18  6] ; [2 4],[16.  8.] ; [4. 2.],0
d3,1,0.052808,3.75,[18  6] ; [2 4],[16.  8.] ; [4. 2.],0
s2,1,0.052808,3.75,[18  6] ; [2 4],[16.  8.] ; [4. 2.],0
b4,1,0.067889,3.333333,[14 10] ; [1 5],[12. 12.] ; [3. 3.],0
p9,1,0.074247,3.186532,[16  6] ; [2 4],[14.14285714  7.85714286] ; [3.85714286 2.14285714],0
n5,1,0.088212,2.906699,[ 7 17] ; [4 2],[ 8.8 15.2] ; [2.2 3.8],0
r3,1,0.119088,2.429275,[21  2] ; [4 2],[19.82758621  3.17241379] ; [5.17241379 0.82758621],0
n3,1,0.124541,2.359259,[8 2] ; [1 2],[6.92307692 3.07692308] ; [2.07692308 0.92307692],0
u3,1,0.124541,2.359259,[8 1] ; [2 2],[6.92307692 2.07692308] ; [3.07692308 0.92307692],0
d1,1,0.140548,2.171946,[12 12] ; [1 5],[10.4 13.6] ; [2.6 3.4],0
s8,1,0.140548,2.171946,[12 12] ; [1 5],[10.4 13.6] ; [2.6 3.4],0
p7,1,0.143606,2.138889,[11 11] ; [5 1],[12.57142857  9.42857143] ; [3.42857143 2.57142857],0
d5,1,0.148454,2.088068,[19  5] ; [3 3],[17.6  6.4] ; [4.4 1.6],0
r1,1,0.197213,1.662896,[15  9] ; [2 4],[13.6 10.4] ; [3.4 2.6],0
a3,1,0.197213,1.662896,[15  9] ; [2 4],[13.6 10.4] ; [3.4 2.6],0
n4,1,0.197213,1.662896,[ 9 15] ; [4 2],[10.4 13.6] ; [2.6 3.4],0
s7,1,0.238821,1.38754,[15  7] ; [2 3],[13.85185185  8.14814815] ; [3.14814815 1.85185185],0
p11,1,0.36131,0.833333,[11 13] ; [4 2],[12. 12.] ; [3. 3.],0
d4,1,0.36131,0.833333,[20  4] ; [4 2],[19.2  4.8] ; [4.8 1.2],0
p8,1,0.410004,0.678788,[ 7 15] ; [3 3],[ 7.85714286 14.14285714] ; [2.14285714 3.85714286],0
v2,1,0.493886,0.46805,[ 8 15] ; [3 3],[ 8.72413793 14.27586207] ; [2.27586207 3.72413793],0
p10,1,0.544356,0.367526,[14  8] ; [3 3],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
p4,1,0.57615,0.3125,[ 9 15] ; [3 3],[ 9.6 14.4] ; [2.4 3.6],0
n1,1,0.611541,0.257937,[5 5] ; [1 2],[4.61538462 5.38461538] ; [1.38461538 1.61538462],0
n2,1,0.630701,0.231111,[8 2] ; [2 1],[7.69230769 2.30769231] ; [2.30769231 0.69230769],0
d2,1,0.709388,0.138889,[10 14] ; [2 4],[ 9.6 14.4] ; [2.4 3.6],0
s5,1,0.756158,0.096429,[ 9 12] ; [3 3],[ 9.33333333 11.66666667] ; [2.66666667 3.33333333],0
p6,1,0.774826,0.081835,[13 10] ; [3 3],[12.68965517 10.31034483] ; [3.31034483 2.68965517],0
v3,1,0.78473,0.074617,[ 5 18] ; [1 5],[ 4.75862069 18.24137931] ; [1.24137931 4.75862069],0
v4,1,0.818707,0.052536,[20  3] ; [5 1],[19.82758621  3.17241379] ; [5.17241379 0.82758621],0
v1,1,0.849753,0.035885,[ 9 15] ; [2 4],[ 8.8 15.2] ; [2.2 3.8],0
s6,1,0.891289,0.01868,[16  7] ; [4 2],[15.86206897  7.13793103] ; [4.13793103 1.86206897],0
u2,1,0.912637,0.012037,[7 2] ; [3 1],[6.92307692 2.07692308] ; [3.07692308 0.92307692],0
p3,1,1.0,0.0,[12 12] ; [3 3],[12. 12.] ; [3. 3.],0
b1,1,1.0,0.0,[12 12] ; [3 3],[12. 12.] ; [3. 3.],0
