Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,85.468091,[ 39 123] ; [198  87],[85.89261745 76.10738255] ; [151.10738255 133.89261745],1
p6,1,0.0,37.864505,[ 38 122] ; [152 130],[68.77828054 91.22171946] ; [121.22171946 160.77828054],1
p8,1,0.0,26.882374,[ 57 101] ; [176 109],[83.10158014 74.89841986] ; [149.89841986 135.10158014],1
p5,1,2e-06,22.758165,[  4 156] ; [ 51 231],[ 19.90950226 140.09049774] ; [ 35.09049774 246.90950226],1
p2,1,3e-06,22.11527,[117  44] ; [256  29],[134.64798206  26.35201794] ; [238.35201794  46.64798206],1
d1,1,4e-06,21.389242,[82 80] ; [207  79],[104.50446429  57.49553571] ; [184.49553571 101.50446429],1
d3,1,1.5e-05,18.801454,[93 67] ; [222  64],[113.0044843  46.9955157] ; [201.9955157  84.0044843],1
p7,1,2.1e-05,18.121628,[79 71] ; [206  76],[98.95833333 51.04166667] ; [186.04166667  95.95833333],1
n5,1,3e-05,17.443298,[108  53] ; [239  45],[125.54382022  35.45617978] ; [221.45617978  62.54382022],1
n4,1,0.000199,13.838056,[110  51] ; [238  47],[125.62331839  35.37668161] ; [222.37668161  62.62331839],1
s6,1,0.000236,13.523119,[125  34] ; [255  25],[137.6309795  21.3690205] ; [242.3690205  37.6309795],1
a5,1,0.00083,11.171951,[108  54] ; [231  55],[122.58482143  39.41517857] ; [216.41517857  69.58482143],1
n6,1,0.001037,10.760614,[127  34] ; [255  28],[138.51801802  22.48198198] ; [243.48198198  39.51801802],0
s8,1,0.001814,9.729031,[85 77] ; [192  93],[100.38926174  61.61073826] ; [176.61073826 108.38926174],0
s7,1,0.002241,9.340638,[97 60] ; [206  66],[110.88811189  46.11188811] ; [192.11188811  79.88811189],0
a2,1,0.005926,7.572526,[ 31 131] ; [ 89 197],[ 43.39285714 118.60714286] ; [ 76.60714286 209.39285714],0
a3,1,0.006121,7.514274,[109  52] ; [227  59],[121.02013423  39.97986577] ; [214.97986577  71.02013423],0
d4,1,0.008777,6.867751,[129  32] ; [254  31],[138.25784753  22.74215247] ; [244.74215247  40.25784753],0
p9,1,0.008863,6.850264,[130  27] ; [259  25],[138.48752834  18.51247166] ; [250.51247166  33.48752834],0
a4,1,0.009898,6.65315,[65 97] ; [151 135],[78.10714286 83.89285714] ; [137.89285714 148.10714286],0
r4,1,0.009968,6.640548,[146  16] ; [275  11],[152.23660714   9.76339286] ; [268.76339286  17.23660714],0
p12,1,0.010529,6.543103,[  9 152] ; [ 38 247],[ 16.96636771 144.03363229] ; [ 30.03363229 254.96636771],0
