Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,38.412685,[56 38] ; [ 8 61],[36.90797546 57.09202454] ; [27.09202454 41.90797546],1
v1,1,0.000179,14.038936,[57 40] ; [21 50],[45.03571429 51.96428571] ; [32.96428571 38.03571429],1
p11,1,0.001218,10.462391,[83 16] ; [44 27],[73.95882353 25.04117647] ; [53.04117647 17.95882353],0
r3,1,0.002404,9.212556,[94  4] ; [58 13],[88.14201183  9.85798817] ; [63.85798817  7.14201183],0
p2,1,0.004226,8.183988,[80 17] ; [44 26],[72.0239521 24.9760479] ; [51.9760479 18.0239521],0
v4,1,0.011082,6.452159,[94  5] ; [59 12],[89.1  9.9] ; [63.9  7.1],0
r4,1,0.024134,5.085005,[85 14] ; [51 20],[79.2 19.8] ; [56.8 14.2],0
p8,1,0.025426,4.994668,[56 40] ; [29 42],[48.86227545 47.13772455] ; [36.13772455 34.86227545],0
p7,1,0.034335,4.477922,[61 36] ; [33 38],[54.27380952 42.72619048] ; [39.72619048 31.27380952],0
p10,1,0.038424,4.286143,[76 20] ; [46 25],[70.13173653 25.86826347] ; [51.86826347 19.13173653],0
s8,1,0.045715,3.992068,[30 69] ; [12 59],[24.45882353 74.54117647] ; [17.54117647 53.45882353],0
p9,1,0.048874,3.879664,[77 19] ; [46 23],[71.56363636 24.43636364] ; [51.43636364 17.56363636],0
r1,1,0.049107,3.871704,[82 17] ; [49 21],[76.73964497 22.26035503] ; [54.26035503 15.73964497],0
d3,1,0.051157,3.803131,[80 19] ; [65  6],[84.44117647 14.55882353] ; [60.55882353 10.44117647],0
n6,1,0.058552,3.577929,[85 14] ; [52 18],[80.25443787 18.74556213] ; [56.74556213 13.25443787],0
d4,1,0.176119,1.830072,[97  1] ; [68  3],[95.68047337  2.31952663] ; [69.31952663  1.68047337],0
n3,1,0.202983,1.620779,[15  7] ; [13 13],[12.83333333  9.16666667] ; [15.16666667 10.83333333],0
n4,1,0.227157,1.458573,[79 20] ; [51 20],[75.70588235 23.29411765] ; [54.29411765 16.70588235],0
a3,1,0.291464,1.112848,[79 20] ; [51 19],[76.15384615 22.84615385] ; [53.84615385 16.15384615],0
a4,1,0.304887,1.052697,[56 43] ; [34 36],[52.72189349 46.27810651] ; [37.27810651 32.72189349],0
b1,1,0.338496,0.916118,[32 67] ; [28 43],[34.94117647 64.05882353] ; [25.05882353 45.94117647],0
n2,1,0.342666,0.900433,[13  8] ; [13 14],[11.375  9.625] ; [14.625 12.375],0
p4,1,0.356063,0.851733,[47 48] ; [30 41],[44.06626506 50.93373494] ; [32.93373494 38.06626506],0
s1,1,0.368231,0.809625,[ 1 97] ; [ 2 67],[ 1.76047904 96.23952096] ; [ 1.23952096 67.76047904],0
b5,1,0.452387,0.564665,[50 49] ; [40 31],[52.41176471 46.58823529] ; [37.58823529 33.41176471],0
a5,1,0.454544,0.559295,[80 19] ; [54 17],[78.03529412 20.96470588] ; [55.96470588 15.03529412],0
s2,1,0.46482,0.534262,[20 78] ; [11 58],[18.19161677 79.80838323] ; [12.80838323 56.19161677],0
s7,1,0.503276,0.448022,[24 69] ; [14 52],[22.22641509 70.77358491] ; [15.77358491 50.22641509],0
p3,1,0.503778,0.446968,[42 54] ; [27 43],[39.90361446 56.09638554] ; [29.09638554 40.90361446],0
p5,1,0.543424,0.369231,[ 8 90] ; [ 4 66],[ 7. 91.] ; [ 5. 65.],0
r2,1,0.571763,0.319742,[91  5] ; [63  5],[90.14634146  5.85365854] ; [63.85365854  4.14634146],0
s5,1,0.581818,0.303305,[17 79] ; [10 59],[15.70909091 80.29090909] ; [11.29090909 57.70909091],0
n1,1,0.595901,0.281223,[ 5 16] ; [ 8 18],[ 5.80851064 15.19148936] ; [ 7.19148936 18.80851064],0
b2,1,0.610209,0.25987,[30 35] ; [16 23],[28.75 36.25] ; [17.25 21.75],0
b3,1,0.610209,0.25987,[30 35] ; [16 23],[28.75 36.25] ; [17.25 21.75],0
a8,1,0.611238,0.258376,[ 9 79] ; [ 5 59],[ 8.10526316 79.89473684] ; [ 5.89473684 58.10526316],0
u2,1,0.633653,0.22714,[ 9 10] ; [11  9],[9.74358974 9.25641026] ; [10.25641026  9.74358974],0
a7,1,0.656087,0.198312,[73 25] ; [55 16],[74.22485207 23.77514793] ; [53.77514793 17.22485207],0
d2,1,0.729034,0.12,[71 27] ; [49 21],[70. 28.] ; [50. 20.],0
d5,1,0.735384,0.114226,[97  2] ; [69  2],[96.67058824  2.32941176] ; [69.32941176  1.67058824],0
u3,1,0.751529,0.100251,[11  9] ; [10 10],[10.5  9.5] ; [10.5  9.5],0
n5,1,0.81855,0.052629,[66 32] ; [49 22],[66.68639053 31.31360947] ; [48.31360947 22.68639053],0
s3,1,0.826956,0.047789,[25 72] ; [17 53],[24.39520958 72.60479042] ; [17.60479042 52.39520958],0
