Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.010545,6.540411,[18 41] ; [11  6],[22.51315789 36.48684211] ; [ 6.48684211 10.51315789],0
u3,1,0.043615,4.071394,[11 11] ; [8 1],[13.48387097  8.51612903] ; [5.51612903 3.48387097],0
s6,1,0.059518,3.55076,[35 26] ; [14  3],[38.32051282 22.67948718] ; [10.67948718  6.32051282],0
s7,1,0.068756,3.312477,[23 34] ; [10  5],[26.125 30.875] ; [6.875 8.125],0
n5,1,0.069093,3.304436,[40 21] ; [ 7 10],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
p2,1,0.076093,3.146433,[36 25] ; [14  3],[39.1025641 21.8974359] ; [10.8974359  6.1025641],0
v2,1,0.114952,2.484787,[26 32] ; [ 4 13],[23.2 34.8] ; [ 6.8 10.2],0
r4,1,0.127389,2.324038,[50 11] ; [11  6],[47.70512821 13.29487179] ; [13.29487179  3.70512821],0
n4,1,0.133783,2.248051,[44 17] ; [9 8],[41.44871795 19.55128205] ; [11.55128205  5.44871795],0
p8,1,0.140794,2.169259,[20 40] ; [9 8],[22.5974026 37.4025974] ; [ 6.4025974 10.5974026],0
p4,1,0.170286,1.880424,[28 33] ; [11  6],[30.5 30.5] ; [8.5 8.5],0
s2,1,0.182512,1.777051,[32 29] ; [12  5],[34.41025641 26.58974359] ; [9.58974359 7.41025641],0
a3,1,0.208616,1.581002,[39 22] ; [8 9],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
a7,1,0.258715,1.275623,[38 23] ; [8 9],[35.97435897 25.02564103] ; [10.02564103  6.97435897],0
d5,1,0.332223,0.940212,[39 22] ; [13  4],[40.66666667 20.33333333] ; [11.33333333  5.66666667],0
p10,1,0.372619,0.794912,[21 39] ; [ 4 13],[19.48051948 40.51948052] ; [ 5.51948052 11.48051948],0
r2,1,0.372688,0.794684,[55  6] ; [14  3],[53.96153846  7.03846154] ; [15.03846154  1.96153846],0
r3,1,0.372688,0.794684,[55  6] ; [14  3],[53.96153846  7.03846154] ; [15.03846154  1.96153846],0
s5,1,0.42305,0.641826,[13 47] ; [ 5 11],[14.21052632 45.78947368] ; [ 3.78947368 12.21052632],0
d4,1,0.441078,0.593476,[40 20] ; [13  4],[41.2987013 18.7012987] ; [11.7012987  5.2987013],0
r1,1,0.483296,0.491418,[48 13] ; [12  5],[46.92307692 14.07692308] ; [13.07692308  3.92307692],0
n6,1,0.485836,0.485735,[38 23] ; [9 8],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
a5,1,0.485836,0.485735,[38 23] ; [9 8],[36.75641026 24.24358974] ; [10.24358974  6.75641026],0
u1,1,0.50088,0.453072,[ 7 54] ; [ 3 14],[ 7.82051282 53.17948718] ; [ 2.17948718 14.82051282],0
v1,1,0.50805,0.438082,[27 34] ; [ 6 11],[25.80769231 35.19230769] ; [7.19230769 9.80769231],0
p11,1,0.525571,0.402948,[34 27] ; [8 9],[32.84615385 28.15384615] ; [9.15384615 7.84615385],0
p6,1,0.528412,0.397444,[13 46] ; [ 5 12],[13.97368421 45.02631579] ; [ 4.02631579 12.97368421],0
n3,1,0.529233,0.395865,[11  8] ; [5 2],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
u2,1,0.534731,0.385392,[12 10] ; [6 3],[12.77419355  9.22580645] ; [5.22580645 3.77419355],0
b5,1,0.558921,0.341575,[31 30] ; [10  7],[32.06410256 28.93589744] ; [8.93589744 8.06410256],0
a6,1,0.567413,0.32703,[37 24] ; [9 8],[35.97435897 25.02564103] ; [10.02564103  6.97435897],0
p7,1,0.638713,0.22043,[35 24] ; [9 8],[34.15789474 24.84210526] ; [9.84210526 7.15789474],0
v3,1,0.667138,0.184968,[21 39] ; [ 5 12],[20.25974026 39.74025974] ; [ 5.74025974 11.25974026],0
d1,1,0.744292,0.10639,[26 35] ; [8 9],[26.58974359 34.41025641] ; [7.41025641 9.58974359],0
s8,1,0.745953,0.104963,[19 42] ; [ 6 11],[19.55128205 41.44871795] ; [ 5.44871795 11.55128205],0
n1,1,0.748233,0.103022,[9 9] ; [3 4],[8.64 9.36] ; [3.36 3.64],0
n2,1,0.756158,0.096429,[13  7] ; [5 2],[13.33333333  6.66666667] ; [4.66666667 2.33333333],0
b4,1,0.761473,0.092141,[37 24] ; [11  6],[37.53846154 23.46153846] ; [10.46153846  6.53846154],0
a4,1,0.77798,0.079497,[19 41] ; [ 6 11],[19.48051948 40.51948052] ; [ 5.51948052 11.48051948],0
v4,1,0.800624,0.063776,[51  9] ; [14  2],[51.31578947  8.68421053] ; [13.68421053  2.31578947],0
p1,1,0.816701,0.053726,[ 6 55] ; [ 2 15],[ 6.25641026 54.74358974] ; [ 1.74358974 15.25641026],0
d3,1,0.914984,0.011397,[35 26] ; [10  7],[35.19230769 25.80769231] ; [9.80769231 7.19230769],0
b1,1,0.914984,0.011397,[35 26] ; [10  7],[35.19230769 25.80769231] ; [9.80769231 7.19230769],0
d2,1,0.93255,0.007164,[28 33] ; [8 9],[28.15384615 32.84615385] ; [7.84615385 9.15384615],0
a2,1,0.973661,0.00109,[ 7 54] ; [ 2 15],[ 7.03846154 53.96153846] ; [ 1.96153846 15.03846154],0
s1,1,0.991056,0.000126,[ 7 52] ; [ 2 15],[ 6.98684211 52.01315789] ; [ 2.01315789 14.98684211],0
