Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2e-06,22.668278,[18 74] ; [38 30],[32.2 59.8] ; [23.8 44.2],1
r1,1,0.000675,11.556143,[53 40] ; [56 12],[62.96273292 30.03726708] ; [46.03726708 21.96273292],1
r3,1,0.002404,9.212407,[74 20] ; [65  3],[80.65432099 13.34567901] ; [58.34567901  9.65432099],0
a7,1,0.004886,7.921252,[48 45] ; [50 18],[56.60869565 36.39130435] ; [41.39130435 26.60869565],0
p9,1,0.006679,7.357205,[60 31] ; [57 10],[67.38607595 23.61392405] ; [49.61392405 17.38607595],0
p3,1,0.008719,6.879418,[32 61] ; [37 30],[40.10625 52.89375] ; [28.89375 38.10625],0
v1,1,0.010019,6.631444,[35 58] ; [39 28],[43.0125 49.9875] ; [30.9875 36.0125],0
r4,1,0.010324,6.578048,[73 21] ; [63  5],[78.91358025 15.08641975] ; [57.08641975 10.91358025],0
p6,1,0.021653,5.27342,[22 72] ; [27 40],[28.60869565 65.39130435] ; [20.39130435 46.60869565],0
d3,1,0.022662,5.194215,[20 72] ; [26 42],[26.45 65.55] ; [19.55 48.45],0
p10,1,0.026844,4.900831,[58 32] ; [54 13],[64.20382166 25.79617834] ; [47.79617834 19.20382166],0
p7,1,0.030763,4.666116,[46 46] ; [45 22],[52.65408805 39.34591195] ; [38.34591195 28.65408805],0
s4,1,0.032382,4.578177,[22 71] ; [ 7 60],[16.85625 76.14375] ; [12.14375 54.85625],0
a4,1,0.037839,4.31224,[28 64] ; [11 57],[22.425 69.575] ; [16.575 51.425],0
p4,1,0.038771,4.270878,[42 52] ; [41 26],[48.45962733 45.54037267] ; [34.54037267 32.45962733],0
p11,1,0.053634,3.724061,[60 34] ; [53 15],[65.56790123 28.43209877] ; [47.43209877 20.56790123],0
n2,1,0.093821,2.807562,[23  9] ; [14  1],[25.19148936  6.80851064] ; [11.80851064  3.19148936],0
a5,1,0.094308,2.799265,[47 47] ; [43 25],[52.22222222 41.77777778] ; [37.77777778 30.22222222],0
p2,1,0.094771,2.791406,[64 29] ; [54 13],[68.5875 24.4125] ; [49.4125 17.5875],0
p8,1,0.100641,2.695356,[36 56] ; [35 32],[41.08176101 50.91823899] ; [29.91823899 37.08176101],0
p12,1,0.101794,2.677214,[ 2 92] ; [ 5 62],[ 4.08695652 89.91304348] ; [ 2.91304348 64.08695652],0
s5,1,0.128629,2.308968,[18 73] ; [20 46],[22.02547771 68.97452229] ; [15.97452229 50.02547771],0
a6,1,0.1641,1.93603,[52 42] ; [45 23],[56.28395062 37.71604938] ; [40.71604938 27.28395062],0
n3,1,0.168041,1.900338,[23  7] ; [14  1],[24.66666667  5.33333333] ; [12.33333333  2.66666667],0
