Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,51.680073,[58 44] ; [ 24 138],[31.68181818 70.31818182] ; [ 50.31818182 111.68181818],1
p6,1,0.0,25.524299,[37 64] ; [ 17 143],[20.89655172 80.10344828] ; [ 33.10344828 126.89655172],1
s6,1,4e-06,21.19419,[60 40] ; [ 50 111],[42.14559387 57.85440613] ; [67.85440613 93.14559387],1
p8,1,1e-05,19.481357,[56 45] ; [ 45 115],[39.08429119 61.91570881] ; [61.91570881 98.08429119],1
p7,1,0.000131,14.633936,[62 39] ; [ 59 100],[47.00384615 53.99615385] ; [73.99615385 85.00384615],1
p5,1,0.000682,11.536832,[ 9 92] ; [  1 159],[ 3.8697318 97.1302682] ; [  6.1302682 153.8697318],1
p2,1,0.000759,11.340089,[81 20] ; [97 64],[68.61832061 32.38167939] ; [109.38167939  51.61832061],1
s8,1,0.013538,6.097387,[22 80] ; [ 17 145],[15.06818182 86.93181818] ; [ 23.93181818 138.06818182],0
r4,1,0.017698,5.6258,[86 16] ; [116  46],[78.04545455 23.95454545] ; [123.95454545  38.04545455],0
a5,1,0.02288,5.177622,[68 34] ; [85 77],[59.11363636 42.88636364] ; [93.88636364 68.11363636],0
d3,1,0.030305,4.69188,[71 31] ; [90 70],[62.67938931 39.32061069] ; [98.32061069 61.67938931],0
p11,1,0.040623,4.191682,[76 26] ; [101  61],[68.38636364 33.61363636] ; [108.61363636  53.38636364],0
p10,1,0.058015,3.593254,[70 31] ; [91 67],[62.78378378 38.21621622] ; [98.21621622 59.78378378],0
a7,1,0.058512,3.579063,[77 25] ; [103  57],[70.07633588 31.92366412] ; [109.92366412  50.07633588],0
r1,1,0.06038,3.526902,[72 29] ; [97 65],[64.90114068 36.09885932] ; [104.09885932  57.90114068],0
r3,1,0.067717,3.337508,[93  9] ; [134  27],[88.03802281 13.96197719] ; [138.96197719  22.03802281],0
s5,1,0.079201,3.081227,[21 78] ; [ 20 135],[15.98031496 83.01968504] ; [ 25.01968504 129.98031496],0
s2,1,0.094803,2.790867,[31 71] ; [ 34 126],[25.30534351 76.69465649] ; [ 39.69465649 120.30534351],0
v2,1,0.098193,2.734646,[41 57] ; [ 48 104],[34.888 63.112] ; [54.112 97.888],0
a4,1,0.12771,2.320122,[39 63] ; [ 47 114],[33.35361217 68.64638783] ; [ 52.64638783 108.35361217],0
s3,1,0.150985,2.062275,[41 60] ; [ 51 109],[35.60153257 65.39846743] ; [ 56.39846743 103.60153257],0
d5,1,0.153876,2.0334,[78 24] ; [110  51],[72.91254753 29.08745247] ; [115.08745247  45.91254753],0
d4,1,0.162263,1.953005,[79 23] ; [112  49],[74.07604563 27.92395437] ; [116.92395437  44.07604563],0
d1,1,0.16908,1.891082,[51 51] ; [67 95],[45.59090909 56.40909091] ; [72.40909091 89.59090909],0
n4,1,0.180096,1.796833,[67 35] ; [93 69],[61.81818182 40.18181818] ; [98.18181818 63.81818182],0
n6,1,0.212869,1.551808,[77 24] ; [112  50],[72.58174905 28.41825095] ; [116.41825095  45.58174905],0
v4,1,0.21568,1.532882,[90 12] ; [133  28],[86.48669202 15.51330798] ; [136.51330798  24.48669202],0
n3,1,0.225763,1.467358,[17  6] ; [37 25],[14.61176471  8.38823529] ; [39.38823529 22.61176471],0
a1,1,0.237357,1.396221,[ 3 99] ; [ 10 152],[ 5.02272727 96.97727273] ; [  7.97727273 154.02272727],0
p12,1,0.277877,1.177443,[ 6 96] ; [  5 155],[ 4.28244275 97.71755725] ; [  6.71755725 153.28244275],0
s1,1,0.307324,1.042141,[ 5 97] ; [  4 154],[ 3.53076923 98.46923077] ; [  5.46923077 152.53076923],0
u2,1,0.310548,1.028344,[22 21] ; [32 45],[19.35 23.65] ; [34.65 42.35],0
p9,1,0.326212,0.963876,[71 31] ; [100  57],[67.34362934 34.65637066] ; [103.65637066  53.34362934],0
a6,1,0.34851,0.878874,[73 29] ; [107  55],[69.54545455 32.45454545] ; [110.45454545  51.54545455],0
p1,1,0.348713,0.878136,[ 8 94] ; [  8 152],[ 6.22900763 95.77099237] ; [  9.77099237 150.22900763],0
r2,1,0.41567,0.662526,[88 12] ; [135  25],[85.76923077 14.23076923] ; [137.23076923  22.76923077],0
a8,1,0.467631,0.527568,[ 8 88] ; [ 17 135],[ 9.67741935 86.32258065] ; [ 15.32258065 136.67741935],0
u3,1,0.506118,0.442084,[19 23] ; [30 47],[17.29411765 24.70588235] ; [31.70588235 45.29411765],0
b4,1,0.546718,0.36323,[63 39] ; [94 68],[60.65909091 41.34090909] ; [96.34090909 65.65909091],0
v3,1,0.549469,0.35827,[23 77] ; [ 31 125],[21.09375 78.90625] ; [ 32.90625 123.09375],0
n1,1,0.583311,0.300912,[ 6 17] ; [20 42],[ 7.03529412 15.96470588] ; [18.96470588 43.03529412],0
b5,1,0.588358,0.292916,[57 45] ; [96 66],[59.11363636 42.88636364] ; [93.88636364 68.11363636],0
n5,1,0.603088,0.270363,[61 40] ; [92 69],[58.98091603 42.01908397] ; [94.01908397 66.98091603],0
u1,1,0.617683,0.249137,[10 92] ; [ 13 149],[ 8.88636364 93.11363636] ; [ 14.11363636 147.88636364],0
a3,1,0.624501,0.239592,[57 45] ; [85 76],[55.07224335 46.92775665] ; [86.92775665 74.07224335],0
a2,1,0.797539,0.065809,[15 87] ; [ 22 140],[14.29545455 87.70454545] ; [ 22.70454545 139.29545455],0
d2,1,0.846243,0.037603,[41 61] ; [62 97],[40.25287356 61.74712644] ; [62.74712644 96.25287356],0
b1,1,0.878087,0.02353,[40 62] ; [ 62 100],[39.40909091 62.59090909] ; [62.59090909 99.40909091],0
s4,1,0.881028,0.0224,[14 85] ; [ 24 138],[14.4137931 84.5862069] ; [ 23.5862069 138.4137931],0
b2,1,0.903835,0.014597,[14 40] ; [20 60],[13.70149254 40.29850746] ; [20.29850746 59.70149254],0
b3,1,0.903835,0.014597,[14 40] ; [20 60],[13.70149254 40.29850746] ; [20.29850746 59.70149254],0
n2,1,0.924215,0.009049,[14  8] ; [40 24],[13.81395349  8.18604651] ; [40.18604651 23.81395349],0
