Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.3e-05,17.245622,[126  16] ; [39 22],[115.41871921  26.58128079] ; [49.58128079 11.41871921],1
p10,1,0.000441,12.349174,[114  29] ; [34 27],[103.74509804  39.25490196] ; [44.25490196 16.74509804],1
a1,1,0.001098,10.65395,[  1 143] ; [ 6 56],[  4.89320388 139.10679612] ; [ 2.10679612 59.89320388],0
p4,1,0.004725,7.981613,[83 61] ; [22 39],[73.75609756 70.24390244] ; [31.24390244 29.75609756],0
p8,1,0.005304,7.772711,[ 42 101] ; [ 7 55],[ 34.1804878 108.8195122] ; [14.8195122 47.1804878],0
s3,1,0.021186,5.311388,[101  41] ; [32 27],[93.960199 48.039801] ; [39.039801 19.960199],0
s4,1,0.033906,4.499453,[ 24 119] ; [18 42],[ 29.5862069 113.4137931] ; [12.4137931 47.5862069],0
b1,1,0.034806,4.454666,[ 41 103] ; [27 35],[47.53398058 96.46601942] ; [20.46601942 41.53398058],0
n5,1,0.03577,4.408037,[107  37] ; [37 25],[100.66019417  43.33980583] ; [43.33980583 18.66019417],0
d5,1,0.043322,4.082799,[120  24] ; [44 18],[114.6407767  29.3592233] ; [49.3592233 12.6407767],0
n4,1,0.04713,3.940752,[112  32] ; [40 22],[106.25242718  37.74757282] ; [45.74757282 16.25242718],0
u4,1,0.047479,3.928336,[  2 142] ; [ 4 58],[  4.19417476 139.80582524] ; [ 1.80582524 60.19417476],0
v4,1,0.092623,2.828183,[137   7] ; [55  7],[134.21359223   9.78640777] ; [57.78640777  4.21359223],0
v3,1,0.099564,2.712515,[47 92] ; [26 30],[52.03589744 86.96410256] ; [20.96410256 35.03589744],0
v1,1,0.102385,2.667986,[76 62] ; [25 34],[70.75126904 67.24873096] ; [30.24873096 28.75126904],0
a7,1,0.122573,2.384136,[106  38] ; [39 23],[101.3592233  42.6407767] ; [43.6407767 18.3592233],0
d1,1,0.172883,1.857768,[89 55] ; [32 30],[84.58252427 59.41747573] ; [36.41747573 25.58252427],0
p11,1,0.183024,1.772895,[104  40] ; [39 23],[99.96116505 44.03883495] ; [43.03883495 18.96116505],0
p3,1,0.189947,1.718025,[58 86] ; [19 43],[53.82524272 90.17475728] ; [23.17475728 38.82524272],0
r2,1,0.192237,1.700393,[137   7] ; [56  6],[134.91262136   9.08737864] ; [58.08737864  3.91262136],0
a2,1,0.203862,1.614487,[ 28 116] ; [17 45],[ 31.45631068 112.54368932] ; [13.54368932 48.45631068],0
a6,1,0.207301,1.590179,[99 45] ; [37 25],[95.06796117 48.93203883] ; [40.93203883 21.06796117],0
s1,1,0.251832,1.313109,[  6 136] ; [ 5 56],[  7.69458128 134.30541872] ; [ 3.30541872 57.69458128],0
u1,1,0.257067,1.284484,[ 23 121] ; [14 48],[ 25.86407767 118.13592233] ; [11.13592233 50.86407767],0
b5,1,0.26128,1.261964,[102  42] ; [39 23],[98.5631068 45.4368932] ; [42.4368932 19.5631068],0
a4,1,0.278351,1.175125,[59 85] ; [30 31],[62.51707317 81.48292683] ; [26.48292683 34.51707317],0
b2,1,0.283248,1.151441,[25 52] ; [17 23],[27.64102564 49.35897436] ; [14.35897436 25.64102564],0
b3,1,0.283248,1.151441,[25 52] ; [17 23],[27.64102564 49.35897436] ; [14.35897436 25.64102564],0
d3,1,0.288749,1.125444,[97 47] ; [37 25],[93.66990291 50.33009709] ; [40.33009709 21.66990291],0
a8,1,0.338482,0.916173,[ 15 114] ; [ 4 53],[ 13.17741935 115.82258065] ; [ 5.82258065 51.17741935],0
s2,1,0.379399,0.772649,[93 49] ; [36 25],[90.2364532 51.7635468] ; [38.7635468 22.2364532],0
r3,1,0.38518,0.754104,[135   9] ; [56  6],[133.51456311  10.48543689] ; [57.48543689  4.51456311],0
v2,1,0.419053,0.652971,[76 61] ; [28 29],[73.44329897 63.55670103] ; [30.55670103 26.44329897],0
s5,1,0.446436,0.579685,[46 92] ; [23 36],[48.33502538 89.66497462] ; [20.66497462 38.33502538],0
n3,1,0.46645,0.530372,[31 11] ; [15  8],[29.72307692 12.27692308] ; [16.27692308  6.72307692],0
d2,1,0.476697,0.506409,[73 70] ; [35 27],[75.33658537 67.66341463] ; [32.66341463 29.33658537],0
p12,1,0.497747,0.459737,[ 14 130] ; [ 8 54],[ 15.37864078 128.62135922] ; [ 6.62135922 55.37864078],0
d4,1,0.527642,0.398931,[117  27] ; [48 14],[115.33980583  28.66019417] ; [49.66019417 12.33980583],0
n1,1,0.585608,0.297255,[18 24] ; [11 11],[19.03125 22.96875] ; [ 9.96875 12.03125],0
b4,1,0.671763,0.179546,[95 49] ; [39 23],[93.66990291 50.33009709] ; [40.33009709 21.66990291],0
a3,1,0.688833,0.160352,[95 49] ; [42 19],[96.23414634 47.76585366] ; [40.76585366 20.23414634],0
p1,1,0.706058,0.142246,[ 14 130] ; [ 5 57],[ 13.2815534 130.7184466] ; [ 5.7184466 56.2815534],0
p6,1,0.722736,0.125887,[ 26 117] ; [10 52],[ 25.11219512 117.88780488] ; [10.88780488 51.11219512],0
s8,1,0.74737,0.103754,[68 75] ; [31 31],[69.05853659 73.94146341] ; [29.94146341 32.05853659],0
r4,1,0.759913,0.093388,[128  16] ; [56  6],[128.62135922  15.37864078] ; [55.37864078  6.62135922],0
n6,1,0.77595,0.080997,[123  21] ; [52 10],[122.33009709  21.66990291] ; [52.66990291  9.33009709],0
u3,1,0.799538,0.064488,[31 18] ; [12  8],[30.53623188 18.46376812] ; [12.46376812  7.53623188],0
a5,1,0.935002,0.006651,[103  41] ; [44 18],[102.75728155  41.24271845] ; [44.24271845 17.75728155],0
s7,1,0.962175,0.002249,[72 66] ; [31 28],[72.15228426 65.84771574] ; [30.84771574 28.15228426],0
u2,1,0.974475,0.001024,[29 19] ; [12  8],[28.94117647 19.05882353] ; [12.05882353  7.94117647],0
n2,1,0.992755,8.2e-05,[31 11] ; [17  6],[31.01538462 10.98461538] ; [16.98461538  6.01538462],0
r1,1,0.998546,3e-06,[113  30] ; [49 13],[113.00487805  29.99512195] ; [48.99512195 13.00487805],0
p5,1,1.0,0.0,[ 12 132] ; [ 5 55],[ 12. 132.] ; [ 5. 55.],0
