Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8.2e-05,15.509689,[83  6] ; [2 3],[80.4787234  8.5212766] ; [4.5212766 0.4787234],1
r2,1,0.000234,13.535195,[82  7] ; [2 3],[79.53191489  9.46808511] ; [4.46808511 0.53191489],1
p10,1,0.004146,8.218837,[76 11] ; [2 3],[73.76086957 13.23913043] ; [4.23913043 0.76086957],0
p9,1,0.00653,7.397904,[75 12] ; [2 3],[72.81521739 14.18478261] ; [4.18478261 0.81521739],0
r3,1,0.010052,6.625628,[82  6] ; [3 2],[80.43010753  7.56989247] ; [4.56989247 0.43010753],0
p7,1,0.022869,5.178409,[61 27] ; [1 4],[58.66666667 29.33333333] ; [3.33333333 1.66666667],0
n6,1,0.043071,4.09261,[80  9] ; [3 2],[78.58510638 10.41489362] ; [4.41489362 0.58510638],0
v2,1,0.048678,3.886418,[57 32] ; [1 4],[54.91489362 34.08510638] ; [3.08510638 1.91489362],0
p3,1,0.058933,3.567169,[55 33] ; [1 4],[52.98924731 35.01075269] ; [3.01075269 1.98924731],0
p1,1,0.08149,3.034937,[11 78] ; [2 3],[12.30851064 76.69148936] ; [0.69148936 4.30851064],0
a8,1,0.113629,2.503005,[11 69] ; [2 3],[12.23529412 67.76470588] ; [0.76470588 4.23529412],0
p8,1,0.125305,2.349724,[48 39] ; [1 4],[46.33695652 40.66304348] ; [2.66304348 2.33695652],0
v1,1,0.160311,1.971293,[46 42] ; [1 4],[44.47311828 43.52688172] ; [2.52688172 2.47311828],0
d2,1,0.191635,1.705,[44 44] ; [4 1],[45.41935484 42.58064516] ; [2.58064516 2.41935484],0
p4,1,0.223427,1.482222,[58 29] ; [2 3],[56.73913043 30.26086957] ; [3.26086957 1.73913043],0
a4,1,0.235013,1.410262,[42 47] ; [1 4],[40.71276596 48.28723404] ; [2.28723404 2.71276596],0
p2,1,0.264532,1.244881,[71 17] ; [3 2],[70.02150538 17.97849462] ; [3.97849462 1.02150538],0
b3,1,0.294564,1.098645,[23 29] ; [1 4],[21.89473684 30.10526316] ; [2.10526316 2.89473684],0
b2,1,0.294564,1.098645,[23 29] ; [1 4],[21.89473684 30.10526316] ; [2.10526316 2.89473684],0
s7,1,0.342011,0.902879,[34 48] ; [1 4],[32.98850575 49.01149425] ; [2.01149425 2.98850575],0
b4,1,0.387038,0.748229,[54 35] ; [4 1],[54.91489362 34.08510638] ; [3.08510638 1.91489362],0
s8,1,0.402749,0.700103,[34 54] ; [1 4],[33.11827957 54.88172043] ; [1.88172043 3.11827957],0
n4,1,0.406392,0.68933,[68 21] ; [3 2],[67.22340426 21.77659574] ; [3.77659574 1.22340426],0
a5,1,0.406392,0.68933,[68 21] ; [3 2],[67.22340426 21.77659574] ; [3.77659574 1.22340426],0
p5,1,0.415928,0.661791,[21 67] ; [2 3],[21.76344086 66.23655914] ; [1.23655914 3.76344086],0
d1,1,0.447745,0.576354,[51 38] ; [2 3],[50.18085106 38.81914894] ; [2.81914894 2.18085106],0
p11,1,0.485705,0.486026,[66 23] ; [3 2],[65.32978723 23.67021277] ; [3.67021277 1.32978723],0
n5,1,0.526098,0.401922,[65 24] ; [3 2],[64.38297872 24.61702128] ; [3.61702128 1.38297872],0
n3,1,0.601508,0.272727,[15  7] ; [1 1],[14.66666667  7.33333333] ; [1.33333333 0.66666667],0
s6,1,0.632646,0.228489,[61 26] ; [3 2],[60.52173913 26.47826087] ; [3.47826087 1.52173913],0
d3,1,0.690202,0.158867,[61 28] ; [3 2],[60.59574468 28.40425532] ; [3.40425532 1.59574468],0
a3,1,0.731448,0.117786,[60 29] ; [3 2],[59.64893617 29.35106383] ; [3.35106383 1.64893617],0
b5,1,0.753854,0.098321,[42 47] ; [2 3],[41.65957447 47.34042553] ; [2.34042553 2.65957447],0
a7,1,0.786737,0.073198,[58 30] ; [3 2],[57.72043011 30.27956989] ; [3.27956989 1.72043011],0
b1,1,0.895394,0.017288,[33 56] ; [2 3],[33.13829787 55.86170213] ; [1.86170213 3.13829787],0
d5,1,0.908977,0.013071,[73 16] ; [4 1],[72.90425532 16.09574468] ; [4.09574468 0.90425532],0
a6,1,0.976048,0.000901,[54 35] ; [3 2],[53.96808511 35.03191489] ; [3.03191489 1.96808511],0
r1,1,0.990286,0.000148,[71 18] ; [4 1],[71.0106383 17.9893617] ; [3.9893617 1.0106383],0
