Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.005625,7.666711,[ 5 11] ; [8 1],[8.32 7.68] ; [4.68 4.32],0
s6,1,0.009375,6.75,[ 5 11] ; [7 1],[8. 8.] ; [4. 4.],0
d1,1,0.010678,6.518056,[ 2 14] ; [6 4],[ 4.92307692 11.07692308] ; [3.07692308 6.92307692],0
s5,1,0.021925,5.251736,[ 1 15] ; [4 5],[ 3.2 12.8] ; [1.8 7.2],0
n6,1,0.027012,4.890046,[7 8] ; [9 1],[9.6 5.4] ; [6.4 3.6],0
p10,1,0.037002,4.350327,[8 8] ; [9 1],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
s7,1,0.041227,4.166667,[ 3 12] ; [6 4],[5.4 9.6] ; [3.6 6.4],0
r1,1,0.053824,3.718155,[ 5 11] ; [7 3],[7.38461538 8.61538462] ; [4.61538462 5.38461538],0
d5,1,0.068733,3.31303,[7 9] ; [8 2],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
b3,1,0.069294,3.299663,[ 1 10] ; [4 5],[2.75 8.25] ; [2.25 6.75],0
b2,1,0.069294,3.299663,[ 1 10] ; [4 5],[2.75 8.25] ; [2.25 6.75],0
p9,1,0.069676,3.290625,[9 7] ; [9 1],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
v2,1,0.074317,3.185,[ 4 12] ; [6 4],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
a8,1,0.088376,2.903704,[ 2 13] ; [4 5],[ 3.75 11.25] ; [2.25 6.75],0
d2,1,0.106864,2.6,[ 6 10] ; [7 3],[8. 8.] ; [5. 5.],0
n4,1,0.12609,2.34,[8 8] ; [8 2],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
u3,1,0.133614,2.25,[1 5] ; [2 1],[2. 4.] ; [1. 2.],0
a4,1,0.215564,1.53366,[7 9] ; [2 8],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
b5,1,0.234657,1.412406,[13  3] ; [6 4],[11.69230769  4.30769231] ; [7.30769231 2.69230769],0
d3,1,0.262871,1.253571,[ 6 10] ; [6 4],[7.38461538 8.61538462] ; [4.61538462 5.38461538],0
a7,1,0.262871,1.253571,[ 6 10] ; [6 4],[7.38461538 8.61538462] ; [4.61538462 5.38461538],0
s4,1,0.270673,1.213333,[ 2 14] ; [3 7],[ 3.07692308 12.92307692] ; [1.92307692 8.07692308],0
s3,1,0.315266,1.008485,[8 8] ; [7 3],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
n1,1,0.342782,0.9,[2 4] ; [2 1],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
d4,1,0.346912,0.884722,[10  6] ; [8 2],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
s2,1,0.346912,0.884722,[ 6 10] ; [2 8],[ 4.92307692 11.07692308] ; [3.07692308 6.92307692],0
a5,1,0.529233,0.395865,[11  5] ; [8 2],[11.69230769  4.30769231] ; [7.30769231 2.69230769],0
p11,1,0.530236,0.393939,[10  6] ; [5 5],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
p2,1,0.609834,0.260417,[9 6] ; [7 3],[9.6 5.4] ; [6.4 3.6],0
p6,1,0.621685,0.243506,[6 9] ; [5 5],[6.6 8.4] ; [4.4 5.6],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
n2,1,0.635256,0.225,[3 3] ; [2 1],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
s8,1,0.648206,0.20817,[ 5 11] ; [4 6],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
p4,1,0.648206,0.20817,[11  5] ; [6 4],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
n5,1,0.69574,0.152941,[10  6] ; [7 3],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
a3,1,0.69574,0.152941,[10  6] ; [7 3],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
a6,1,0.755794,0.096726,[9 7] ; [5 5],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
v3,1,0.834969,0.043403,[ 3 13] ; [2 7],[ 3.2 12.8] ; [1.8 7.2],0
a2,1,0.846085,0.037681,[ 2 14] ; [1 9],[ 1.84615385 14.15384615] ; [1.15384615 8.84615385],0
p3,1,0.850646,0.035455,[9 7] ; [6 4],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
v1,1,0.850646,0.035455,[7 9] ; [4 6],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
b4,1,0.850646,0.035455,[9 7] ; [6 4],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
p8,1,0.87018,0.026709,[7 8] ; [5 5],[7.2 7.8] ; [4.8 5.2],0
b1,1,0.898564,0.01625,[10  6] ; [6 4],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
p5,1,1.0,0.0,[ 3 12] ; [2 8],[ 3. 12.] ; [2. 8.],0
