Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.143611,[66 11] ; [ 8 33],[48.28813559 28.71186441] ; [25.71186441 15.28813559],1
r3,1,0.0,26.696543,[68  9] ; [18 23],[56.11864407 20.88135593] ; [29.88135593 11.11864407],1
v4,1,0.000196,13.871106,[64 11] ; [22 19],[55.60344828 19.39655172] ; [30.39655172 10.60344828],1
r2,1,0.000394,12.558573,[68  9] ; [24 16],[60.54700855 16.45299145] ; [31.45299145  8.54700855],1
p8,1,0.001756,9.788968,[34 42] ; [ 6 33],[26.43478261 49.56521739] ; [13.56521739 25.43478261],0
d5,1,0.006417,7.429312,[60 17] ; [22 19],[53.50847458 23.49152542] ; [28.49152542 12.50847458],0
p2,1,0.007755,7.089162,[55 22] ; [18 21],[48.45689655 28.54310345] ; [24.54310345 14.45689655],0
p11,1,0.01131,6.41597,[47 30] ; [15 26],[40.45762712 36.54237288] ; [21.54237288 19.45762712],0
p10,1,0.012716,6.208251,[42 34] ; [12 27],[35.68695652 40.31304348] ; [18.31304348 20.68695652],0
a5,1,0.012842,6.190786,[52 25] ; [18 23],[45.6779661 31.3220339] ; [24.3220339 16.6779661],0
n5,1,0.016633,5.734725,[27 49] ; [24 17],[33.12820513 42.87179487] ; [17.87179487 23.12820513],0
d3,1,0.021313,5.30098,[48 29] ; [16 24],[42.11965812 34.88034188] ; [21.88034188 18.11965812],0
d4,1,0.028358,4.806162,[56 20] ; [22 19],[50.66666667 25.33333333] ; [27.33333333 13.66666667],0
s4,1,0.034581,4.465741,[ 4 73] ; [ 7 34],[ 7.1779661 69.8220339] ; [ 3.8220339 37.1779661],0
a1,1,0.036392,4.378626,[ 3 74] ; [ 6 35],[ 5.87288136 71.12711864] ; [ 3.12711864 37.87288136],0
u3,1,0.03663,4.367512,[15 10] ; [ 5 13],[11.62790698 13.37209302] ; [8.37209302 9.62790698],0
p1,1,0.036771,4.360994,[ 4 72] ; [ 7 34],[ 7.14529915 68.85470085] ; [ 3.85470085 37.14529915],0
p4,1,0.048857,3.880256,[31 45] ; [ 9 31],[26.20689655 49.79310345] ; [13.79310345 26.20689655],0
v2,1,0.049695,3.85172,[33 38] ; [11 29],[28.14414414 42.85585586] ; [15.85585586 24.14414414],0
p3,1,0.055718,3.660464,[27 50] ; [ 7 32],[22.56896552 54.43103448] ; [11.43103448 27.56896552],0
s8,1,0.058157,3.58919,[16 61] ; [ 3 38],[12.39830508 64.60169492] ; [ 6.60169492 34.39830508],0
a7,1,0.059591,3.548727,[53 24] ; [21 20],[48.28813559 28.71186441] ; [25.71186441 15.28813559],0
u2,1,0.06827,3.324123,[18  7] ; [ 8 10],[15.11627907  9.88372093] ; [10.88372093  7.11627907],0
b5,1,0.070245,3.277282,[49 28] ; [19 22],[44.37288136 32.62711864] ; [23.62711864 17.37288136],0
b4,1,0.07475,3.175504,[47 30] ; [18 23],[42.41525424 34.58474576] ; [22.58474576 18.41525424],0
a6,1,0.102953,2.659186,[53 24] ; [22 19],[48.94067797 28.05932203] ; [26.05932203 14.94067797],0
b3,1,0.103557,2.649894,[11 33] ; [11 14],[14.02898551 29.97101449] ; [ 7.97101449 17.02898551],0
b2,1,0.103557,2.649894,[11 33] ; [11 14],[14.02898551 29.97101449] ; [ 7.97101449 17.02898551],0
b1,1,0.111178,2.537393,[37 40] ; [26 15],[41.11016949 35.88983051] ; [21.88983051 19.11016949],0
d1,1,0.114358,2.492946,[34 43] ; [12 29],[30.01694915 46.98305085] ; [15.98305085 25.01694915],0
d2,1,0.155875,2.013799,[29 48] ; [21 20],[32.62711864 44.37288136] ; [17.37288136 23.62711864],0
p7,1,0.157039,2.002512,[38 36] ; [15 25],[34.40350877 39.59649123] ; [18.59649123 21.40350877],0
a3,1,0.184914,1.757682,[52 24] ; [23 18],[48.71794872 27.28205128] ; [26.28205128 14.71794872],0
s6,1,0.185027,1.75678,[28 49] ; [10 31],[24.79661017 52.20338983] ; [13.20338983 27.79661017],0
n1,1,0.256641,1.286786,[ 8 18] ; [ 9 10],[ 9.82222222 16.17777778] ; [ 7.17777778 11.82222222],0
v1,1,0.272245,1.205403,[30 46] ; [12 29],[27.28205128 48.71794872] ; [14.71794872 26.28205128],0
s7,1,0.327472,0.958867,[14 55] ; [ 5 34],[12.13888889 56.86111111] ; [ 6.86111111 32.13888889],0
a8,1,0.340008,0.910402,[ 7 63] ; [ 2 39],[ 5.67567568 64.32432432] ; [ 3.32432432 37.67567568],0
n4,1,0.385284,0.753775,[44 33] ; [20 21],[41.76271186 35.23728814] ; [22.23728814 18.76271186],0
a2,1,0.399507,0.70981,[14 63] ; [ 5 36],[12.39830508 64.60169492] ; [ 6.60169492 34.39830508],0
p6,1,0.408748,0.68244,[11 63] ; [ 8 30],[12.55357143 61.44642857] ; [ 6.44642857 31.55357143],0
p9,1,0.487877,0.481206,[45 31] ; [21 19],[43.24137931 32.75862069] ; [22.75862069 17.24137931],0
s5,1,0.585426,0.297544,[10 64] ; [ 4 36],[ 9.0877193 64.9122807] ; [ 4.9122807 35.0877193],0
a4,1,0.599276,0.27609,[32 45] ; [15 26],[30.66949153 46.33050847] ; [16.33050847 24.66949153],0
