Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,30.417339,[42 45] ; [101  19],[60.10144928 26.89855072] ; [82.89855072 37.10144928],1
p6,1,0.00027,13.264406,[25 63] ; [63 54],[37.77560976 50.22439024] ; [50.22439024 66.77560976],1
p7,1,0.000336,12.855612,[58 29] ; [104  15],[68.41747573 18.58252427] ; [93.58252427 25.41747573],1
a4,1,0.003173,8.705471,[25 63] ; [58 61],[35.28502415 52.71497585] ; [47.71497585 71.28502415],0
a2,1,0.003351,8.605685,[ 8 80] ; [30 90],[16.07692308 71.92307692] ; [21.92307692 98.07692308],0
s7,1,0.007392,7.175062,[16 68] ; [40 69],[24.37305699 59.62694301] ; [31.62694301 77.37305699],0
s5,1,0.011047,6.457791,[13 73] ; [36 82],[20.65686275 65.34313725] ; [28.34313725 89.65686275],0
n4,1,0.013889,6.052257,[57 31] ; [96 24],[64.73076923 23.26923077] ; [88.26923077 31.73076923],0
u1,1,0.016221,5.778778,[ 6 82] ; [22 98],[11.84615385 76.15384615] ; [ 16.15384615 103.84615385],0
v1,1,0.016375,5.762175,[40 46] ; [76 44],[48.42718447 37.57281553] ; [67.57281553 52.42718447],0
v2,1,0.019259,5.477856,[40 45] ; [75 43],[48.15270936 36.84729064] ; [66.84729064 51.15270936],0
p10,1,0.021598,5.277873,[70 18] ; [108  11],[75.67149758 12.32850242] ; [102.32850242  16.67149758],0
s8,1,0.028419,4.802444,[17 71] ; [39 79],[23.9223301 64.0776699] ; [32.0776699 85.9223301],0
p9,1,0.031235,4.639976,[70 17] ; [109  11],[75.23188406 11.76811594] ; [103.76811594  16.23188406],0
n5,1,0.049985,3.841951,[58 30] ; [93 26],[64.19323671 23.80676329] ; [86.80676329 32.19323671],0
v3,1,0.051573,3.789564,[24 61] ; [49 69],[30.56650246 54.43349754] ; [42.43349754 75.56650246],0
p12,1,0.066674,3.363064,[ 2 85] ; [ 10 110],[ 5.04347826 81.95652174] ; [  6.95652174 113.04347826],0
a6,1,0.083425,2.99688,[53 35] ; [86 34],[58.80769231 29.19230769] ; [80.19230769 39.80769231],0
p5,1,0.083672,2.992088,[ 8 80] ; [21 99],[12.26923077 75.73076923] ; [ 16.73076923 103.26923077],0
r4,1,0.091111,2.854633,[74 14] ; [110  10],[77.84615385 10.15384615] ; [106.15384615  13.84615385],0
n6,1,0.127223,2.326061,[70 18] ; [104  15],[73.97101449 14.02898551] ; [100.02898551  18.97101449],0
r1,1,0.153494,2.037182,[63 24] ; [97 23],[67.24637681 19.75362319] ; [92.75362319 27.24637681],0
b5,1,0.177791,1.815995,[58 30] ; [68 52],[53.30769231 34.69230769] ; [72.69230769 47.30769231],0
d1,1,0.202983,1.620779,[45 43] ; [72 48],[49.5 38.5] ; [67.5 52.5],0
a5,1,0.206513,1.595704,[63 25] ; [95 25],[66.84615385 21.15384615] ; [91.15384615 28.84615385],0
d3,1,0.218936,1.511328,[56 32] ; [86 34],[60.07692308 27.92307692] ; [81.92307692 38.07692308],0
r2,1,0.227978,1.453431,[76 10] ; [110   8],[78.41176471  7.58823529] ; [107.58823529  10.41176471],0
d2,1,0.229421,1.444444,[33 55] ; [55 65],[37.23076923 50.76923077] ; [50.76923077 69.23076923],0
s4,1,0.276902,1.182234,[ 7 80] ; [ 15 102],[ 9.38235294 77.61764706] ; [ 12.61764706 104.38235294],0
b2,1,0.336616,0.923278,[12 33] ; [26 48],[14.3697479 30.6302521] ; [23.6302521 50.3697479],0
b3,1,0.336616,0.923278,[12 33] ; [26 48],[14.3697479 30.6302521] ; [23.6302521 50.3697479],0
a3,1,0.342138,0.902402,[52 36] ; [78 41],[55.26570048 32.73429952] ; [74.73429952 44.26570048],0
n3,1,0.382003,0.764247,[17  6] ; [11  7],[15.70731707  7.29268293] ; [12.29268293  5.70731707],0
d4,1,0.390663,0.736876,[66 22] ; [96 24],[68.53846154 19.46153846] ; [93.46153846 26.53846154],0
a7,1,0.406558,0.688845,[63 25] ; [92 28],[65.57692308 22.42307692] ; [89.42307692 30.57692308],0
b1,1,0.407375,0.686448,[26 62] ; [42 78],[28.76923077 59.23076923] ; [39.23076923 80.76923077],0
s1,1,0.409875,0.679164,[ 3 84] ; [  2 118],[ 2.10144928 84.89855072] ; [  2.89855072 117.10144928],0
p11,1,0.433598,0.613168,[72 16] ; [103  17],[74.03846154 13.96153846] ; [100.96153846  19.03846154],0
u3,1,0.436714,0.604902,[17 19] ; [23 18],[18.7012987 17.2987013] ; [21.2987013 19.7012987],0
d5,1,0.459541,0.547013,[69 19] ; [99 21],[71.07692308 16.92307692] ; [96.92307692 23.07692308],0
a8,1,0.529704,0.394959,[ 8 73] ; [13 88],[ 9.34615385 71.65384615] ; [11.65384615 89.34615385],0
p1,1,0.680277,0.169814,[ 8 80] ; [ 13 107],[ 8.88461538 79.11538462] ; [ 12.11538462 107.88461538],0
r3,1,0.722782,0.125843,[81  7] ; [112   8],[81.65384615  6.34615385] ; [111.34615385   8.65384615],0
s6,1,0.74582,0.105077,[38 47] ; [55 62],[39.13366337 45.86633663] ; [53.86633663 63.13366337],0
s2,1,0.850062,0.035736,[14 73] ; [ 18 101],[13.51456311 73.48543689] ; [ 18.48543689 100.51456311],0
b4,1,0.862457,0.030014,[48 40] ; [64 56],[47.38461538 40.61538462] ; [64.61538462 55.38461538],0
v4,1,0.894469,0.017596,[84  4] ; [115   5],[84.19230769  3.80769231] ; [114.80769231   5.19230769],0
p2,1,0.913136,0.011899,[76 12] ; [103  17],[75.73076923 12.26923077] ; [103.26923077  16.73076923],0
n2,1,0.921455,0.009722,[17  7] ; [13  5],[17.14285714  6.85714286] ; [12.85714286  5.14285714],0
n1,1,0.922633,0.009432,[ 8 15] ; [ 6 12],[ 7.85365854 15.14634146] ; [ 6.14634146 11.85365854],0
u2,1,0.94399,0.004936,[20 16] ; [23 19],[19.84615385 16.15384615] ; [23.15384615 18.84615385],0
