Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,127.657777,[116  44] ; [ 17 145],[66.08695652 93.91304348] ; [66.91304348 95.08695652],1
s6,1,0.0,67.766962,[120  38] ; [ 49 114],[83.18380062 74.81619938] ; [85.81619938 77.18380062],1
s7,1,0.0,33.210409,[78 73] ; [ 32 126],[53.75404531 97.24595469] ; [ 56.24595469 101.75404531],1
s8,1,1e-06,24.786316,[68 92] ; [ 28 135],[ 47.55417957 112.44582043] ; [ 48.44582043 114.55417957],1
r2,1,8.8e-05,15.379402,[149   7] ; [131  30],[137.79179811  18.20820189] ; [142.20820189  18.79179811],1
p10,1,0.00014,14.504096,[117  40] ; [87 74],[100.71698113  56.28301887] ; [103.28301887  57.71698113],1
r1,1,0.000141,14.491677,[129  30] ; [101  62],[113.57142857  45.42857143] ; [116.42857143  46.57142857],1
p7,1,0.000155,14.307058,[67 85] ; [ 39 124],[ 51.14920635 100.85079365] ; [ 54.85079365 108.14920635],1
r4,1,0.000251,13.405103,[136  24] ; [111  53],[121.97530864  38.02469136] ; [125.02469136  38.97530864],1
v4,1,0.000274,13.237801,[147  10] ; [130  33],[135.903125  21.096875] ; [141.096875  21.903125],1
s5,1,0.000331,12.884858,[ 49 104] ; [ 24 137],[ 35.57006369 117.42993631] ; [ 37.42993631 123.57006369],1
r3,1,0.00039,12.580381,[150   9] ; [131  30],[139.621875  19.378125] ; [141.378125  19.621875],1
p9,1,0.00047,12.230707,[124  34] ; [96 63],[109.65299685  48.34700315] ; [110.34700315  48.65299685],1
p2,1,0.004004,8.282152,[114  46] ; [91 72],[101.54798762  58.45201238] ; [103.45201238  59.54798762],0
b1,1,0.012654,6.216894,[ 47 113] ; [70 94],[ 57.77777778 102.22222222] ; [ 59.22222222 104.77777778],0
v1,1,0.018101,5.586392,[69 85] ; [ 52 111],[58.78233438 95.21766562] ; [ 62.21766562 100.78233438],0
n2,1,0.024629,5.04976,[44 14] ; [38 29],[38.048 19.952] ; [43.952 23.048],0
n3,1,0.027987,4.828855,[42 15] ; [36 30],[36.14634146 20.85365854] ; [41.85365854 24.14634146],0
s4,1,0.058735,3.572752,[ 33 126] ; [ 21 142],[ 26.66459627 132.33540373] ; [ 27.33540373 135.66459627],0
p4,1,0.077189,3.123108,[ 50 109] ; [ 37 126],[ 42.95962733 116.04037267] ; [ 44.04037267 118.95962733],0
d3,1,0.106786,2.601149,[108  51] ; [96 66],[101.04672897  57.95327103] ; [102.95327103  59.04672897],0
p11,1,0.116882,2.45861,[109  51] ; [98 66],[102.22222222  57.77777778] ; [104.77777778  59.22222222],0
a8,1,0.123038,2.378219,[ 23 124] ; [ 15 139],[ 18.55813953 128.44186047] ; [ 19.44186047 134.55813953],0
s1,1,0.131275,2.277359,[  9 146] ; [  4 159],[  6.33647799 148.66352201] ; [  6.66352201 156.33647799],0
n4,1,0.135112,2.23276,[112  47] ; [102  61],[105.67080745  53.32919255] ; [108.32919255  54.67080745],0
n5,1,0.139714,2.18111,[109  49] ; [99 63],[102.7  55.3] ; [105.3  56.7],0
u3,1,0.163429,1.94221,[30 20] ; [29 33],[26.33928571 23.66071429] ; [32.66071429 29.33928571],0
a3,1,0.259237,1.272825,[109  50] ; [102  61],[104.18944099  54.81055901] ; [106.81055901  56.18944099],0
p6,1,0.265679,1.23892,[ 31 128] ; [ 24 138],[ 27.24299065 131.75700935] ; [ 27.75700935 134.24299065],0
d1,1,0.268707,1.223337,[83 77] ; [75 89],[78.02469136 81.97530864] ; [79.97530864 84.02469136],0
a5,1,0.277699,1.178318,[104  56] ; [97 67],[99.25925926 60.74074074] ; [101.74074074  62.25925926],0
b3,1,0.327729,0.957849,[28 61] ; [39 63],[31.21989529 57.78010471] ; [35.78010471 66.21989529],0
b2,1,0.327729,0.957849,[28 61] ; [39 63],[31.21989529 57.78010471] ; [35.78010471 66.21989529],0
p12,1,0.358559,0.842935,[  8 150] ; [  5 159],[  6.37888199 151.62111801] ; [  6.62111801 157.37888199],0
a1,1,0.359501,0.839634,[  7 153] ; [ 11 153],[  8.88888889 151.11111111] ; [  9.11111111 154.88888889],0
a7,1,0.372589,0.795011,[107  53] ; [100  61],[103.17757009  56.82242991] ; [103.82242991  57.17757009],0
v2,1,0.382032,0.764152,[72 78] ; [68 90],[68.18181818 81.81818182] ; [71.81818182 86.18181818],0
p1,1,0.414975,0.664501,[  5 155] ; [  8 155],[  6.43962848 153.56037152] ; [  6.56037152 156.43962848],0
n6,1,0.432432,0.616284,[120  39] ; [116  46],[116.89719626  42.10280374] ; [119.10280374  42.89719626],0
u2,1,0.508629,0.436886,[28 21] ; [31 30],[26.28181818 22.71818182] ; [32.71818182 28.28181818],0
d5,1,0.544311,0.367609,[117  42] ; [115  48],[114.55900621  44.44099379] ; [117.44099379  45.55900621],0
b5,1,0.606338,0.265542,[102  58] ; [100  64],[99.75308642 60.24691358] ; [102.24691358  61.75308642],0
d4,1,0.613219,0.255514,[123  35] ; [123  40],[121.08411215  36.91588785] ; [124.91588785  38.08411215],0
u4,1,0.63225,0.229022,[  3 157] ; [  2 162],[  2.4691358 157.5308642] ; [  2.5308642 161.4691358],0
u1,1,0.680002,0.170124,[ 23 137] ; [ 21 143],[ 21.72839506 138.27160494] ; [ 22.27160494 141.72839506],0
p5,1,0.692947,0.155914,[  5 153] ; [  4 160],[  4.41614907 153.58385093] ; [  4.58385093 159.41614907],0
a2,1,0.698451,0.150089,[ 35 125] ; [ 33 131],[ 33.58024691 126.41975309] ; [ 34.41975309 129.58024691],0
b4,1,0.701747,0.146661,[97 63] ; [96 68],[95.30864198 64.69135802] ; [97.69135802 66.30864198],0
n1,1,0.737431,0.112397,[20 36] ; [22 45],[19.12195122 36.87804878] ; [22.87804878 44.12195122],0
d2,1,0.791666,0.069774,[73 86] ; [72 90],[71.82242991 87.17757009] ; [73.17757009 88.82242991],0
a6,1,0.794638,0.067752,[104  55] ; [105  59],[102.88235294  56.11764706] ; [106.11764706  57.88235294],0
v3,1,0.889988,0.019132,[ 41 111] ; [ 44 115],[ 41.54340836 110.45659164] ; [ 43.45659164 115.54340836],0
a4,1,0.93483,0.006686,[69 90] ; [70 93],[68.63664596 90.36335404] ; [70.36335404 92.63664596],0
