Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.227108,[ 1 53] ; [72 57],[21.54098361 32.45901639] ; [51.45901639 77.54098361],1
a5,1,1e-06,24.48452,[14 40] ; [85 44],[29.21311475 24.78688525] ; [69.78688525 59.21311475],1
d4,1,5e-06,20.685694,[26 28] ; [105  24],[38.6557377 15.3442623] ; [92.3442623 36.6557377],1
d3,1,1.3e-05,18.984341,[16 38] ; [83 45],[29.37362637 24.62637363] ; [69.62637363 58.37362637],1
a4,1,7.6e-05,15.655066,[ 6 48] ; [53 76],[17.40983607 36.59016393] ; [41.59016393 87.40983607],1
d2,1,0.000888,11.047764,[10 44] ; [57 71],[19.87912088 34.12087912] ; [47.12087912 80.87912088],1
a3,1,0.001096,10.658572,[21 32] ; [85 44],[30.86813187 22.13186813] ; [75.13186813 53.86813187],0
v2,1,0.003599,8.47584,[13 40] ; [60 65],[21.73595506 31.26404494] ; [51.26404494 73.73595506],0
a7,1,0.013552,6.095613,[25 29] ; [85 44],[32.45901639 21.54098361] ; [77.54098361 51.45901639],0
p3,1,0.02196,5.24899,[16 38] ; [61 66],[22.97237569 31.02762431] ; [54.02762431 72.97237569],0
v3,1,0.022967,5.170999,[ 9 45] ; [42 84],[15.3 38.7] ; [35.7 90.3],0
v1,1,0.024137,5.084776,[15 37] ; [59 66],[21.74011299 30.25988701] ; [52.25988701 72.74011299],0
a2,1,0.024926,5.029042,[ 1 53] ; [ 16 113],[ 5.01639344 48.98360656] ; [ 11.98360656 117.01639344],0
a6,1,0.026599,4.91667,[23 31] ; [78 51],[29.80327869 24.19672131] ; [71.19672131 57.80327869],0
b2,1,0.036336,4.381248,[ 6 24] ; [32 45],[10.65420561 19.34579439] ; [27.34579439 49.65420561],0
b3,1,0.036336,4.381248,[ 6 24] ; [32 45],[10.65420561 19.34579439] ; [27.34579439 49.65420561],0
p10,1,0.042807,4.102997,[33 21] ; [95 30],[38.61452514 15.38547486] ; [89.38547486 35.61452514],0
p11,1,0.073496,3.203169,[34 20] ; [98 31],[38.95081967 15.04918033] ; [93.04918033 35.95081967],0
n1,1,0.075927,3.15,[ 3 15] ; [18 27],[ 6. 12.] ; [15. 30.],0
p6,1,0.083369,2.997967,[13 41] ; [46 77],[18. 36.] ; [41. 82.],0
u3,1,0.137662,2.2039,[12 21] ; [23 20],[15.19736842 17.80263158] ; [19.80263158 23.19736842],0
r2,1,0.150722,2.064933,[42 12] ; [108  17],[45.25139665  8.74860335] ; [104.74860335  20.25139665],0
s8,1,0.151751,2.054563,[13 41] ; [45 84],[17.1147541 36.8852459] ; [40.8852459 88.1147541],0
n4,1,0.154733,2.024961,[30 24] ; [86 43],[34.2295082 19.7704918] ; [81.7704918 47.2295082],0
s7,1,0.240935,1.375114,[16 36] ; [49 73],[19.42528736 32.57471264] ; [45.57471264 76.42528736],0
