Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,165.000405,[41 71] ; [304  20],[88.62385321 23.37614679] ; [256.37614679  67.62385321],1
p11,1,0.0,59.310776,[62 52] ; [286  38],[90.57534247 23.42465753] ; [257.42465753  66.57534247],1
n5,1,0.0,42.013186,[49 65] ; [245  77],[76.87155963 37.12844037] ; [217.12844037 104.87155963],1
n6,1,2e-06,22.467711,[75 39] ; [279  45],[92.1369863 21.8630137] ; [261.8630137  62.1369863],1
p2,1,3e-06,22.163973,[75 39] ; [277  45],[92.03669725 21.96330275] ; [259.96330275  62.03669725],1
p8,1,3e-06,22.15907,[35 78] ; [181 138],[56.5 56.5] ; [159.5 159.5],1
p3,1,5.1e-05,16.394858,[32 81] ; [163 161],[50.42334096 62.57665904] ; [144.57665904 179.42334096],1
p4,1,9.6e-05,15.220684,[41 72] ; [186 137],[58.83256881 54.16743119] ; [168.16743119 154.83256881],1
p7,1,0.000119,14.815947,[51 63] ; [209 111],[68.29493088 45.70506912] ; [191.70506912 128.29493088],1
a5,1,0.000314,12.98601,[63 51] ; [238  86],[78.34246575 35.65753425] ; [222.65753425 101.34246575],1
n4,1,0.000411,12.481709,[68 46] ; [249  75],[82.50684932 31.49315068] ; [234.49315068  89.50684932],1
s6,1,0.000874,11.076105,[36 77] ; [159 159],[51.12529002 61.87470998] ; [143.87470998 174.12529002],1
v2,1,0.000896,11.031936,[45 66] ; [183 128],[59.97156398 51.02843602] ; [168.02843602 142.97156398],1
p5,1,0.00183,9.712324,[  2 112] ; [ 37 287],[ 10.15068493 103.84931507] ; [ 28.84931507 295.15068493],0
s8,1,0.002398,9.216777,[16 97] ; [ 92 231],[27.99082569 85.00917431] ; [ 80.00917431 242.99082569],0
r4,1,0.002845,8.904568,[95 19] ; [301  23],[103.06849315  10.93150685] ; [292.93150685  31.06849315],0
v1,1,0.003212,8.682934,[40 72] ; [164 152],[53.38317757 58.61682243] ; [150.61682243 165.38317757],0
v4,1,0.007401,7.173089,[99 14] ; [306  16],[105.20689655   7.79310345] ; [299.79310345  22.20689655],0
d5,1,0.008391,6.94807,[79 35] ; [263  61],[89.01369863 24.98630137] ; [252.98630137  71.01369863],0
v3,1,0.016984,5.698035,[27 82] ; [118 198],[37.18823529 71.81176471] ; [107.81176471 208.18823529],0
s5,1,0.017315,5.664118,[12 98] ; [ 67 250],[20.35128806 89.64871194] ; [ 58.64871194 258.35128806],0
s7,1,0.025791,4.969981,[20 88] ; [ 91 217],[28.81730769 79.18269231] ; [ 82.18269231 225.81730769],0
b1,1,0.0326,4.566687,[50 64] ; [106 218],[40.60273973 73.39726027] ; [115.39726027 208.60273973],0
r1,1,0.035623,4.415075,[79 34] ; [257  66],[87.08256881 25.91743119] ; [248.91743119  74.08256881],0
s1,1,0.038762,4.271283,[  5 107] ; [  4 319],[  2.31724138 109.68275862] ; [  6.68275862 316.31724138],0
a6,1,0.047105,3.941651,[71 43] ; [234  90],[79.38356164 34.61643836] ; [225.61643836  98.38356164],0
a7,1,0.056544,3.635956,[73 41] ; [238  86],[80.94520548 33.05479452] ; [230.05479452  93.94520548],0
a3,1,0.070826,3.263764,[66 47] ; [219 104],[73.8646789 39.1353211] ; [211.1353211 111.8646789],0
